'an'cheng 暗撑
'mu'wu'jia 木屋架
'mu'xian 母线
'mu'xian'cao 母线槽
'mu'xian'guan'dao 母线管道
'mu'xian'lian'jie 母线连接
'mu'xie'ban 木屑板
'mu'zhuan'di'mian 木砖地面
'mu'zhuang'xiu 木装修
'na'deng'guang 钠灯光
'na'guang 钠光
'nai'deng 氖灯
'nai'gao'wen'cai'liao 耐高温材料
'nai'huo'cai'liao 耐火材料
'nai'huo'deng'ji 耐火等级
'nai'huo'diao'ding 耐火吊顶
'nai'huo'ding'peng 耐火顶棚
'nai'huo'hun'ning'tu 耐火混凝土
'nai'huo'jie'gou 耐火结构
'nai'huo'lou'ti 耐火楼梯
'nai'huo'shi'xian 耐火时限
'nai'huo'shi'yan 耐火试验
'nai'huo'su'liao 耐火塑料
'nai'huo'tian'liao 耐火填料
'nai'huo'tu'ceng 耐火涂层
'nai'huo'tu'liao 耐火涂料
'nai'huo'zhi'pin 耐火制品
'nai'huo'zhuan 耐火砖
'nai'jiu'shi'yan 耐久试验
'nai'jiu'shou'ming 耐久寿命
'nai'jiu'xi'shu 耐久系数
'nai'mo'zhuan 耐磨砖
'nai're'bo'li 耐热玻璃
'nai're'cai'liao 耐热材料
'nai'shi'qi 耐湿期
'nai'shui'nian'he'ji 耐水粘合剂
'nai'suan'gang'wa'qi 耐酸缸瓦器
'nai'suan'hun'ning'tu 耐酸混凝土
'nai'suan'mian'ban 耐酸面板
'nai'suan'shui'ni 耐酸水泥
'nai'suan'shui'ni'sha'jiang 耐酸水泥砂浆
'nai'suan'tao'ci 耐酸陶瓷
'nai'suan'tao'ci'zhi'pin 耐酸陶瓷制品
'nan'li'mian 南立面
'nan'ran'cai'liao 难燃材料
'nei'biao'mian'huan're'xi'shu 内表面换热系数
'nei'e 内额
'nei'jing 内径
'nei'li 内力
'nei'li'zhong'fen'bu 内力重分布
'nei'li'zhong'fen'pei 内力重分配
'nei'luo'wen 内螺纹
'nei'men 内门
'nei'mo'ca'jiao 内摩擦角
'nei'pai'shui 内排水
'nei'qiang 内墙
'nei'qiang'you'mian'zhuan 内墙釉面砖
'nei'shen 内审
'nei'yan'dao 内烟道
'nei'zhu 内柱
'nei'zhuang'xiu'gong'cheng 内装修工程
'ni'dao'gong 泥道栱
'ni'dian'liu 逆电流
'ni'hong'deng 霓虹灯
'ni'jiang 泥浆
'ni'liu'ji'dian'qi 逆流继电器
'ni'long'guan 尼龙管
'ni'zhi'fa 逆止阀
'nian'dao 辇道
'nian'jie 粘结
'nian'jie'chu'li 粘结处理
'nian'kou 捻口
'nian'tu 粘土
'nian'tu'zhuan 粘土砖
'nian'zhi'fen'tu 粘质粉土
'nian'zhi'sha'tu 粘质砂土
'nian'zhi'zu'ni 粘滞阻尼
'niao'kan'tou'shi'tu 鸟瞰透视图
'niao'kan'tu 鸟瞰图
'nie'ge 镍铬
'nie'ge'he'jin 镍铬合金
'nie'ge'xu'dian'chi 镍镉蓄电池
'ning'jie'shui'xiang 凝结水箱
'niu'jian'luo'shuan 扭剪螺栓
'niu'ju 扭矩
'niu'zhuan 扭转
'nuan'qi'guan 暖气管
'nuan'qi'guan'gou 暖气管沟
'nuan'qi'guan'pan 暖气管盘
'nuan'qi'pian 暖气片
'nuan'qi'she'bei 暖气设备
'nuan'qi'zong'guan 暖气总管
'nv'er'qiang 女儿墙
'ou'he'dian'lu 耦合电路
'ou'mu'ou'he'bian'ya'qi 欧姆耦合变压器
'ou'pian 偶偏
'ou'ran'he'zai 偶然荷载
'ou'ran'pian'xin 偶然偏心
'ou'ran'zu'he 偶然组合
'pai'feng'shu'jing 排风竖井
'pai'jia 排架
'pai'qi'shan 排气扇
'pai'yan'feng'ji 排烟风机
'pai'yan'kou 排烟口
'pai'yan'shu'jing 排烟竖井
'pei'dian 配电
'pei'dian'bian'dian'zhan 配电变电站
'pei'dian'bian'ya'qi 配电变压器
'pei'dian'dian'lan 配电电缆
'pei'dian'gan'xian 配电干线
'pei'dian'pan 配电盘
'pei'dian'shi 配电室
'pei'dian'wang 配电网
'pei'dian'xi'tong 配电系统
'pei'dian'xi'tong'tu 配电系统图
'pei'dian'xian'lu 配电线路
'pei'dian'xiang 配电箱
'pei'dian'zhan 配电站
'pei'dian'zhong'xin 配电中心
'pei'gu 配箍
'pei'gu'lv 配箍率
'pei'gu'te'zheng'zhi 配箍特征值
'pei'jin 配筋
'pei'jin'lv 配筋率
'pei'shui'chi 配水池
'pei'shui'guan'wang 配水管网
'pei'shui'zhong'he'chi 配水中和池
'pei'tao'qi'cai 配套器材
'pei'tao'xiang'mu 配套项目
'pei'xian 配线
'pei'zhong'kang'fu 配重抗浮
'pen'hu 喷壶
'pen'lin'beng 喷淋泵
'pen'qi 喷漆
'pen'qi'che'jian 喷漆车间
'pen'sa'beng 喷洒泵
'pen'sha 喷砂
'pen'she'zhi'pin 喷射制品
'pen'shui'chi 喷水池
'pen'shui'guan 喷水管
'pen'shui'kou 喷水口
'pen'shui'mie'huo'xi'tong 喷水灭火系统
'pen'shui'xi'tong 喷水系统
'pen'tu 喷涂
'pen'tu'su'liao'shi'mian 喷涂塑料饰面
'pen'wu'qi 喷雾器
'peng'ding'nei'guan'xian 棚顶内管线
'peng'zhang'feng 膨胀缝
'peng'zhang'ji 膨胀剂
'peng'zhang'luo'shuan 膨胀螺栓
'peng'zhang'luo'si 膨胀螺丝
'peng'zhang'shui'xiang 膨胀水箱
'pi'dai'chuan'song 皮带传送
'pi'dai'shu'song'ji 皮带输送机
'pi'lao'po'huai 疲劳破坏
'pi'lao'qiang'du 疲劳强度
'pi'pei'bian'ya'qi 匹配变压器
'pi'pei'dian'lu 匹配电路
'pian'cai 片材
'pian'suo 片锁
'pian'xin'dui'qi 偏心对齐
'pian'xin'ju 偏心距
'pian'xin'zhi'cheng 偏心支撑
'pian'zhuang'cai'liao 片状材料
'piao'chuang 飘窗
'pin'ban'men 拼板门
'pin'dai 频带
'pin'hua'di'ban 拼花地板
'pin'hua'di'ban'kuai 拼花地板块
'pin'hua'di'mian 拼花地面
'pin'hua'ying'mu'di'ban 拼花硬木地板
'pin'pu 频谱
'pin'yu'zhi 频遇值
'pin'yu'zu'he 频遇组合
'ping'ban 平板
'ping'ban'bo'li 平板玻璃
'ping'ban'fang 平板枋
'ping'ban'shi 平板式
'ping'bi 屏蔽
'ping'bi'dian'lan 屏蔽电缆
'ping'bi'men 屏蔽门
'ping'bi'qiang 屏蔽墙
'ping'bi'shi 屏蔽室
'ping'bi'tian'xian 屏蔽天线
'ping'bi'zuo'yong 屏蔽作用
'ping'chi'ban 平尺板
'ping'dian'quan 平垫圈
'ping'fa 平法
'ping'fang'gong'fen 平方公分
'ping'fang'hao'mi 平方毫米
'ping'fang'li'mi 平方厘米
'ping'fang'mi 平方米
'ping'fang'mi'yu'suan'jia 平方米预算价
'ping'fang'ying'chi 平方英尺
'ping'fang'ying'cun 平方英寸
'ping'fu 平傅
'ping'jun'fu'he 平均负荷
'ping'jun'gong'lv 平均功率
'ping'kai'men 平开门
'ping'kou'jie 平口接
'ping'mian 平面
'ping'mian'bu'zhi 平面布置
'ping'mian'pei'jin'tu 平面配筋图
'ping'mian're'yuan'ce'ding'fa 平面热源测定法
'ping'mian'she'ji 平面设计
'ping'mian'tu 平面图
'ping'pan'dou 平盘斗
'ping'pou'mian 平剖面
'ping'pou'mian'tu 平剖面图
'ping'qi 平棊
'ping'shi 屏石
'ping'tai 平台
'ping'tai'ban 平台板
'ping'tai'liang 平台梁
'ping'tai'mao'ding 平台铆钉
'ping'tai'wu'ding 平台屋顶
'ping'tou'luo'shuan 平头螺栓
'ping'tou'luo'si 平头螺丝
'ping'wu'ding 平屋顶
'ping'wu'ding'jian'zhu 平屋顶建筑
'ping'wu'mian 平屋面
'ping'xing'guan'xian 平行管线
'ping'xing'xian 平行线
'ping'xing'zhi'xian 平行直线
'ping'yi 平移
'ping'zhi'pian'cha 平直偏差
'ping'zuo 平坐
'ping'zuo'zhu 平座柱
'po'hua'zhuan 破化砖
'po'huai'shi'yan 破坏试验
'po'kou'han'feng 坡口焊缝
'po'wu'ding 坡屋顶
'po'wu'mian 坡屋面
'pou'mian 剖面
'pou'mian'hao 剖面号
'pou'mian'tu 剖面图
'pou'mian'xian 剖面线
'pou'shi'tu 剖视图
'pu'bai'fang 普柏枋
'pu'bian'qian'tan 普遍钎探
'pu'di'ban 铺地板
'pu'di'zhuan 铺地砖
'pu'she'guan'dao 铺设管道
'pu'tong'luo'shuan 普通螺栓
'qi'bao'xian 漆包线
'qi'cai 七踩
'qi'che'diao 汽车吊
'qi'che'po'dao 汽车坡道
'qi'chuang 气窗
'qi'diao 起吊
'qi'ding'qiang 气钉枪
'qi'dong'bian'ya'qi 起动变压器
'qi'dong'shu'song'guan 气动输送管
'qi'fen'ge'tiao 起分格条
'qi'fu'chi 气浮池
'qi'gan 旗杆
'qi'gong 起拱
'qi'gu'gang'jiao'xian 七股钢绞线
'qi'han 气焊
'qi'hou 气候
'qi'hou'tiao'jian 气候条件
'qi'hui'qi 启辉器
'qi'jia'liang 七架梁
'qi'ju'shi 起居室
'qi'ju'shi'yan'wu'bao'jing 起居室烟雾报警
'qi'kou 企口
'qi'kou'ban 企口板
'qi'kou'di'ban 企口地板
'qi'kou'jie 企口接
'qi'kuai 砌块
'qi'liu'dong'li'xi'shu 气流动力系数
'qi'liu'zu'zhi 气流组织
'qi'ma'que'ti 骑马雀替
'qi'mao 起毛
'qi'mi'shi'yan 气密试验
'qi'mi'xing 气密性
'qi'pu'zuo 七铺作
'qi'shang'ming'zao 砌上明造
'qi'shui'shi'huan're'qi 汽水式换热器
'qi'ti 砌体
'qi'ti'fen'li'qi 气体分离器
'qi'ti'jie'gou'she'ji'gui'fan 砌体结构设计规范
'qi'ti'ran'liao 气体燃料
'qi'xiang'zai'hai 气象灾害
'qi'ya 气压
'qi'ya'fa 气压阀
'qi'ya'gei'shui 气压给水
'qi'you'fa'dian'ji 汽油发电机
'qi'you'ku 汽油库
'qi'zhong'ji 起重机
'qi'zhong'ji'qi'diao'ban'jing 起重机起吊半径
'qi'zhong'ji'xing'che'da'liang 起重机行车大梁
'qi'zhong'neng'li 起重能力
'qi'zhong'zhuang'zhi 起重装置
'qi'zhong'zuo'ye'an'quan 起重作业安全
'qi'zhu 砌筑
'qi'zhuan 砌砖
'qia'zi 卡子
'qian'an 千安
'qian'cang 浅仓
'qian'chu'li 前处理
'qian'fa 千乏
'qian'fa'shi 千乏时
'qian'fu 千伏
'qian'fu'an 千伏安
'qian'gu 嵌固
'qian'gu'duan 嵌固端
'qian'he 千赫
'qian'ka 千卡
'qian'qiang 嵌墙
'qian'ru'shi'zhao'ming 嵌入式照明
'qian'se 浅色
'qian'shi 前室
'qian'shui 潜水
'qian'tan 钎探
'qian'wa 千瓦
'qian'wa'shi 千瓦时
'qian'yan'zhuang 嵌岩桩
'qiang'ban 墙板
'qiang'cha 戗槎
'qiang'cha 羌察
'qiang'cheng'zhong'jie'gou 墙承重结构
'qiang'dong 墙洞
'qiang'dong'kou 墙洞口
'qiang'duo 墙垛
'qiang'feng'hua'yan'ceng 强风化岩层
'qiang'gao 墙高
'qiang'gui'yang'jiao 墙桂阳角
'qiang'hou 墙厚
'qiang'ji 戗脊
'qiang'ling'mao'xian'zuo'ye 强令冒险作业
'qiang'mian 墙面
'qiang'mian'gua'ni'zi 墙面刮腻子
'qiang'mian'tie'ci'zhuan 墙面贴瓷砖
'qiang'mian'zhuan 墙面砖
'qiang'mian'zhuang'shi'gong'cheng 墙面装饰工程
'qiang'po'ming'ling 强迫命令
'qiang'qu'bi 强屈比
'qiang'shen 墙身
'qiang'shen'pei'jin 墙身配筋
'qiang'shen'tu 墙身图
'qiang'shi'pei'dian'pan 墙式配电盘
'qiang'ti 墙体
'qiang'ti'pei'jin 墙体配筋
'qiang'ti'tu 墙体图
'qiang'tiao 强条
'qiang'zhi 墙肢
'qiang'zhi'jiao 墙纸胶
'qiang'zhi'song'feng 强制送风
'qiang'zhu 墙柱
'qiang'zhu'ping'mian'bu'zhi'tu 墙柱平面布置图
'qiang'zhu'ruo'liang 强柱弱梁
'qiao'dun 桥墩
'qiao'gui 桥规
'qiao'liang'duan'lie 桥梁断裂
'qiao'qu 翘曲
'qiao'shi'qi'zhong'ji 桥式起重机
'qie'bian'mo'liang 切变模量
'qie'ge'ji 切割机
'qie'xiao'hou'du 切削厚度
'qin'mian 琴面
'qing'bian'ji'xie 轻便机械
'qing'bian'mie'huo'qi 轻便灭火器
'qing'fu 倾覆
'qing'fu'li'ju 倾覆力矩
'qing'fu'wan'ju 倾覆弯矩
'qing'gang 轻钢
'qing'gang'jie'gou 轻钢结构
'qing'gang'long'gu 轻钢龙骨
'qing'ge'qiang 轻隔墙
'qing'jin'shu 轻金属
'qing'qiang 轻墙
'qing'sao'da'la 清扫打蜡
'qing'shui'qiang 清水墙
'qing'shui'zhuan'qiang 清水砖墙
'qing'tong 青铜
'qing'tong'ban 青铜板
'qing'wa 青瓦
'qing'xie'du 倾斜度
'qing'xing'jie'gou 轻型结构
'qing'xing'wu'jia 轻型屋架
'qing'zhuan 青砖
'qiong'ding 穹顶
'qiong'shi 穹式
'qiu'fa 球阀
'qiu'xing'tian'xian 球形天线
'qu'chi'lou'ti 曲尺楼梯
'qu'dong'lian 驱动链
'qu'fu 屈服
'qu'fu'tai'jie 屈服台阶
'qu'lan 曲栏
'qu'wei 区位
'quan'bo'zheng'liu'qi 全波整流器
'quan'fu'he 全负荷
'quan'gao 全高
'quan'gao'jia'mi 全高加密
'quan'jie'mian 全截面
'quan'liang 圈梁
'quan're'huan're'qi 全热换热器
'quan'shi 券式
'quan'yin'kuang 全隐框
'que'leng 缺棱
'que'ti 雀替
'qun'ban 裙板
'qun'fang 裙房
'qun'kong 群控
'qun'ti'jiao'hu 群体交互
'qun'zhuang'xiao'ying 群桩效应
'ran'dian 燃点
'ran'qi'biao 燃气表
'ran'qi'xie'lou'bao'jing 燃气泄漏报警
'ran'shao'shi 燃烧室
're'beng 热泵
're'chu'li 热处理
're'chu'li'che'jian 热处理车间
're'chuan'dao 热传导
're'dao'lv 热导率
're'dao'ti 热导体
're'dao'xi'shu 热导系数
're'dian'gong'nuan 热电供暖
're'dian'zhi'leng 热电制冷
're'du'xin'bian'gang 热镀锌扁钢
're'du'xin'yuan'gang 热镀锌圆钢
're'duo'xing 热惰性
're'fan'ying'xi'shu 热反应系数
're'feng'gong'nuan 热风供暖
're'feng'gong'nuan'xi'tong 热风供暖系统
're'feng'gong'nuan'zhuang'zhi 热风供暖装置
're'feng'guan 热风管
're'feng'guan'dao 热风管道
're'feng'mu 热风幕
're'feng'xi'tong 热风系统
're'gong 热工
're'gu'xing'shu'zhi'bao'mo 热固性树脂薄膜
're'guan 热管
're'jiao'huan 热交换
're'jiao'huan'qi 热交换器
're'kong'kai'guan 热控开关
're'li'wang 热力网
're'li'xun'huan 热力循环
're'liu'ji 热流计
're'mei 热媒
're'min'chuan'gan'qi 热敏传感器
're'min'dian'zu 热敏电阻
're'peng'zhang'xi'shu 热膨胀系数
're'qi'dong'deng 热启动灯
're'qiao 热桥
're'rong 热熔
're'rong'liang 热容量
're'rong'zhan'jie'ji 热熔粘接剂
're'shu'shi'tong'feng 热舒适通风
're'shu'shi'zhi'biao 热舒适指标
're'shui'biao 热水表
're'shui'gan'guan 热水干管
're'shui'gong'nuan 热水供暖
're'shui'gong'nuan'she'bei 热水供暖设备
're'shui'gong'nuan'she'ji 热水供暖设计
're'shui'gong'nuan'xi'tong 热水供暖系统
're'shui'gong'ying'shi 热水供应室
're'shui'guan 热水灌
're'shui'guan 热水管
're'shui'guo'lu 热水锅炉
're'shui'hui'shui'guan 热水回水管
're'su'su'liao 热塑塑料
're'su'xing 热塑性
're'su'xing'shu'zhi 热塑性树脂
're'xian'dian'hua 热线电话
're'xian'quan 热线圈
're'xiao'lv 热效率
're'xiao'ying 热效应
're'yang'hu 热养护
're'yuan 热源
're'zha 热轧
'ren'de'bu'an'quan'xing'wei 人的不安全行为
'ren'fang 人防
'ren'fang'he'zai 人防荷载
'ren'fang'kou'bu'jie'gou'xiang'tu 人防口部结构详图
'ren'gong'cao'pi 人工草皮
'ren'gong'hun'xiang 人工混响
'ren'gong'kong'zhi 人工控制
'ren'gong'wa'kong'zhuang 人工挖孔桩
'ren'gong'zhao'ming 人工照明
'ren'huo'ti'xie'jia'zi 人货梯卸架子
'ren'ju 人居
'ren'kong 人孔
'ren'kong'fu'shi'feng'gai 人孔复式封盖
'ren'kong'gai 人孔盖
'ren'min'fang'kong'di'xia'shi'she'ji'gui'fan 人民防空地下室设计规范
'ren'shen'quan 人身权
'ren'ti'ce'liang'xue 人体测量学
'ren'wei'zai'hai 人为灾害
'ren'xing'dao 人行道
'ren'xing'di'dao 人行地道
'ren'xing'heng'dao 人行横道
'ren'xing'tian'qiao 人行天桥
'ren'zao'guang'yuan 人造光源
'ren'zao'shi 人造石
'ren'zi'ti 人字梯
'ren'zi'wu'ding 人字屋顶
'ren'zi'xing'wu'jia 人字型屋架
'ri'fu'he 日负荷
'ri'guang'shi 日光室
'ri'zhao'biao'zhun 日照标准
'ri'zhao'ji'suan 日照计算
'ri'zhao'shi'jian 日照时间
'ri'zhao'shi'shu 日照时数
'ri'zhao'xiao'shi 日照小时
'rong'duan 熔断
'rong'duan'qi 熔断器
'rong'han 熔焊
'rong'ji'lv 容积率
'rong'liang 容量
'rong'si 熔丝
'rong'si'guan 熔丝管
'rong'xu'ying'li 容许应力
'rong'xu'ying'li'fa 容许应力法
'rong'zhong 容重
'rou'du 柔度
'ru'bai'bo'li 乳白玻璃
'ru'bai'deng'pao 乳白灯泡
'ru'bai'se 乳白色
'ru'jiao'nian'he'ji 乳胶粘合剂
'ru'jiao'qi 乳胶漆
'ru'kou 入口
'ru'kou'da'ting 入口大厅
'ru'kou'po'dao 入口坡道
'ru'kou'tai'jie 入口台阶
'ru'kou'tong'dao 入口通道
'ru'yi'ta'bu 如意踏步
'ruan'guan 软管
'ruan'guan'jie'tou 软管接头
'ruan'guan'lian'jie 软管连接
'ruan'hua'shui 软化水
'ruan'jian'gong'cheng 软件工程
'ruan'mao'shua 软毛刷
'ruan'ruo'xia'wo'ceng 软弱下卧层
'ruan'xing'fu'mian 软性覆面
'run'hua'ji 润滑剂
'ruo'dian'liu 弱电流
'ruo'dian'pei'guan 弱电配管
'sai'bin'xi'sheng'xi'shu 赛宾吸声系数
'san'cai 三踩
'san'cai'sheng 三才升
'san'ceng 三层
'san'dian'shi 散点石
'san'gu'gang'jiao'xian 三股钢绞线
'san'guang'zhao'ming 散光照明
'san'he'ban 三合板
'san'he'tu 三合土
'san'ji'fu'he 三级负荷
'san'ji'gang 三级钢
'san'ji'kai'guan 三极开关
'san'jia'ban 三夹板
'san'jia'liang 三架梁
'san'jiao'cha'tou 三脚插头
'san'jiao'gang 三角钢
'san'lei 三类
'san'lei'chang'di 三类场地
'san'liu'qi'song'feng 散流器送风
'san'lou'lou'ting 三楼楼厅
'san'lu'kai'guan 三路开关
'san'pao'lou'ti 三跑楼梯
'san'qi'hui'tu'hang'shi 三七灰土夯实
'san'qi'qiang 三七墙
'san're'qi 散热器
'san'she 散射
'san'she'deng 散射灯
'san'shui 散水
'san'tiao 三跳
'san'tong'shi 三同时
'san'xian'zhi 三线制
'san'xiang'bian'ya'qi 三相变压器
'san'xiang'dian'dong'ji 三相电动机
'san'xiang'kai'guan 三相开关
'san'xiang'si'xian'zhi 三相四线制
'san'xiang'zhi 三相制
'san'xin'dian'lan 三芯电缆
'san'zhi'gu 三肢箍
'sao'di'gan 扫地杆
'se'cai'mo'ni 色彩模拟
'sha'chuang 纱窗
'sha'jiang 砂浆
'sha'jiang'biao'hao 砂浆标号
'sha'luan'shi'ceng 砂卵石层
'sha'luan'shi'ru'dian'ceng 砂卵石褥垫层
'sha'men 纱门
'sha'shi 沙石
'sha'shi'fen'xi 砂石分析
'sha'tu 砂土
'sha'yan 砂岩
'shai'zi 筛子
'shan'dian 闪点
'shan'ding 栅顶
'shan'men 山门
'shan'mian 山面
'shan'mian'qiang 扇面墙
'shan'qiang 山墙
'shan'qiang'bai'ye'chuang 山墙百叶窗
'shan'qiao 扇翘
'shan'xing'li'lun 扇形理论
'shang'ang 上昂
'shang'dang 上挡
'shang'dang'qiang 上挡墙
'shang'fan'liang 上反梁
'shang'fan'men 上翻门
'shang'jie'dian'gao 上节点高
'shang'jin'fang 上金枋
'shang'mao'tou 上冒头
'shang'pai 上排
'shang'ren'wu'mian 上人屋面
'shang'shui'dao 上水道
'shang'shui'guan 上水管
'shang'tie 上铁
'shang'tie'shang 上铁上
'shang'tie'xia 上铁下
'shang'wang 上网
'shang'xia'shui'zhi'guan 上下水支管
'shang'xing'xia'gei'shi 上行下给式
'shang'zhu'dun 上柱墩
'shao'jian 梢间
'shao'jin'liang 少筋梁
'she'bei'ji'chu 设备基础
'she'bei'jia'ceng 设备夹层
'she'bei'shi 设备师
'she'ding'qiang 射钉枪
'she'fang 设防
'she'fang'lie'du 设防烈度
'she'hui'zhi'an 社会治安
'she'ji'ji'zhun'qi 设计基准期
'she'ji'xiao'guo'tu 设计效果图
'she'ji'zhi 设计值
'she'wen'shi'ban 蛇纹石板
'shen'chang'lv 伸长率
'shen'di'pin 甚低频
'shen'ding 审定
'shen'gao'pin 甚高频
'shen'he 审核
'shen'ji'keng 深基坑
'shen'jing'beng 深井泵
'shen'liang 深梁
'shen'ru 伸入
'shen'se 渗色
'shen'shou'wan 深受弯
'shen'suo'feng 伸缩缝
'shen'suo'feng'gai'ban 伸缩缝盖板
'shen'tu 审图
'shen'zu'yan 沈祖炎
'sheng'chan'an'quan 生产安全
'sheng'chan'an'quan'shi'gu 生产安全事故
'sheng'gan'rao 声干扰
'sheng'gong'lv 声功率
'sheng'hua'chi 生化池
'sheng'jiang'ji 升降机
'sheng'jiang'wu'tai 升降舞台
'sheng'kong 声控
'sheng'ming'an'quan 生命安全
'sheng'ming'cai'chan 生命财产
'sheng'neng'bi 声能比
'sheng'neng'tong'liang 声能通量
'sheng'ou'he 声耦合
'sheng'qi 升起
'sheng'qiang'ji 声强级
'sheng'qiao 声桥
'sheng'quan'xi'tu 声全息图
'sheng'wen 升温
'sheng'wu'shi'yan'shi 生物试验室
'sheng'wu'zai'hai 生物灾害
'sheng'xian 声线
'sheng'xue'chu'li 声学处理
'sheng'ya 升压
'sheng'ya 声压
'sheng'yuan 生源
'sheng'zhu 声柱
'shi'ba'dou 十八斗
'shi'cai'gang'long'gu 石材纲龙骨
'shi'cai'gou'feng 石材勾缝
'shi'cai'zhi'pin 石材制品
'shi'cheng 时程
'shi'cheng'fen'xi 时程分析
'shi'deng 石凳
'shi'dian 视点
'shi'dian'bi 试电笔
'shi'ding 饰钉
'shi'gao'ban 石膏板
'shi'gao'ban'ge'duan 石膏板隔断
'shi'gao'ban'mu'long'gu'ge'duan 石膏板木龙骨隔断
'shi'gong 施工
'shi'gong'an'quan 施工安全
'shi'gong'bu'zhi'tu 施工布置图
'shi'gong'cheng'xu 施工程序
'shi'gong'dan'wei 施工单位
'shi'gong'fang'fa 施工方法
'shi'gong'fang'shi 施工方式
'shi'gong'feng 施工缝
'shi'gong'gong'cheng'shi 施工工程师
'shi'gong'gong'zhong 施工工种
'shi'gong'guan'li'jing'yan 施工管理经验
'shi'gong'ji'shu 施工技术
'shi'gong'jian'cha 施工检查
'shi'gong'jie'duan 施工阶段
'shi'gong'jin'du 施工进度
'shi'gong'mo'ni'er 施工模拟二
'shi'gong'mo'ni'san 施工模拟三
'shi'gong'mo'ni'yi 施工模拟一
'shi'gong're'dian 施工热点
'shi'gong'shi'shi 施工实施
'shi'gong'shuo'ming'shu 施工说明书
'shi'gong'tu 施工图
'shi'gong'tu'she'ji 施工图设计
'shi'gong'wen'jian 施工文件
'shi'gong'xian'chang 施工现场
'shi'gong'xiang'mu 施工项目
'shi'gong'xiang'mu'bian'hao 施工项目编号
'shi'gong'xiang'tu 施工详图
'shi'gong'yan'shou'ji'shu'gui'fan 施工验收技术规范
'shi'gong'yu'suan 施工预算
'shi'gu'bei'yong'xian'lu 事故备用线路
'shi'gu'dian'yuan 事故电源
'shi'gu'pin'fa 事故频发
'shi'gu'shang'bao 事故上报
'shi'gu'yin'huan 事故隐患
'shi'gu'zhao'ming 事故照明
'shi'gu'zhao'ming'pei'dian'xiang 事故照明配电箱
'shi'hui'lin'zhi 石灰淋制
'shi'jian'ji'dian'qi 时间继电器
'shi'jiao 视角
'shi'jie 石阶
'shi'kuai 试块
'shi'mian'guan 石棉管
'shi'mian'hun'ning'tu 石棉混凝土
'shi'mian'shui'ni'ban 石棉水泥板
'shi'mian'shui'ni'bo'xing'wa 石棉水泥波形瓦
'shi'mian'shui'ni'guan 石棉水泥管
'shi'mian'zhi'pin 石棉制品
'shi'nei'bu'xian 室内布线
'shi'nei'di'mian'biao'gao 室内地面标高
'shi'nei'fang'huo'ti 室内防火梯
'shi'nei'guan'dao 室内管道
'shi'nei'guan'gou 室内管沟
'shi'nei'shi'du 室内湿度
'shi'nei'wai'biao'gao'cha 室内外表高差
'shi'qiang 实墙
'shi'shi'zi'dong'pen'shui'mie'huo'xi'tong 湿式自动喷水灭火系统
'shi'ti'qiang 实体墙
'shi'wai'guan'gou 室外管沟
'shi'wai'guan'xian 室外管线
'shi'wai'guan'xian'zong'he'tu 室外管线综合图
'shi'wai'guan'xian'zong'ping'mian'tu 室外管线总平面图
'shi'wai'kong'qi'jin'feng'dao 室外空气进风道
'shi'wai'kong'qi'jin'kou 室外空气进口
'shi'wai'lou'ti 室外楼梯
'shi'wai'zhi'tong 室外直通
'shi'wen 失稳
'shi'xian 湿陷
'shi'xiang'sheng 石象生
'shi'xin'ban 实心板
'shi'yan'fu'he 试验负荷
'shi'yan'zhan 试验站
'shi'yan'zhuang'zhi 试验装置
'shi'yi'tu 示意图
'shi'ying'deng 石英灯
'shi'ying'lu'qi'deng 石英卤气灯
'shi'ying'shui'yin'deng 石英水银灯
'shi'yong'mian'ji 使用面积
'shi'yong'nian'xian 使用年限
'shi'yong'xian'zhi'quan 使用限制权
'shi'yun'zhuan 试运转
'shi'zhen'qi 拾振器
'shi'zi'luo'si'dao 十字螺丝刀
'shou'ceng 首层
'shou'ceng'ping'mian 首层平面
'shou'dong'huo'zai'bao'jing'an'niu 手动火灾报警按钮
'shou'dong'kai'guan 手动开关
'shou'dong'kong'zhi 手动控制
'shou'dong'shi'ya'beng 手动试压泵
'shou'dong'xiao'fang'beng 手动消防泵
'shou'fa'shi 收发室
'shou'fen 收分
'shou'gong'han 手工焊
'shou'jian 受剪
'shou'la 受拉
'shou'li'jiao'du 受力角度
'shou'lie'chang 狩猎场
'shou'niu 受扭
'shou'po'dui'liu 受迫对流
'shou'qiang'zuan 手枪钻
'shou'shan 收山
'shou'suan 手算
'shou'ti'shi'deng'ju 手提式灯具
'shou'ti'shi'mie'huo'qi 手提式灭火器
'shou'ya 受压
'shou'yao'fa'dian'ji 手摇发电机
'shou'zhi'jia 手纸架
'shu'chu'bian'ya'qi 输出变压器
'shu'chu'dian'lu 输出电路
'shu'chu'gong'lv 输出功率
'shu'chu'xin'hao 输出信号
'shu'gan 竖杆
'shu'gan'shi 树干式
'shu'hua'shi'jian 熟化时间
'shu'jing 竖井
'shu'ku 书库
'shu'kuang 竖框
'shu'long'shi 鼠笼式
'shu'long'shi'dian'dong'ji 鼠笼式电动机
'shu'ru'bian'ya'qi 输入变压器
'shu'ru'dian'lu 输入电路
'shu'ru'shu'ju 输入数据
'shu'ru'xin'hao 输入信号
'shu'san'kou 疏散口
'shu'san'lou'ti 疏散楼梯
'shu'san'xian'lu 疏散线路
