'ai'bian'sha 矮扁莎
'xian'ye'bai'rong'cao 线叶白绒草
'xian'ye'bei'guan'teng 线叶杯冠藤
'xian'ye'da'ji 线叶大戟
'xian'ye'di'er'cao 线叶地耳草
'xian'ye'li'rui'cha 腺叶离蕊茶
'xian'ye'lin'di'mi 线叶林地觅
'xian'ye'shan'fan 腺叶山矾
'xian'ye'shan'teng 腺叶鳝藤
'xian'ye'tai'wan'rong 线叶台湾榕
'xian'ye'teng 腺叶藤
'xian'ye'ye'bai'he 线叶野百合
'xian'ye'ye'ying 腺叶野樱
'xian'ye'zhen'zhu'mao 线叶珍珠茅
'xian'zhi'chui'guo'teng 纤枝槌果藤
'xian'zhi'pu'tao 纤枝蒲桃
'xian'zhi'pu'tao 线枝蒲桃
'xian'zhu'ju'tai 线柱苣苔
'xian'zhu'lan 线柱兰
'xiang'fu'zi 香附子
'xiang'gang'da'sha'ye 香港大沙叶
'xiang'gang'ge'ju'lan 香港隔距兰
'xiang'gang'gua'fu'mu 香港瓜馥木
'xiang'gang'kan'mu 香港槛木
'xiang'gang'mao'rui'tu 香港毛蕊荼
'xiang'gang'suan'pan'zi 香港算盘子
'xiang'gang'ying'zhao 香港鹰爪
'xiang'gen'cao 香根草
'xiang'guo'lan 香果兰
'xiang'hua'an'luo 香花暗罗
'xiang'hua'teng 香花藤
'xiang'ling'dou 响铃豆
'xiang'nan 香楠
'xiang'pi'shu 香皮树
'xiang'pu'tao 香蒲桃
'xiang'ri'zhang 向日樟
'xiang'se'lu'jiao'lan 向色鹿角兰
'xiang'shui'wu'gong 香水蜈蚣
'xiang'si'cao 香丝草
'xiang'si'zi 相思子
'xiang'zi'han'xiao 香籽含笑
'xiang'zi'zhu 响子竹
'xiao'cao 小草
'xiao'cao'kou 小草蔻
'xiao'chi'leng'shui'hua 小齿冷水花
'xiao'ci'chui'guo'teng 小刺槌果藤
'xiao'ci'gu 小慈菇
'xiao'ci'jie'leng'shui'hua 小刺界冷水花
'xiao'dao'dou 小刀豆
'xiao'e'su'xin 小萼素馨
'xiao'er'xian'cao 小二仙草
'xiao'fan'tian'hua 肖梵天花
'xiao'fu'rong 小芙蓉
'xiao'guan'xun 小冠薰
'xiao'guo'shan'long'yan 小果山龙眼
'xiao'guo'shi'bi'mu 小果石笔木
'xiao'guo'tie'dong'qing 小果铁冬青
'xiao'guo'wei'hua'teng 小果微花藤
'xiao'guo'xiang'chun 小果香椿
'xiao'guo'zao'jia 小果皂荚
'xiao'guo'zhe'gu'hua 小果鹧鸪花
'xiao'hua'ba'jiao'feng 小花八角枫
'xiao'hua'bai'bu 小花百部
'xiao'hua'ban'jiu'ju 小花斑鸠菊
'xiao'hua'bao'chun'qian 小花报春茜
'xiao'hua'ci'shu'yu 小花刺薯蓣
'xiao'hua'cu'ye'mu 小花粗叶木
'xiao'hua'he'ding'lan 小花鹤顶兰
'xiao'hua'jin'mao 小花金茅
'xiao'hua'lao'shu'le 小花老鼠簕
'xiao'hua'niu'chi'lan 小花牛齿兰
'xiao'hua'qing'teng 小花青藤
'xiao'hua'shan'jiang 小花山姜
'xiao'hua'teng 小花藤
'xiao'hua'wu'ya'guo 小花五桠果
'xiao'hua'yuan'zhi 小花远志
'xiao'hua'zhi'zhu'bao'dan 小花蜘蛛抱蛋
'xiao'hua'zi'yu'pan 小花紫玉盘
'xiao'ji'zhuo 小姬茁
'xiao'jin 肖槿
'xiao'jin'mao 小金茅
'xiao'la'shu 小蜡树
'xiao'li 小藜
'xiao'li'cao 小丽草
'xiao'li'ye'dao 小粒野稻
'xiao'liao 小蓼
'xiao'lu'dou 小露兜
'xiao'lu'huo 小鹿藿
'xiao'mao'lan 小毛兰
'xiao'pan'mu 小盘木
'xiao'pu'tao 肖蒲桃
'xiao'pu'tao 小葡萄
'xiao'qian'niu 小牵牛
'xiao'qiao'yang'er'suan 小巧羊耳蒜
'xiao'qie 小茄
'xiao'she'chun'lan 小舌唇兰
'xiao'she'gen'cao 小蛇根草
'xiao'she'ju 小舌菊
'xiao'she'yu'feng'hua 小舌玉凤花
'xiao'suan'jiang 小酸浆
'xiao'sui'zhuan'zi'miao 小穗砖子苗
'xiao'teng'zai 肖藤仔
'xiao'ya'cao 小牙草
'xiao'yang'zi'su 小洋紫苏
'xiao'ye'chi'che 小叶赤车
'xiao'ye'di'bu'rong 小叶地不容
'xiao'ye'du'jing'shan 小叶杜茎山
'xiao'ye'hong'ye'teng 小叶红叶藤
'xiao'ye'hou'pi'xiang 小叶厚皮香
'xiao'ye'huang'qi 小叶黄杞
'xiao'ye'ji'shu'lan 小叶寄树兰
'xiao'ye'jia'cao'su 小叶假糙苏
'xiao'ye'jiu'li'xiang 小叶九里香
'xiao'ye'leng'shui'hua 小叶冷水花
'xiao'ye'li'guo'ji'sheng 小叶梨果寄生
'xiao'ye'li'lan 小叶李榄
'xiao'ye'lou'ti'cao 小叶楼梯草
'xiao'ye'luo'han'song 小叶罗汉松
'xiao'ye'mai'ma'teng 小叶买麻藤
'xiao'ye'mi'zai'lan 小叶米仔兰
'xiao'ye'pa'ya'xiang 小叶爬崖香
'xiao'ye'qing'teng'zai 小叶青藤仔
'xiao'ye'san'dian'jin 小叶三点金
'xiao'ye'san'jue'chuang 小叶散爵床
'xiao'ye'shui'suo'hua 小叶水蓑花
'xiao'ye'wa'er'teng 小叶娃儿藤
'xiao'ye'wu'fan'shu 小叶乌饭树
'xiao'ye'wu'yao 小叶乌药
'xiao'ye'yan'shu'lian 小叶眼树莲
'xiao'yu'xian'cao 小鱼仙草
'xiao'yun'shui 小芸水
'xiao'zi'jin'niu 小紫金牛
'xie'ji'cu'ye'mu 斜基粗叶木
'xie'jiao'rong 斜叫榕
'xie'mai'an'luo 斜脉暗罗
'xie'ye'ju 斜叶蒟
'xie'ye'ling 楔叶柃
'xie'ye'tan 斜叶檀
'xie'ye'tie'cao'xie 挟叶铁草鞋
'xie'ying'cao 楔颖草
'xin'ye'huang'hua'ren 心叶黄花稔
'xin'ye'ji 心叶稷
'xin'ye'suo'xin 心叶索馨
'xin'ye'wei'fu'cao 心叶尾稃草
'xin'ye'zi'jin'niu 心叶紫金牛
'xin'yi'guo 心翼果
'xing'mao'su'mi'cao 星毛粟米草
'xing'xing'cao 猩猩草
'xing'xing'xia'qian'cai 星星虾钳菜
'xing'ye'shi'li 杏叶石栎
'xiong'er'cao 熊耳草
'xiong'ji'shu 雄鸡树
'xiu'jia'teng 锈荚藤
'xiu'lin'piao'fu'cao 锈鳞飘拂草
'xiu'mao'du'ying 锈毛杜英
'xiu'mao'gan'jin'ba 锈毛干斤拔
'xiu'mao'gong'guo'teng 锈毛弓果藤
'xiu'mao'ji'yu'teng 锈毛鲫鱼藤
'xiu'mao'ma'ling'ju'tai 绣毛马铃苣苔
'xiu'mao'qing'teng 绣毛青藤
'xiu'mao'shi'ban'mu 锈毛石斑木
'xiu'mao'ye'tong 锈毛野桐
'xiu'mao'yu'teng 锈毛鱼藤
'xiu'qiu'qian'cao 绣球茜草
'xiu'se'yang'er'suan 锈色羊耳蒜
'xiu'ye'qiong'nan 锈叶琼楠
'xiu'ye'xin'mu'jiang'jie 锈叶新木姜孑
'xiu'zhu'hua 秀柱花
'xu'chang'qing 徐长卿
'xu'chun'yang'er'suan 须唇羊耳蒜
'xu'ye'teng 须叶藤
'xuan'sui'suo'cao 选穗莎草
'xue'guo'mu 穴果木
'xue'jian'cao 雪见草
'xue'jian'chou 血见愁
'xue'li 薛荔
'xue'tong 血桐
'xue'xiang'lan 雪香兰
'ya'cao'que'bai 鸭草雀稗
'ya'dan'zi 鸦胆子
'ya'jia'song 雅加松
'ya'jiao'luo'san 鸭脚罗伞
'ya'nan 崖楠
'ya'shan'lan 崖山蓝
'ya'she'cao 鸭舌草
'ya'shi 崖柿
'ya'teng 崖藤
'ya'xian'bian'dan'gan 崖县扁担杆
'ya'xian'feng'che'zi 崖县风车子
'ya'xian'qian'niu 崖县牵牛
'ya'xian'qiu'lan 崖县球兰
'ya'xian'ye'xia'zhu 崖县叶下珠
'ya'zhi'cao 鸭跖草
'ya'zhou'di'huang'lian 崖州地黄连
'ya'zhou'liu'e'mu 崖州留萼木
'ya'zhou'ye'bai'he 崖州野百合
'ya'zui'hua 鸭嘴花
'yan'bian'zhen'zhu'cai 延边珍珠菜
'yan'di'shu'wei'su 盐地鼠尾粟
'yan'dou'ke 烟斗柯
'yan'fu'mu 盐肤木
'yan'gu'du'juan 岩谷杜鹃
'yan'jue'hua 焰爵花
'yan'ling'ye'er'cao 延龄叶耳草
'yan'po'ma 雁婆麻
'yan'se'ban'ye'lan 烟色斑叶兰
'yan'shan'jiang 艳山姜
'yan'sheng'tai'cao 岩生苔草
'yan'shu'lian 眼树莲
'yan'xu'shan'long'yan 焰序山龙眼
'yan'xue'hua 岩雪花
'yan'yao'shui'lian 延药睡莲
'yan'ye'chun'zhu'ju'tai 烟叶唇柱苣苔
'yan'yu 岩芋
'yan'zhi 胭脂
'yang'he 阳荷
'yang'jiao'du'juan 羊角杜鹃
'yang'jiao'niu 羊角拗
'yang'jiao'teng 羊角藤
'yang'mei'huang'yang 杨梅黄杨
'yang'mei'ye'wen'mu'shu 杨梅叶蚊母树
'yang'ru'rong 羊乳榕
'yang'she'shu 羊舌树
'yang'ye'he'qiu'teng 秧叶荷秋藤
'yang'ye'xiao'jin 杨叶肖槿
'yao'gu'teng 腰骨藤
'yao'hua'dou 耀花豆
'yao'yong'gou'ya'hua 药用狗牙花
'ye'bai'he 野百合
'ye'bei'mu 叶被木
'ye'bi'qi 野荸荠
'ye'dao 野稻
'ye'du'huo 野独活
'ye'gan'cao 野甘草
'ye'ge 野葛
'ye'gu 野菰
'ye'gu'cao 野古草
'ye'he 夜合
'ye'hua'liao 腋花蓼
'ye'hua'teng 夜花藤
'ye'jiao 野蕉
'ye'ju 野菊
'ye'li'zhi 野荔枝
'ye'lun'mu 叶轮木
'ye'ma'gong 野麻公
'ye'mu'dan 野牡丹
'ye'mu'gua 野木瓜
'ye'qi 野漆
'ye'qian'niu 夜牵牛
'ye'qie 野茄
'ye'shan'lan 野山蓝
'ye'sheng'rui'xiang 腋生瑞香
'ye'wo'ju 野莴莒
'ye'xia'zhu 叶下珠
'ye'xian 野苋
'ye'xiang'niu 夜香牛
'ye'ya'chun 野鸦椿
'ye'yu 野芋
'ye'zhuang'bao'piao'fu'cao 叶状苞飘拂草
'ye'zi 椰子
'ye'zi'su 野紫苏
'yi'ben'mang 一本芒
'yi'dian'hong 一点红
'yi'e'cu'mao'teng 异萼粗毛藤
'yi'e'mu 异萼木
'yi'guo'tai'cao 异果苔草
'yi'he'guo 翼核果
'yi'hua 蚁花
'yi'hua'cao 异花草
'yi'jing'cao 翼茎草
'yi'kuai'jing'shu'liang 异块茎薯莨
'yi'ma'tang 异马唐
'yi'mu'cao 益母草
'yi'mu'huan 异木患
'yi'mu'shu 蚁母树
'yi'nian'sheng'piao'fu'cao 一年生飘拂草
'yi'pin'hong 一品红
'yi'se'mi'hou'tao 异色猕猴桃
'yi'se'xian'zhu'ju'tai 异色线柱苣苔
'yi'se'xue'hua 异色雪花
'yi'se'xue'ye'lan 异色血叶兰
'yi'xing'mu 异形木
'yi'xing'suo'cao 异型莎草
'yi'xu'ba'dou 异序巴豆
'yi'xu'wu'jiu 异序乌桕
'yi'yao'hua 翼药花
'yi'ye'hua'jiao 异叶花椒
'yi'ye'jie'jie'cai 异叶节节菜
'yi'ye'jiu'li'xiang 翼叶九里香
'yi'ye'pa'shan'hu 异叶爬山虎
'yi'ye'san'bao'mu 异叶三宝木
'yi'ye'shan'lv'dou 异叶山绿豆
'yi'yi 薏苡
'yi'zhi 益智
'yi'zhu'mu'xi'lan 异株木犀榄
'yin'chai 银柴
'yin'chen'hao 茵陈蒿
'yin'du'ji'xue'teng 印度鸡血藤
'yin'du'kao 印度栲
'yin'du'ni'bo'er 印度尼泊尔
'yin'du'she'gu 印度蛇菰
'yin'du'tai'cao 印度苔草
'yin'gou'hua 银钩花
'yin'he'huan 银合欢
'yin'hua'xian 银花苋
'yin'jiao'ju 银胶菊
'yin'mai'hong'dan'bi 隐脉红淡比
'yin'mai'jia'wei'mao 隐脉假卫矛
'yin'mao'shu 银毛树
'yin'ni'zhen'zhu'mao 印尼珍珠茅
'yin'si'cao 银丝草
'yin'sui'tai'cao 隐穗苔草
'yin'xiang 阴香
'yin'ye'ba'dou 银叶巴豆
'yin'yu 茵芋
'yin'zhu 银珠
'yin'zhu'lan 隐柱兰
'ying'ao 罂奥
'ying'dou'ke 硬斗柯
'ying'fu'bai 硬稃稗
'ying'ge'mu 莺哥木
'ying'gu'teng 硬骨藤
'ying'he 硬核
'ying'lin 萤蔺
'ying'mao'bai'he'teng 硬毛白鹤藤
'ying'mao'cao'hu'jiao 硬毛草胡椒
'ying'qiao'ce'zhu 硬鞘箣竹
'ying'qiao'gui 硬壳桂
'ying'shan'hong 映山红
'ying'shu 楹树
'ying'sui'piao'fu'cao 硬穗飘拂草
'ying'ye'cao'guo'tu 硬叶糙果荼
'ying'ye'cong'cao 硬叶葱草
'ying'ye'diao'lan 硬叶吊兰
'ying'ye'gu'jing'cao 硬叶谷精草
'ying'ye'pu'tao 硬叶蒲桃
'ying'ye'wen'mu'shu 硬叶蚊母树
'ying'zhao'hua 鹰爪花
'you'cha 油茶
'you'cha'li'ban'ji'sheng 油茶离瓣寄生
'you'dan 油丹
'you'geng'shi'long'wei 有梗石龙尾
'you'guo'dou'kou 疣果豆蔻
'you'guo'hua'qiu 疣果花楸
'you'guo'zhang 油果樟
'you'mu 柚木
'you'nan 油楠
'you'ye'ke 油叶柯
'you'zhi'ba'qia 疣枝菝葜
'yu'gan'zi 余甘子
'yu'gu'mu 鱼骨木
'yu'jin 郁金
'yu'mang'ju 羽芒菊
'yu'ren'cao 盂仁草
'yu'rui 玉蕊
'yu'sui'cao 羽穗草
'yu'sui'zhuan'zi'miao 羽穗砖子苗
'yu'teng 鱼藤
'yu'wei'kui 鱼尾葵
'yu'yan'ju 鱼眼菊
'yu'ye'bai'tou'shu 羽叶白头树
'yu'ye'jin'he'huan 羽叶金合欢
'yu'ye'jin'hua 玉叶金花
'yu'ye'shu 羽叶薯
'yuan'ban'ba'qia 猿瓣菝葜
'yuan'chi'ai'ma 圆齿艾麻
'yuan'e'shi 圆萼柿
'yuan'e'suan'mo 缘萼酸模
'yuan'gan'zhen'zhu'mao 圆秆珍珠茅
'yuan'guo'du'ying 园果杜英
'yuan'guo'que'bai 圆果雀稗
'yuan'jing'er'cao 圆茎耳草
'yuan'mao'hong'dou 缘毛红豆
'yuan'mao'zhen'zhu'mao 缘毛珍珠茅
'yuan'wei'lan 鸢尾兰
'yuan'ye'ci'sang 园叶刺桑
'yuan'ye'gong'guo'teng 圆叶弓果藤
'yuan'ye'huang'hua'ren 圆叶黄花稔
'yuan'ye'jie'jie'cai 园叶节节菜
'yuan'ye'nan'she'teng 圆叶南蛇藤
'yuan'ye'tu'mi'shu 园叶土蜜树
'yuan'ye'wa'er'cao 圆叶挖耳草
'yuan'ye'wa'er'teng 圆叶娃儿藤
'yuan'ye'wu'cao 圆叶舞草
'yuan'ye'ye'bian'dou 圆叶野扁豆
'yuan'zhi'duo'he'guo 圆枝多核果
'yuan'zhu'ye'ju'lan 圆柱叶距兰
'yue'nan'ba'dou 越南巴豆
'yue'nan'di'bao'lan 越南地宝兰
'yue'nan'dong'qing 越南冬青
'yue'nan'er'cao 越南耳草
'yue'nan'ge'she'shu 越南割舌树
'yue'nan'mu'jing 越南牡荆
'yue'nan'po'bu'mu 越南破布木
'yue'nan'shan'fan 越南山矾
'yue'nan'xuan'gou'zi 越南悬钩子
'yue'nan'ye'xia'zhu 越南叶下珠
'yue'nan'yu 越南榆
'yue'nan'zhen'zhu'mao 越南珍珠茅
'yue'nan'zhu 越南苎
'yue'nan'zi'jin'niu 越南紫金牛
'yue'nan'zi'ma 越南紫麻
'yue'she'pu'tao 粤蛇葡萄
'yue'wan'nian'qing 粤万年青
'yun'nan'cha'zhu'lan 云南叉柱兰
'yun'nan'jin'cai 云南堇菜
'yun'nan'qiong'nan 云南琼楠
'yun'nan'shi'zi 云南石梓
'yun'nan'ye'tong 云南野桐
'yun'nan'zhu'ye'cao 云南竹叶草
'yun'shan'ba'jiao'feng 云山八角枫
'yun'shi 云实
'za'se'rong 杂色榕
'zai'lan'shu 仔榄树
'ze'lan 泽兰
'ze'ye'jin'xiang'cao 笮叶锦香草
'ze'zhen'zhu'cai 泽珍珠菜
'zei'xiao'dou 贼小豆
'zha'sai'shu 痄腮树
'zhai'ban'hong'hua'he 窄瓣红花荷
'zhai'chun'zhi'zhu'lan 窄唇蜘蛛兰
'zhai'sui'suo'cao 窄穗莎草
'zhai'ye'ban'feng'he 窄叶半枫荷
'zhai'ye'duan'zhu'tu 窄叶短柱荼
'zhai'ye'he'wan'rong 窄叶合湾榕
'zhai'ye'huo'tong'shu 窄叶火筒树
'zhai'ye'ju'hua'hai'tong 窄叶聚花海桐
'zhan'mao'huang'hua'ren 粘毛黄花稔
'zhan'mao'mu'cao 粘毛母草
'zhan'mao'shan'zhi'ma 粘毛山芝麻
'zhan'mu 粘木
'zhan'tuo'ye'mu'dan 展乇野牡丹
'zhang'hua'hou'ke'shu 长花厚壳树
'zhang'hua'long'xue'shu 长花龙血树
'zhang'hua'ma'tang 长花马唐
'zhang'hua'ren'dong 长花忍冬
'zhang'hua'xiao'ya'cao 长花小牙草
'zhang'jia'hong'dou 胀荚红豆
'zhang'ye'dong'lv 长叶冻绿
'zhang'ye'ge'na'xiang 长叶哥纳香
'zhang'ye'jin'ju 长叶金桔
'zhang'ye'mao'gao'cai 长叶茅膏菜
'zhang'ye'mu'fang'ji 樟叶木防己
'zhang'ye'mu'jin 樟叶木槿
'zhang'ye'mu'lan 长叶木兰
'zhang'ye'pao'hua'shu 樟叶泡花树
'zhang'ye'que'bai 长叶雀稗
'zhang'ye'shan'zhu'cai 掌叶山猪菜
'zhang'ye'su'xin 樟叶素馨
'zhang'ye'suan'teng'zi 长叶酸藤子
'zhang'ye'wan'guan'hua 长叶弯管花
'zhang'ye'xiang'cha'cai 长叶香茶菜
'zhang'ye'xiao'guo'shi 长叶小果柿
'zhang'ye'zhu'bai 长叶竹柏
'zhang'ye'zi'zhu 长叶紫珠
'zhang'ye'zuo'mu 长叶柞木
'zhao'er'mu 爪耳木
'zhao'ju 沼菊
'zhao'wa'huang'qin 爪哇黄芩
'zhao'wa'mao'er'gua 爪哇帽儿瓜
'zhao'xie'chi'teng 爪楔翅藤
'zhe'gu'cao 鹧鸪草
'zhe'gu'ma 鹧鸪麻
'zhe'jiao'du'juan 折角杜鹃
'zhe'mai'yang'er'suan 折脉羊耳蒜
'zhen'sui'cao 真穗草
'zhen'tong 桢桐
'zhen'ye'huang'hua'ren 榛叶黄花稔
'zhen'ye'xian 针叶苋
'zhen'zhu'mao 珍珠茅
'zhen'zhuang'ye'bai'he 针状野百合
'zhi'ci'shan'huang'pi 直刺山黄皮
'zhi'feng'piao'hu'cao 知风飘鹕草
'zhi'hua'li'lan 枝花李榄
'zhi'hua'mu'nai'guo 枝花木奶果
'zhi'jing'ban'bian'lian 枝茎半边莲
'zhi'ju 枳具
'zhi'mao'lan'er'cao 蜘毛蓝耳草
'zhi'mao'ye'mu'dan 枝毛野牡丹
'zhi'xu'wu'mo'cao 直序五膜草
'zhi'ye'gua'lou 趾叶栝楼
'zhi'ye'mao'lan 指叶毛兰
'zhi'ye'qiong'nan 纸叶琼楠
'zhi'ye'shan'zhu'cai 指叶山猪菜
'zhi'zhu'bao'dan 蜘蛛抱蛋
'zhi'zhu'lan 蜘蛛兰
'zhi'zi 栀子
'zhong'ban'chou'mo'li 重瓣臭茉莉
'zhong'chun'shi'hu 重唇石斛
'zhong'e'mu 钟萼木
'zhong'hua'bi'cao 中华笔草
'zhong'hua'cao 钟花草
'zhong'hua'cha'zhu'hua 中华叉柱花
'zhong'hua'er'cao 中花耳草
'zhong'hua'huang'hua'ren 中华黄花稔
'zhong'hua'lao'ya'zui 中华老鸦嘴
'zhong'hua'qing'niu'dan 中华青牛胆
'zhong'hua'shi'long'wei 中华石龙尾
'zhong'hua'shui'jin'shu 中华水锦树
'zhong'hua'ye'du'huo 中华野独活
'zhong'hua'ying'hua 钟花樱花
'zhong'jian'shui'hu'wei 中间水虎尾
'zhong'jian'xing'pu'tao 中间型蒲桃
'zhong'ping'shu 中平树
'zhong'wen'xing'zhu'ye'cao 中问型竹叶草
'zhou'e'pu'tao 皱萼蒲桃
'zhou'guo'she'mei 皱果蛇莓
'zhou'guo'ya'dou'teng 皱果崖豆藤
'zhou'hua'mu 轴花木
'zhou'mian'cao 绉面草
'zhou'pi'you'dan 皱皮油丹
'zhou'ye'gou'wei'cao 皱叶狗尾草
'zhou'ye'suan'mo 皱叶酸模
'zhou'zao 皱枣
'zhu'bai 竹柏
'zhu'cai'teng 猪菜藤
'zhu'du'mu 猪肚木
'zhu'guo'mu'lan 柱果木榄
'zhu'guo'tie'xian'lian 柱果铁线莲
'zhu'jie'cao 竹节草
'zhu'jie'shu 竹节树
'zhu'long'cao 猪笼草
'zhu'ma 苎麻
'zhu'sha'gen 朱砂根
'zhu'shi'dou 猪屎豆
'zhu'sui'cao 珠穗草
'zhu'ye'cao 竹叶草
'zhu'ye'hua'jiao 竹叶花椒
'zhu'ye'lan 竹叶兰
'zhu'ye'mu'jiang'zi 竹叶木姜子
'zhu'ye'pu'tao 竹叶蒲桃
'zhu'ye'qing'gang 竹叶青冈
'zhu'ye'rong 竹叶榕
'zhu'zai'li 猪仔笠
'zhu'zai'shu 珠仔树
'zhu'zhi'shi'hu 竹枝石斛
'zhu'zhi'xi'bing'cao 竹枝细柄草
'zhu'zi'cao 珠子草
'zhuan'hua'chi'e'shi'hu 砖花翅萼石斛
'zhuan'zi'miao 砖子苗
'zhuang'li'yu'ye'jin'hua 壮丽玉叶金花
'zhui'sui'dun'ye'cao 锥穗钝叶草
'zi'bei'tian'kui 紫背天葵
'zi'dan 紫丹
'zi'guo'bi'qi 紫果荸荠
'zi'han'xiao 梓含笑
'zi'hua'dan 紫花丹
'zi'hua'juan'ban'lan 紫花卷瓣兰
'zi'hua'yang'er'suan 紫花羊耳蒜
'zi'lian'shu 子楝树
'zi'ling'pu'tao 子凌蒲桃
'zi'ma 紫麻
'zi'ma'tang 紫马唐
'zi'mao'ye'mu'dan 紫毛野牡丹
'zi'mo'li 紫茉莉
'zi'ping 紫萍
'zi'su'cao 紫苏草
'zi'tuo'zhen'zhu'mao 紫托珍珠茅
'zi'wei 紫薇
'zi'xin'qian'niu 紫心牵牛
'zi'ye'wa'er'teng 紫叶娃儿藤
'zi'yu'pan 紫玉盘
'zi'yu'pan'ke 紫玉盘柯
'zong'bao'cao 总苞草
'zong'mao 棕茅
'zong'ye'gou'wei'cao 棕叶狗尾草
'zong'ye'lu 粽叶芦
'zong'zhu 棕竹
'zou'ma'tai 走马胎
'zu'bing'tie'xian'lian 祖柄铁线莲
'zu'jing'mao'lan 足茎毛兰
'zuan'bao'biao'cao 钻苞藨草
'zuan'di'feng 钻地风
'zui'hun'cao 醉魂草
'zui'xiang'han'xiao 醉香含笑
'zuo'di'xiao'ye'bai'he 座地小野百合
'zuo'jiang'cao 酢浆草
