'ai'jiang'tou 哀江头
'lu'pang'shi'mai'gu'hou'gua 路旁时卖故侯瓜
'lu'qi'beng'teng'wei'ji'li 虏骑崩腾畏蒺藜
'lu'qi'han'guang'ji 露气寒光集
'lu'qi'wen'zhi'ying'dan'she 虏骑闻之应胆慑
'lu'sai'bing'qi'lian'yun'tun 虏塞兵气连云屯
'lu'shan'xiu'chu'nan'dou'bang 庐山秀出南斗傍
'lu'shan'yao'ji'lu'shi'yu'xu'zhou 庐山谣寄卢侍御虚舟
'lu'shui'dang'yang'qing'yuan'ti 渌水荡漾清猿啼
'lu'yuan'bu'ke'ce 路远不可测
'lu'zhong'fei'nan'jin 露重飞难进
'luan'dao'lv'qie'kong'fen'lun 鸾刀缕切空纷纶
'luan'shan'can'xue'ye 乱山残雪夜
'luan'wo'xin'zhe 乱我心者
'luan'xiang'feng'zhu'zhong'xian'xia 鸾翔凤翥众仙下
'luan'yu'jiong'chu'qian'men'liu 銮舆迥出千门柳
'lun'gong'hai'yu'qing'chang'ying 论功还欲请长缨
'lun'tai'cheng'bei'mao'tou'luo 轮台城北旄头落
'lun'tai'cheng'tou'ye'chui'jiao 轮台城头夜吹角
'lun'tai'dong'men'song'jun'qu 轮台东门送君去
'lun'tai'ge'feng'song'feng'dai'fu'chu'shi'xi'zheng 轮台歌奉送封大夫出师西征
'lun'tai'jiu'yue'feng'ye'hou 轮台九月风夜吼
'luo'bin'wang 骆宾王
'luo'fan'dou'huai'zhen 落帆逗淮镇
'luo'hua 落花
'luo'hua'shi'jie'you'feng'jun 落花时节又逢君
'luo'luo'pan'ju'sui'de'di 落落盘踞虽得地
'luo'ri'gu'ren'qing 落日故人情
'luo'ri'man'qiu'shan 落日满秋山
'luo'ri'wu'hu'chun 落日五湖春
'luo'suo'sha'chen'ai'yuan'sheng 逻娑沙尘哀怨生
'luo'wei'qiu'ti'jin'jing'lan 络纬秋啼金井阑
'luo'wei'song'shang'qi'xiang'che 罗帷送上七香车
'luo'yang'hang'zi'kong'tan'xi 洛阳行子空叹息
'luo'yang'nv'er'dui'men'ju 洛阳女儿对门居
'luo'yang'nv'er'xing 洛阳女儿行
'luo'yang'qin'you'ru'xiang'wen 洛阳亲友如相问
'luo'ye'man'jie'hong'bu'sao 落叶满阶红不扫
'luo'ye'man'kong'shan 落叶满空山
'luo'ye'qiu'feng'zao 落叶秋风早
'luo'ye'ren'he'zai'han'yun'lu'ji'ceng 落叶人何在寒云路几层
'luo'ye'ta'xiang'shu 落叶他乡树
'luo'ye'tian'xin'yang'gu'huai 落叶添薪仰古槐
'luo'yi'yu'huan'geng'tian'xiang 罗衣欲换更添香
'luo'yue'man'wu'liang 落月满屋梁
'lv'guan'wu'liang'ban 旅馆无良伴
'lv'mao'xun'chang'xing'lu'ren 屡貌寻常行路人
'lv'shu'cun'bian'he 绿树村边合
'lv'su 旅宿
'lv'ye'shu'huai 旅夜书怀
'lv'yi'xin'pei'jiu 绿蚁新醅酒
'lv'zhu'ru'you'jing 绿竹入幽径
'ma'dai 马戴
'ma'guan'si'yang'sen'cheng'lie 马官厮养森成列
'ma'mao'dai'xue'han'qi'zheng 马毛带雪汗气蒸
'ma'shang'xiang'feng'wu'zhi'bi 马上相逢无纸笔
'ma'wei'po'xia'ni'tu'zhong 马嵬坡下泥土中
'ma'xiao'xiao 马萧萧
'ma'yi'long'dui'lu'ji'qian 马邑龙堆路几千
'man'juan'shi'shu'xi'yu'kuang 漫卷诗书喜欲狂
'man'sou'yi'gong'tian'mi'niang'jiu 漫叟以公田米酿酒
'man'zuo'zhong'wen'jie'yan'qi 满座重闻皆掩泣
'mang'mang'jiang'han'shang 茫茫江汉上
'mao'ling'bu'jian'feng'hou'yin 茂陵不见封侯印
'mao'ting'su'hua'ying 茅亭宿花影
'mao'wu'fang'gu'seng 茅屋访孤僧
'mei'fan'gu'ren 没蕃故人
'mei'feng'jia'jie'bei'si'qin 每逢佳节倍思亲
'mei'fu'huan'ren'zhi 美服患人指
'mei'jiu'liao'gong'hui 美酒聊共挥
'mei'jiu'yi'bei'sheng'yi'qu 美酒一杯声一曲
'mei'liu'du'jiang'chun 梅柳渡江春
'mei'ren'hu'wei'ge'qiu'shui 美人胡为隔秋水
'mei'ren'juan'juan'ge'qiu'shui 美人娟娟隔秋水
'mei'ren'juan'zhu'lian 美人卷珠帘
'mei'ren'qing'jiang'pan 美人清江畔
'mei'ren'ru'hua'ge'yun'duan 美人如花隔云端
'mei'ren'zhang'xia'you'ge'wu 美人帐下犹歌舞
'mei'tai'jian'lv'hen 莓苔见履痕
'mei'zai'shi'leng'zhong 没在石棱中
'mei'zhi'xi'zhao'di'yin 每至夕照低阴
'mei'zhu'qing'xi'shui 每逐青溪水
'men'qian'chi'xing'ji 门前迟行迹
'men'qian'leng'luo'che'ma'xi 门前冷落车马稀
'men'qian'xue'zhong'xian'sheng'liu 门前学种先生柳
'men'shen'li'jing'yang'xie'xi 扪参历井仰胁息
'men'xi'diao'yu'chuan 门系钓鱼船
'meng'hao'ran 孟浩然
'meng'hun'bu'dao'guan'shan'nan 梦魂不到关山难
'meng'jiang'yao'jian'da'yu'jian 猛将腰间大羽箭
'meng'jiao 孟郊
'meng'li'bai'er'shou'zhi'er 梦李白二首之二
'meng'li'bai'er'shou'zhi'yi 梦李白二首之一
'meng'ti'zhuang'lei'hong'lan'gan 梦啼妆泪红阑干
'meng'wei'yuan'bie'ti'nan'huan 梦为远别啼难唤
'meng'you'tian'mu'yin'liu'bie 梦游天姥吟留别
'mi'fei'liu'zhen'wei'wang'cai 宓妃留枕魏王才
'mi'hua'bu'shi'jun 迷花不事君
'mi'hua'yi'shi'hu'yi'ming 迷花倚石忽已暝
'mi'jin'yu'you'wen 迷津欲有问
'mi'yu'xie'qin'bi'li'qiang 密雨斜侵薜荔墙
'miao'nei'lao'ren'shi'shen'yi 庙内老人识神意
'miao'wu'ci'qu'shen'yang'yang 妙舞此曲神扬扬
'mie'zhu'lian'guang'man 灭烛怜光满
'min'mian'kong'yang'zhi 黾勉空仰止
'min'yu 悯馀
'ming'chao'gua'fan'xi 明朝挂帆席
'ming'chao'wang'xiang'chu 明朝望乡处
'ming'chao'yi'shi'fa 明朝驿使发
'ming'chao'you'feng'shi 明朝有封事
'ming'cheng'ba'zhen'tu 名成八阵图
'ming'ming'gu'gao'duo'lie'feng 冥冥孤高多烈风
'ming'ming'hua'zheng'kai 冥冥花正开
'ming'ming'niao'qu'chi 冥冥鸟去迟
'ming'ming'ri'shen'xi 冥冥日沈夕
'ming'mou'hao'chi'jin'he'zai'xue'wu'you'hun'gui'bu'de 明眸皓齿今何在血污游魂归不得
'ming'nian 明年
'ming'nian'qiu 明年秋
'ming'qi'wen'zhang'zhu'guan'ying'lao'bing'xiu 名岂文章著官应老病休
'ming'ri'ba'ling'dao 明日巴陵道
'ming'ri'ge'shan'yue 明日隔山岳
'ming'ri'sui'hua'xin 明日岁华新
'ming'shu'jiao'fang'di'yi'bu 名属教坊第一部
'ming'wo'chang'xiang'yi 明我长相忆
'ming'yue'chu'tian'shan 明月出天山
'ming'yue'lai'xiang'zhao 明月来相照
'ming'yue'pi'pa'xing 命曰琵琶行
'ming'yue'song'jian'zhao 明月松间照
'ming'zhao'san'fa'nong'pian'zhou 明朝散发弄扁舟
'ming'zheng'jin'su'zhu 鸣筝金粟柱
'mo'ci'geng'zuo'dan'yi'qu 莫辞更坐弹一曲
'mo'de'tong'che'gui 莫得同车归
'mo'jian'chang'an'xing'le'chu 莫见长安行乐处
'mo'jiao'zhi'shang'ti 莫教枝上啼
'mo'mai'wo'zhou'shan 莫买沃洲山
'mo'mo'fan'lai'zhong 漠漠帆来重
'mo'mo'shui'tian'fei'bai'lu 漠漠水田飞白鹭
'mo'shi'gao'zhen'gui 莫是藁砧归
'mo'shi'jin'zun'kong'dui'yue 莫使金樽空对月
'mo'xian'jiu'ri'yun'zhong'shou 莫嫌旧日云中守
'mo'xue'wu'ling'ren 莫学武陵人
'mo'xue'you'xia'er 莫学游侠儿
'mo'ya'shun'xue 磨牙吮血
'mu'cong'bi'shan'xia 暮从碧山下
'mu'luo'yan'nan'du 木落雁南渡
'mu'nian'shi'fu'dong'jiang'guan 暮年诗赋动江关
'mu'qin'xiang'yu'hai 暮禽相与还
'mu'qu'zhao'lai'yan'se'gu 暮去朝来颜色故
'mu're'yu'xiang'gui 暮惹御香归
'mu'tao'zhen'ke'shu 慕陶真可庶
'mu'tong'qiao'huo'niu'li'jiao 牧童敲火牛砺角
'mu'yu'xiang'hu'shi 暮雨相呼失
'mu'zhong'cao'xi'yan'shui'ning 幕中草檄砚水凝
'mu'zuo'wu'gong'fei 暮作吴宫妃
'na'kan'ba'jian'dao 那堪把剪刀
'na'kan'xuan'bin'ying 那堪玄鬓影
'na'kan'zheng'piao'bo 那堪正飘泊
'na'wen'jiu'ren'ku 那闻旧人哭
'nai'he'zu'zhong'shen 奈何阻重深
'nai'zuo'ge'yi'chang'zhi 乃作歌以长之
'nan'er'ben'zi'zhong'heng'xing 男儿本自重横行
'nan'er'shi'chang'zheng 男儿事长征
'nan'guan'ke'si'qin 南冠客思侵
'nan'ji'lao'ren'ying'shou'chang 南极老人应寿昌
'nan'ling'yu'shi'chi 南陵寓使迟
'nan'pu'qing'jiang'wan'li'qiao 南浦清江万里桥
'nan'shan'gui'bi'lu 南山归敝庐
'nan'shan'jie'zhu'wei'bi'li 南山截竹为筚篥
'nei'fu'yan'hong'ma'nao'pan 内府殷红玛瑙盘
'neng'yi'jing'cheng'zhi'hun'po 能以精诚致魂魄
'neng'yin'yi'bei'wu 能饮一杯无
'ni'ta'gu'jiu'ba'jin'chai 泥他沽酒拔金钗
'ni'tuo'liang'mei'yi'zi'shang 拟托良媒益自伤
'ni'wei'yi'xi'feng'wei'ma 霓为衣兮风为马
'nian'nian'yue'xi'nv 年年越溪女
'nian'nian'zhan'gu'mai'huang'wai 年年战骨埋荒外
'nian'qian'cai'ren'dai'gong'jian 辇前才人带弓箭
'nian'shen'qi'mian'you'que'hua 年深岂免有缺画
'nian'tian'di'zhi'you'you 念天地之悠悠
'nian'zhang'se'shuai 年长色衰
'niao'fei'bu'dao'wu'tian'chang 鸟飞不到吴天长
'niao'yi'ba'qi'ming 鸟亦罢其鸣
'ning'jue'bu'tong'sheng'jian'xie 凝绝不通声渐歇
'ning'qing'zi'qiao'ran 凝情自悄然
'niu'zhu'xi'jiang'ye 牛渚西江夜
'nv'yue'yu'zi'ying'han'ri 女乐馀姿映寒日
'nv'zi'jin'you'xing 女子今有行
'ou'feng'jia'shi'yi'xie'zhen 偶逢佳士亦写真
'ou'ran'zhi'lin'sou 偶然值林叟
'ou'si'shan'lin'ke 偶似山林客
'ou'ya'zhao'zha'nan'wei'ting 呕哑嘲哳难为听
'pai'kong'yu'qi'ben'ru'dian 排空驭气奔如电
'pan'ci'jiang'jun'bai'wu'gui 盘赐将军拜舞归
'pan'si'bei'guan'bu'kan'shuo 判司卑官不堪说
'pan'sun'shi'yuan'wu'jian'wei 盘飧市远无兼味
'pan'yue'dao'wang'you'fei'ci 潘岳悼亡犹费词
'pao'ku'gong'ren'sao'yu'chuang 袍裤宫人扫御床
'pei'di 裴迪
'pei'sheng'gui'xiang'feng'chi'tou 佩声归向凤池头
'pen'yun'xie'wu'cang'ban'fu 喷云泄雾藏半腹
'peng'lai'ci'qu'wu'duo'lu 蓬莱此去无多路
'peng'lai'gong'zhong'ri'yue'chang 蓬莱宫中日月长
'peng'lai'wen'zhang'jian'an'gu 蓬莱文章建安骨
'peng'men'jin'shi'wei'jun'kai 蓬门今始为君开
'peng'men'wei'shi'qi'luo'xiang 蓬门未识绮罗香
'peng'yang'zai'niu'qie'wei'le 烹羊宰牛且为乐
'pi'pa'sheng'ting'yu'yu'chi 琵琶声停欲语迟
'pi'pa'xing'bing'xu 琵琶行并序
'pi'yi'jue'lu'zi 披衣觉露滋
'pian'jing'wu'hou'xin 偏惊物候新
'pian'ying'du'he'zhi 片影独何之
'piao'bo'xi'nan'tian'di'jian 漂泊西南天地间
'piao'piao'he'suo'si 飘飘何所似
'pin'jian'cheng'suo'shang 贫俭诚所尚
'pin'jian'fu'qi'bai'shi'ai 贫贱夫妻百事哀
'pin'jian'jiang'tou'zi'huan'sha 贫贱江头自浣纱
'pin'nian'bu'jie'bing 频年不解兵
'pin'nv 贫女
'ping'feng'jiu'die'yun'jin'zhang 屏风九叠云锦张
'ping'hai'xi'man'man 平海夕漫漫
'ping'jun'chuan'yu'bao'ping'an 凭君传语报平安
'ping'ming'chui'di'da'jun'xing 平明吹笛大军行
'ping'ming'lv'xiang'sao'hua'kai 平明闾巷扫花开
'ping'ming'song'ke'chu'shan'gu 平明送客楚山孤
'ping'ming'xun'bai'yu 平明寻白羽
'ping'sha'mang'mang'huang'ru'tian 平沙莽莽黄入天
'ping'sha'ri'wei'mei 平沙日未没
'ping'sheng'zi'you'fen 平生自有分
'ping'xuan'ti'si'liu 凭轩涕泗流
'ping'yang'ge'wu'xin'cheng'chong 平阳歌舞新承宠
'po'de'qing'jing'li 颇得清净理
'po'shao 破邵
'po'zhi'ru'huo'jian 迫之如火煎
'pu'chuang'fu'xi'zhi'geng'fan 铺床拂席置羹饭
'pu'shi'lu'jian'yu 仆失路艰虞
'pu'shu'yuan'han'zi 浦树远含滋
'pu'tao'mei'jiu'ye'guang'bei 葡萄美酒夜光杯
'qi'bi'ju'shu'wei'ren'ge'ji 岂必局束为人革几
'qi'bu'ru'zei'yan 岂不如贼焉
'qi'ceng'mo'cang'qiong 七层摩苍穹
'qi'fei'zheng'zhi'neng'gan'tong 岂非正直能感通
'qi'jian'dan'mu'wen'he'wu'du'juan'ti'xue'yuan'ai'ming 其间旦暮闻何物杜鹃啼血猿哀鸣
'qi'li'neng'zhi'di'yu'gai'meng'qi'shang'lian'er'yi'zhu'shi'he'wei'ren'ku'zheng'lian'gu'zuo'shi'yi'pian'yi 岂力能制敌欤盖蒙其伤怜而已诸史何为忍苦征敛故作诗一篇以
'qi'liang'bao'jian'pian 凄凉宝剑篇
'qi'liang'shu'gu'ji 凄凉蜀故妓
'qi'lu'qing'wei'liao 齐鲁青未了
'qi'nian'shi'gai'cheng'yuan'he 其年始改称元和
'qi'qi'bu'si'xiang'qian'sheng 凄凄不似向前声
'qi'qi'man'bie'qing 萋萋满别情
'qi'qi'qu'qin'ai 凄凄去亲爱
'qi'shang'wang'fu'tai 岂上望夫台
'qi'suo'shi 其所师
'qi'wang'zhai'li'xun'chang'jian 岐王宅里寻常见
'qi'wo'qu'zhe 弃我去者
'qi'wu'qian 綦毋潜
'qi'wu'shan'ge'yu'cun'di 岂无山歌与村笛
'qi'xian'ye'ru'ci 其险也如此
'qi'xiang'ren'jian'zhu 岂向人间住
'qi'yan'gu'shi 七言古诗
'qi'yan'jue'ju 七言绝句
'qi'yan'lv'shi 七言律诗
'qi'yi'di'qi'nuan 岂伊地气暖
'qi'yi'zhong'wen'hou'ting'hua 岂宜重问后庭花
'qi'you'lai 其由来
'qi'yu'qi'pi'yi'shu'jue 其余七匹亦殊绝
'qi'yue'cai'fu'qiang 岂曰财赋强
'qi'yue'qi'ri'chang'sheng'dian 七月七日长生殿
'qi'zheng'yun'meng'ze 气蒸云梦泽
'qi'zhong'chuo'yue'duo'xian'zi 其中绰约多仙子
'qian'bei'huai'san'shou'zhi'er 遣悲怀三首之二
'qian'bei'huai'san'shou'zhi'san 遣悲怀三首之三
'qian'bei'huai'san'shou'zhi'yi 遣悲怀三首之一
'qian'bu'jian'gu'ren 前不见古人
'qian'cun'wan'luo'sheng'jing'qi 千村万落生荆杞
'qian'hu'wan'huan'shi'chu'lai 千呼万唤始出来
'qian'hua'bu'ke'qi 铅华不可弃
'qian'huan'bu'yi'hui 千唤不一回
'qian'jin'qiu 千金裘
'qian'jin'san'jin'huan'fu'lai 千金散尽还复来
'qian'kun'ri'ye'fu 乾坤日夜浮
'qian'li'jiang'ling'yi'ri'huan 千里江陵一日还
'qian'li'qi'ru'he 千里其如何
'qian'luo'bu'mao'wu 牵萝补茅屋
'qian'nian'fa'yue'zhi 前年伐月支
'qian'qi 钱起
'qian'qiu'shang'lin'ran 千秋尚凛然
'qian'qiu'wan'sui'ming 千秋万岁名
'qian'shan'niao'fei'jue 千山鸟飞绝
'qian'shan'xiang'du'juan 千山响杜鹃
'qian'sheng'wan'qi'xi'nan'xing 千乘万骑西南行
'qian'shu'wan'shu'li'hua'kai 千树万树梨花开
'qian'xin'mo'dao'ruo'you'ying 潜心默祷若有应
'qian'xun'tie'suo'shen'jiang'di 千寻铁锁沈江底
'qian'yan'wan'he'lu'bu'ding 千岩万壑路不定
'qian'yi'dun'zu'lan'dao'ku 牵衣顿足拦道哭
'qian'ying'gong'yi'hu 千营共一呼
'qian'yuan'chu'cong'zuo'shi'yi'yi'hua'zhou'yuan 乾元初从左拾遗移华州掾
'qian'yue'fu'liang'mai'cha'qu 前月浮梁买茶去
'qian'zai'pi'pa'zuo'hu'yu 千载琵琶作胡语
'qian'zhe'zhui'hui'liu'zhe'hai 迁者追回流者还
'qiang'jin'jiu 将进酒
'qiang'rong'he'lao'xuan 羌戎贺劳旋
'qiang'yi'qi'xi'yi'zhi'an 强移栖息一枝安
'qiang'yu'cong'jun'wu'na'lao 强欲从君无那老
'qiao'ke'chu'chuan'han'xing'ming 樵客初传汉姓名
'qiao'ren'gui'yu'jin 樵人归欲尽
'qie 怯
'qie'fa'chu'fu'e 妾发初覆额
'qie'le'sheng'qian'yi'bei'jiu 且乐生前一杯酒
'qie'ru'jin'nian'dong 且如今年冬
'qie'wei'wang'sun'li'si'xu 且为王孙立斯须
'qie'wen'tian'zi'yi'chuan'wei 窃闻天子已传位
'qie'xin'jing'zhong'shui 妾心井中水
'qie'yu'jing'xun'peng'ze'zai 且欲竟寻彭泽宰
'qie'zhu'zai'heng'tang 妾住在横塘
'qin'di'luo'fu'nv 秦地罗敷女
'qin'ge 琴歌
'qin'peng'wu'yi'zi 亲朋无一字
'qin'sang'di'lv'zhi 秦桑低绿枝
'qin'tao'yu 秦韬玉
'qin'xin'san'die'dao'chu'cheng 琴心三叠道初成
'qin'zhong'gan'qiu'ji'yuan'shang'ren 秦中感秋寄远上人
'qing'ai'ru'kan'wu 青霭入看无
'qing'chen'ru'gu'si 清晨入古寺
'qing'chen'zai'bai'pu'dan'chi 清晨再拜铺丹墀
'qing'chuan'dai'chang'bo 清川带长薄
'qing'chuan'dan'ru'ci 清川澹如此
'qing'chuan'li'li'han'yang'shu 晴川历历汉阳树
'qing'chun'zuo'ban'hao'huan'xiang 青春作伴好还乡
'qing'cui'jie'huang'cheng 晴翠接荒城
'qing'feng'chui'kong'yue'shu'bo 清风吹空月舒波
'qing'feng'jiang'shang'qiu'fan'yuan 青枫江上秋帆远
'qing'feng'ye'chi'tian'yu'shuang 青枫叶赤天雨霜
'qing'guang'you'wei'jun 清光犹为君
'qing'guang'zhuan'lv'ping 晴光转绿苹
'qing'hai'tou 青海头
'qing'huai'feng'shi'qian'yu'li 清淮奉使千馀里
'qing'huai'jia'chi'dao 青槐夹驰道
'qing'hui'dan'shui'mu 清辉淡水木
'qing'hui'yu'bi'han 清辉玉臂寒
'qing'hui'zhao'yi'shang 清辉照衣裳
'qing'jun'shi'wen'dong'liu'shui 请君试问东流水
'qing'jun'wei'wo'ce'er'ting 请君为我侧耳听
'qing'liu'pan'shi'shang 请留盘石上
'qing'long'man'nian'mo'fu'tiao 轻拢慢捻抹复挑
'qing'lou'zi'guan'xian 青楼自管弦
'qing'luo'fu'xing'yi 青萝拂行衣
'qing'ming'hao'dang'bu'jian'di 青冥浩荡不见底
'qing'ming'ri'yan'mei'dao'shi'fang 清明日宴梅道士房
'qing'ni'he'pan'pan 青泥何盘盘
'qing'niao'fei'qu'xian'hong'jin 青鸟飞去衔红巾
'qing'niao'yin'qin'wei'tan'kan 青鸟殷勤为探看
'qing'qin'jian'jun'yi 情亲见君意
'qing'qiu'mu'fu'jing'wu'han 清秋幕府井梧寒
'qing'quan'shi'shang'liu 清泉石上流
'qing'ren'yuan'yao'ye 情人怨遥夜
'qing'se'yuan'yao'ye 清瑟怨遥夜
'qing'shan'chao'bie'mu'hai'jian 青山朝别暮还见
'qing'shan'dan'wu'lv 青山澹吾虑
'qing'shan'du'gui'yuan 青山独归远
'qing'shan'guo'wai'xie 青山郭外斜
'qing'shan'heng'bei'guo 青山横北郭
'qing'shan'kong'fu'qing 青山空复情
'qing'shan'kong'xiang'ren 青山空向人
'qing'sheng'yi'jian'zhi 轻生一剑知
'qing'song'ru'gao'mu 青松如膏沐
'qing'tian'wu'pian'yun 青天无片云
'qing'wan'xi'qi'xiang'zhui'fei 轻纨细绮相追飞
'qing'wei'dong'liu'jian'ge'shen 清渭东流剑阁深
'qing'wei'ren'zhi 清畏人知
'qing'xi 青溪
'qing'xi'ji'qu'dao'yun'lin 青溪几曲到云林
'qing'xi'shen'bu'ce 清溪深不测
'qing'xin'fu'chen'fu 清心拂尘服
'qing'yan'san'ru'wu'hou'jia 轻烟散入五侯家
'qing'yang'bi'sui'chu 青阳逼岁除
'qing'yue'chu'ling'guang'ru'fei 清月出岭光入扉
'qing'yun'xian'niao'fei 青云羡鸟飞
'qing'zhou'yi'guo'wan'chong'shan 轻舟已过万重山
'qing'zou'ming'qin'guang'ling'ke 请奏鸣琴广陵客
'qiong'bian'you'ke'you 穷边有客游
'qiong'xiang'niu'yang'gui 穷巷牛羊归
'qiu'bian'yi'yan'sheng 秋边一雁声
'qiu'cao'du'xun'ren'qu'hou 秋草独寻人去后
'qiu'chan'shu'yin 秋蝉疏引
'qiu'deng'lan'shan'ji'zhang'wu 秋登兰山寄张五
'qiu'feng'chui'bu'jin 秋风吹不尽
'qiu'feng'hu'yi'jiang'dong'xing 秋风忽忆江东行
'qiu'ge 秋歌
'qiu'hua'luo'geng'chi 秋花落更迟
'qiu'lai'wei'zhu'hua 秋来未著花
'qiu'luan'beng'cui 丘峦崩摧
'qiu'ri'deng'wu'gong'tai'shang'si'yuan'tiao 秋日登吴公台上寺远眺
'qiu'ri'fu'que'ti'tong'guan'yi'lou 秋日赴阙题潼关驿楼
'qiu'ri'wang'xiang'xin 秋日望乡心
'qiu'se'cong'xi'lai 秋色从西来
'qiu'shan'you'ji'chong 秋山又几重
'qiu'shui'ri'chan'san'yuan 秋水日潺氵爰
'qiu'wei 邱为
'qiu'xu'hu'mei'reng'da'sang 虬须虎眉仍大颡
'qiu'yan'you'nan'hui 秋雁又南回
'qiu'ye'ji'qiu'yuan'wai 秋夜寄邱员外
'qiu'yu'wu'tong'ye'luo'shi 秋雨梧桐叶落时
'qiu'yue'chun'feng'deng'xian'du 秋月春风等闲度
'qiu'yun'an'ji'chong 秋云暗几重
'qu'ba'ceng'jiao'shan'cai'fu 曲罢曾教善才服
'qu'ba'min'ran 曲罢悯然
'qu'che'deng'gu'yuan 驱车登古原
'qu'dai'you'you'yun'er 取代幽忧云尔
'qu'dao'cang'mang'jie'cui'wei 曲岛苍茫接翠微
'qu'er'luo'jiu'jiang 驱儿罗酒浆
'qu'jin'he'xing'xi 曲尽河星稀
'qu'jing'tong'you'chu 曲径通幽处
'qu'lai'jiang'kou'shou'kong'chuan 去来江口守空船
'qu'nian'hua'li'feng'jun'bie 去年花里逢君别
'qu'shi'fa'zhou'qing 去世法舟轻
'qu'shi'guan'jian'shi'ding'nian 去时冠剑是丁年
'qu'shi'li'zheng'yu'guo'tou 去时里正与裹头
'qu'shi'xue'man'tian'shan'lu 去时雪满天山路
'qu'tang'shi'cheng'cao'xiao'se 瞿塘石城草萧瑟
'qu'tang'yan'yu'dui 瞿塘滟预堆
'qu'tu'wu'bai'li 趣途无百里
'qu'yuan'zhong'tou'xiang'shui'bin 屈原终投湘水滨
'qu'zhong'shou'bo'dang'xin'hua 曲终收拨当心画
'qu'zhu'bi'ci'wu'xiao'xi 去住彼此无消息
'quan'de'yu 权德舆
'quan'he'dai'mao'ci 泉壑带茅茨
'quan'sheng'yan'wei'shi 泉声咽危石
'quan'wo'shi'zuo'shi'gu'ge 劝我识作石鼓歌
'quan'yuan'zai'ting'hu 泉源在庭户
'que'gu'suo'lai'jing 却顾所来径
'que'kan'qi'zi'chou'he'zai 却看妻子愁何在
'que'ti 阙题
'que'xia'shui'jing'lian 却下水晶帘
'que'zuo'cu'xian'xian'zhuan'ji 却坐促弦弦转急
'qun'he'shu'yi'ming 群壑倏已暝
'qun'shan'wan'he'fu'jing'men 群山万壑赴荆门
'qun'yan'jin'wang'yang 群彦今汪洋
'ran'hou'tian'ti'shi'zhan'fang'gou'lian 然后天梯石栈方钩连
'ran'ran'ji'ying'xu 苒苒几盈虚
'rao'chuan'yue'ming'jiang'shui'han 绕船月明江水寒
'rao'chuang'nong'qing'mei 绕床弄青梅
'rao'xian'feng'yu'ai 绕弦风雨哀
'ren'gui'mu'xue'shi 人归暮雪时
'ren'gui'shan'guo'an 人归山郭暗
'ren'jian'yi'zi'you'dan'qiu 人间亦自有丹丘
'ren'jian'you'jian'zhen'cheng'huang 人间又见真乘黄
'ren'kan'ai'ruo'ye 人看隘若耶
'ren'pin'shang'ke'lian 人贫伤可怜
'ren'sheng'bu'xiang'jian 人生不相见
'ren'sheng'de'yi'xu'jin'huan 人生得意须尽欢
'ren'sheng'ru'ci'zi'ke'le 人生如此自可乐
'ren'sheng'you'ming'fei'you'ta 人生由命非由他
'ren'sheng'you'qing'lei'zhan'yi 人生有情泪沾臆
'ren'sheng'zai'shi'bu'chen'yi 人生在世不称意
'ren'shi'hua'liu'qi'diao'sang 忍使骅骝气凋丧
'ren'shi'ji'hui'shang'wang'shi'shan'xing'yi'jiu'zhen'han'liu 人世几回伤往事山形依旧枕寒流
'ren'shi'yin'shu'man'ji'liao 人事音书漫寂寥
'ren'shi'you'dai'xie 人事有代谢
'ren'shui'gan'zhi'jing 人谁感至精
'ren'sui'sha'lu'xiang'jiang'cun 人随沙路向江村
'ren'xu'shu'wu'you 仁恤庶无尤
'ren'zai'mu'lan'zhou 人在木兰舟
'reng'lian'gu'xiang'shui 仍怜故乡水
'ri'chu'wu'lu'yu 日出雾露馀
'ri'chu'yun'zhong'ji'quan'xuan 日出云中鸡犬喧
'ri'gao'hua'ying'chong 日高花影重
'ri'mu'fu'he'zhi 日暮复何之
'ri'mu'han'gong'chuan'la'zhu 日暮汉宫传蜡烛
'ri'mu'ke'chou'xin 日暮客愁新
'ri'mu'liao'wei'liang'fu'yin 日暮聊为梁父吟
'ri'mu'xiang'guan'he'chu'shi 日暮乡关何处是
'ri'mu'yan'chai'fei 日暮掩柴扉
'ri'mu'yi'xiu'zhu 日暮倚修竹
'ri'se'cai'lin'xian'zhang'dong 日色才临仙掌动
'ri'se'leng'qing'song 日色冷青松
'ri'se'yi'jin'hua'han'yan 日色已尽花含烟
'ri'xi'huai'kong'yi 日夕怀空意
'ri'xi'liang'feng'zhi 日夕凉风至
'ri'xi'wang'jun'bao'qin'zhi 日夕望君抱琴至
'ri'xiao'yue'shuo'jiu'mai'mo 日销月铄就埋没
'ri'yan'you'de'mian 日晏犹得眠
'ri'ye'jing'guo'zhao'li'jia 日夜经过赵李家
'ri'yue'zhao'yao'jin'yin'tai 日月照耀金银台
'rong'ma'guan'shan'bei 戎马关山北
'rong'zhi'shun'qi'you 容止顺其猷
'ru'cai'fu'zei'xian'tai'miao 入蔡缚贼献太庙
'ru'ci'zhi'bao'cun'qi'duo 如此至宝存岂多
'ru'cong'shi'yu'yi'wei'ci 汝从事愈宜为辞
'ru'ran'da'bi'he'lin'li 濡染大笔何淋漓
'ru'ting'wan'he'song 如听万壑松
'ru'ting'xian'yue'er'zan'ming 如听仙乐耳暂明
