'a'jiu 阿舅
'xiao'li'guang 小李广
'xiao'lou'luo 小喽罗
'xiao'mian'hu 笑面虎
'xiao'niu'ling 小牛岭
'xiao'rang 萧让
'xiao'shi 晓事
'xiao'su'xue'shi 小苏学士
'xiao'wang'dou'tai'wei 小王都太尉
'xiao'wei 校尉
'xiao'wen'hou 小温侯
'xiao'xian 小闲
'xiao'xiao 小校
'xiao'xuan'feng 小旋风
'xiao'ya'nei 小衙内
'xiao'ya'zi 小牙子
'xiao'yang 小样
'xiao'yang'you'ji 小养由基
'xiao'ye 晓夜
'xiao'yi 小乙
'xiao'yi'ge 小乙哥
'xiao'yi'hei'san'lang 孝义黑三郎
'xiao'yi'xian 孝义县
'xiao'yu'chi 小尉迟
'xiao'yu'jie 小御街
'xiao'yuan'cheng 小苑城
'xiao'zai 小哉
'xiao'zhang'fei 小张飞
'xiao'zhang'san 小张三
'xiao'zhang'yi 小张乙
'xiao'zhe'lan 小遮拦
'xiao'zhong'jing'lue 小种经略
'xiao'zuo'tou 小座头
'xie'bao 解宝
'xie'dou'guan 谢都管
'xie'fu 谢福
'xie'ning 谢宁
'xie'wu 谢武
'xie'xia 歇下
'xie'xiao 些小
'xie'xuan 谢玄
'xie'yu 廨宇
'xie'yu 谢宇
'xie'zhen 解珍
'xie'zhi 獬豸
'xin'an 新安
'xin'long 信笼
'xin'pao 信炮
'xin'song'men 新宋门
'xin'xiang'lu 信香炉
'xin'yue'hu 心月狐
'xin'zhou 信州
'xing'bu'guo 行不过
'xing'bu'jia 星卜家
'xing'dao 行到
'xing'deng 行灯
'xing'huang'qi 杏黄旗
'xing'jia 行枷
'xing'jiao'seng 行脚僧
'xing'jiu'suan'la'tang 醒酒酸辣汤
'xing'jiu'tang 醒酒汤
'xing'jun'can'mou 行军参谋
'xing'jun'du'tong 行军都统
'xing'kui 星魁
'xing'men 星门
'xing'ri'ma 星日马
'xing'shen'ming'shei 姓甚名谁
'xing'shou 行首
'xing'xing'gui'zi 行刑刽子
'xing'xing'pao 猩猩袍
'xing'ye 星夜
'xing'yi'wen'shu 行移文书
'xing'zhe 行者
'xing'zheng 邢政
'xing'zhu 星主
'xiong'si'zhuang 胸厮撞
'xiong'wei'jiang 熊威将
'xiong'zhou 雄州
'xiu'jiao 休教
'xiu'shi 秀士
'xiu'zhou 秀州
'xiu'zi'hong'qi 绣字红旗
'xu'bai 徐白
'xu'bu'hao'kan 须不好看
'xu'ding 许定
'xu'fang 徐方
'xu'guan'zhong 许贯忠
'xu'huang'tan 虚皇坛
'xu'jin 徐瑾
'xu'jing 徐京
'xu'kong 虚空
'xu'ning 徐宁
'xu'pai 戌牌
'xu'ri'shu 虚日鼠
'xu'san 徐三
'xu'tong 徐统
'xu'wei 徐威
'xu'xie'qiong'shi'zu 须谐琼矢镞
'xu'yue 徐岳
'xu'zhou 徐州
'xu'zhou 许州
'xuan'de'lou 宣德楼
'xuan'fo'chang 选佛场
'xuan'fu'shi 宣抚使
'xuan'hua'fu 宣花斧
'xuan'lu 玄籙
'xuan'nv'tian'shu 玄女天书
'xuan'nv'zhi'miao 玄女之庙
'xuan'wu 玄武
'xuan'wu'jun 宣武军
'xuan'wu'shui'xing 玄武水星
'xuan'zan 宣赞
'xuan'zhou 宣州
'xuan'zi 旋子
'xue'ba 薛霸
'xue'can 薛灿
'xue'dong 雪洞
'xue'dou'nan 薛斗南
'xue'hua'bin'tie 雪花镔铁
'xue'jiu 学究
'xue'kong'mu 薛孔目
'xue'lian 雪练
'xue'pen'yuan'xin 血盆愿心
'xue'po'zi 薛婆子
'xue'shi 薛时
'xue'xiong 薛雄
'xue'yong 薛永
'xue'yuan'hui 薛元辉
'xue'zan 薛赞
'xun'gun 讯棍
'xun'huan'ba'gua 循环八卦
'xun'huan'ba'gua'zhen 循环八卦阵
'xun'jian 巡检
'xun'shao'dou'tou'ling 巡哨都头领
'xun'xian 浚县
'xun'yang 浔阳
'xun'yang'jiang 浔阳江
'xun'yang'lou 浔阳楼
'ya'bing 衙兵
'ya'jiang 牙将
'ya'jiao'qiang 鸦角枪
'ya'jie'shi 压街石
'ya'lao'jie'ji 押牢节级
'ya'men'fang'yu'shi'bao'yi 衙门防御使保义
'ya'nei 衙内
'ya'po 牙婆
'ya'qian 牙签
'ya'qing'tao 鸦青绦
'ya'si 押司
'ya'yi'dao 压衣刀
'ya'zhen 压阵
'ya'zui'shuo 鸦嘴搠
'ya'zui'tan 鸭嘴滩
'yan'an'fu 延安府
'yan'an'fu'lu 延安府路
'yan'gong 阎公
'yan'jing 燕京
'yan'ling'dao 雁翎刀
'yan'ling'jia 雁翎甲
'yan'ling'suo'zi'jia 雁翎锁子甲
'yan'men 雁门
'yan'men'xian 雁门县
'yan'po 阎婆
'yan'po'xi 阎婆惜
'yan'qi 言讫
'yan'qing 燕青
'yan'shun 燕顺
'yan'tai 雁台
'yan'wu 演武
'yan'wu'ting 演武亭
'yan'wu'ting 演武厅
'yan'xiao'yi 燕小乙
'yan'xiao'yi'ge 燕小乙哥
'yan'xin'tie'jia 掩心铁甲
'yan'yong 严勇
'yan'yu'dui 滟滪堆
'yan'yue'dao 偃月刀
'yan'yue'fu 偃月斧
'yan'yue'pai 烟月牌
'yan'zhi'ma 胭脂马
'yan'zhou 延州
'yan'zhou'fu 兖州府
'yang'cheng 阳城
'yang'chun 杨春
'yang'di 阳翟
'yang'ding'zui 仰定罪
'yang'duan 杨端
'yang'fang 杨芳
'yang'gu 阳谷
'yang'gu'xian 阳谷县
'yang'jian 杨戬
'yang'lin 杨林
'yang'tai'wei 杨太尉
'yang'ti'xia 杨提辖
'yang'wei'si 仰尉司
'yang'wen 杨温
'yang'xiong 杨雄
'yang'you'ji 养由基
'yang'yu'hou 杨虞候
'yang'zhi 杨志
'yang'zhi'shi 杨制使
'yang'zhou 扬州
'yang'zi'jiang 扬子江
'yao'bao 腰包
'yao'dao 腰刀
'yao'er 药饵
'yao'er'lang 姚二郎
'yao'er'wei'kang 咬儿惟康
'yao'jian 药箭
'yao'nang 药囊
'yao'wen'qing 姚文卿
'yao'yi 姚义
'yao'yue 姚约
'ye'chun 叶春
'ye'gui 叶贵
'ye'kong'mu 叶孔目
'ye'lv'de'hua 耶律得华
'ye'lv'de'rong 耶律得荣
'ye'lv'de'xin 耶律得信
'ye'lv'de'zhong 耶律得忠
'ye'lv'de'zhong 耶律得重
'ye'lv'guo'bao 耶律国宝
'ye'lv'guo'zhen 耶律国珍
'ye'lv'hui 耶律辉
'ye'lv'zong'dian 耶律宗电
'ye'lv'zong'lei 耶律宗雷
'ye'lv'zong'lin 耶律宗霖
'ye'lv'zong'yun 耶律宗云
'ye'piao 椰瓢
'ye'qing 叶清
'ye'qing'shi'lang 叶清侍郎
'ye'sheng 叶声
'ye'yu'hou 叶虞候
'ye'yun'du 野云渡
'ye'zhu'lin 野猪林
'yi'ba 已罢
'yi'biao 一彪
'yi'biao'fei'su 一表非俗
'yi'chen'yu'yi 以臣愚意
'yi'cheng 一乘
'yi'chou 一筹
'yi'chun'pu 宜春圃
'yi'ding 议定
'yi'fan'feng'peng 一帆风篷
'yi'huo'she 翼火蛇
'yi'jia 衣甲
'yi'jian'zhi'di 一箭之地
'yi'jie'lang 义节郎
'yi'jin 益津
'yi'jin'guan 益津关
'yi'li 迤逦
'yi'ling 沂岭
'yi'mu'song'qing 以目送情
'yi'qing'xian'sheng 一清先生
'yi'que'shan 伊阙山
'yi'ren 宜人
'yi'shui 沂水
'yi'xing 宜兴
'yi'xiu'wu'hua 一宿无话
'yi'yang 义阳
'yi'zhang'qing 一丈青
'yi'zhi'hua 一枝花
'yi'zhou 沂州
'yi'zi'er 一字儿
'yi'zi'er'bai'kai 一字儿摆开
'yi'zi'jin 一字巾
'yin'bing 引兵
'yin'bing 阴兵
'yin'dan'zi 银担子
'yin'fu'ren 殷夫人
'yin'jin'shi 引进使
'yin'jun 引军
'yin'ma'chuan 饮马川
'yin'ma'qiao 饮马桥
'yin'pai 寅牌
'yin'se'quan'hua'ma 银色拳花马
'yin'tian'xi 殷天锡
'yin'zhi'ge 殷直阁
'yin'zong'ma 银鬃马
'yin'zu'jian 银镞箭
'ying'bu 英布
'ying'chang'zhou 颖昌州
'ying'en'qiao 迎恩桥
'ying'er 迎儿
'ying'fu'zi 蝇拂子
'ying'gong 硬弓
'ying'huo 荧惑
'ying'huo'huo'xing 荧惑火星
'ying'ming 应明
'ying'tian 应天
'ying'tian'fu 应天府
'ying'zhong 营中
'ying'zhou 颍州
'ying'zong 英宗
'yong'bie'jiu 永别酒
'yong'chu 拥出
'yong'chu 涌出
'yong'dao 甬道
'yong'jie'bu'bing 勇捷步兵
'yong'jin'men 涌金门
'yong'qing'xian 永清县
'yong'shang'lai 涌上来
'you'bi'xing'jun 右弼星君
'you'bing 游兵
'you'cheng'xiang 右丞相
'you'cheng'xiang'tai'shi 右丞相太师
'you'fen'jiao 有分教
'you'ge'dao'li 有个道理
'you'he'jian'jiao 有何见教
'you'he'li'shuo 有何理说
'you'he'mian'mu 有何面目
'you'he'nan'zai 有何难哉
'you'li'qiu 油里鳅
'you'long 游龙
'you'pai 酉牌
'you'qi 游骑
'you'shi 有失
'you'shi'ying'ya 有失迎迓
'you'xi'bei'jin 幽西孛瑾
'you'xue 油靴
'you'yan 幽燕
'you'yi'shen 游弋神
'you'yi'wei'qin'jun'zhi'hui'shi 右义卫亲军指挥使
'you'zheng'yan 右正言
'you'zhou 幽州
'yu'bao'si 郁保四
'yu'bi'jiang 玉臂匠
'yu'bi'shan 鱼鼻山
'yu'de'cheng 俞得成
'yu'de'yuan 鱼得源
'yu'di 御弟
'yu'di'da'wang 御弟大王
'yu'fan'gan 玉幡竿
'yu'fu'pu 鱼复浦
'yu'hang'zhou 余杭州
'yu'he 余合
'yu'hou 虞候
'yu'hu'chun 玉壶春
'yu'huan'bu'yuan'yang'jiao 玉环步鸳鸯脚
'yu'jia'tuan 庾家疃
'yu'jiao'zhi 玉娇枝
'yu'jie 御街
'yu'jin'pu 玉津圃
'yu'lan 玉兰
'yu'lian 玉莲
'yu'lin 御林
'yu'lin'hu'jia'dou'jiao'shi 御林护驾都教师
'yu'lin'jun 御林军
'yu'lin'tie'jia 鱼鳞铁甲
'yu'ling'guan 昱岭关
'yu'liu'zhuang 榆柳庄
'yu'ni 与你
'yu'ni'xie 与你些
'yu'peng'ling'long'jiu'hua'deng 玉棚玲珑九华灯
'yu'qi'lin 玉麒麟
'yu'qian'fei'hu'da'jiang 御前飞虎大将
'yu'qian'fei'long'da'jiang 御前飞龙大将
'yu'ren 渔人
'yu'she 榆社
'yu'she'xian 榆社县
'yu'shen 余深
'yu'shi 羽士
'yu'shi'da'fu 御史大夫
'yu'su'chong'chong'xi 遇宿重重喜
'yu'tian 玉田
'yu'tian'xian 玉田县
'yu'xiang'ting 雨香亭
'yu'ya 鱼牙
'yu'ya'zi 鱼牙子
'yu'ying 御营
'yu'ying'shi 御营使
'yu'yu'bu'le 郁郁不乐
'yu'yu'lin 于玉麟
'yu'zhao'long 玉爪龙
'yu'zhi 于直
'yu'zhou 禹州
'yu'zhou 豫州
'yu'zhu 浴主
'yu'zhu'wei 玉麈尾
'yu'zi'kang 狱子炕
'yuan'chan'jing 缘缠井
'yuan'gong 院公
'yuan'he'ling 元和令
'yuan'lang 袁朗
'yuan'ping'shi 袁评事
'yuan'shi 掾史
'yuan'wu'xian 原武县
'yuan'xiao'jie 元宵节
'yuan'xing 元兴
'yuan'yang'deng 鸳鸯灯
'yuan'yang'guai 鸳鸯拐
'yuan'yang'lou 鸳鸯楼
'yuan'zhang 院长
'yuan'zhu 院主
'yue'ban 越班
'yue'bei'xing 月孛星
'yue'fu 钺斧
'yue'miao 岳庙
'yue'wu'fang 阅武坊
'yue'zhou 越州
'yun'an 云安
'yun'an'jun 云安军
'yun'cheng 郓城
'yun'cheng'hu 郓城虎
'yun'cheng'xian 郓城县
'yun'chuang 云床
'yun'feng'wei 云奉尉
'yun'ge 郓哥
'yun'li'jin'gang 云里金刚
'yun'liang'chuan 运粮船
'yun'tai'guan 云台观
'yun'tang 云堂
'yun'ti 云梯
'yun'xiang'xian 郧乡县
'yun'zhong 云中
'yun'zhou 郓州
'yun'zong'wu 云宗武
'zai'xiang 宰相
'zai'zhou 载州
'zao'bu'zhi'duo 皂布直裰
'zao'ci 造次
'zao'luo'pao 皂罗袍
'zao'si'tao 皂丝绦
'zao'zhi'duo 皂直裰
'zao'zi'tai 造字台
'ze'ge 则个
'ze'zhou 泽州
'zen'sheng 怎生
'zeng'jia'fu 曾家府
'zeng'jia'wu'hu 曾家五虎
'zhai'yuan 翟源
'zhan'che 战车
'zhan'gang'dao 蘸钢刀
'zhan'gu 战鼓
'zhang'ba'mao 丈八矛
'zhang'ba'she'mao 丈八蛇矛
'zhang'bao 张保
'zhang'bin 张斌
'zhang'dao'yuan 张道原
'zhang'de 彰德
'zhang'de'fu 彰德府
'zhang'dou'jian 张都监
'zhang'duan 杖断
'zhang'gan'ban 张干办
'zhang'gong 张公
'zhang'gu'xing 张顾行
'zhang'heng 张横
'zhang'jian 张俭
'zhang'jiao'tou 张教头
'zhang'jie 张节
'zhang'jin'ren 张近仁
'zhang'kai 张开
'zhang'kong'mu 张孔目
'zhang'li 张礼
'zhang'liang 张良
'zhang'long 张龙
'zhang'meng'fang 张蒙方
'zhang'pi'wa 獐皮袜
'zhang'qi 张起
'zhang'qian 张千
'zhang'qian'can'jun 帐前参军
'zhang'qing 张清
'zhang'qing 张青
'zhang'san 张三
'zhang'she'zhang 张社长
'zhang'shi 张氏
'zhang'shi'kai 张世开
'zhang'shou 张寿
'zhang'shu'ye 张叔夜
'zhang'shun 张顺
'zhang'tai'shou 张太守
'zhang'tao 张韬
'zhang'ti'xia 张提辖
'zhang'tuan'lian 张团练
'zhang'wang 张旺
'zhang'wei 张威
'zhang'wen'yuan 张文远
'zhang'xi'xi 张惜惜
'zhang'xiang 张翔
'zhang'xiong 张雄
'zhang'yi 张怡
'zhang'yi'shi 张医士
'zhang'yue'lu 张月鹿
'zhang'zhao'tao 张招讨
'zhang'zhen'ren 张真人
'zhang'zhong 帐中
'zhang'zong'bing 张总兵
'zhao'an 招安
'zhao'an'fu 赵安抚
'zhao'bao'qi'lang 招宝七郎
'zhao'cha'bo 赵差拨
'zhao'de 昭德
'zhao'de 赵得
'zhao'de'cheng 昭德城
'zhao'de'fu 昭德府
'zhao'de'guan 昭德关
'zhao'ding 赵鼎
'zhao'gan 棹竿
'zhao'gou 赵构
'zhao'guan'jia 赵官家
'zhao'hu 赵虎
'zhao'huan 赵桓
'zhao'ji 赵佶
'zhao'neng 赵能
'zhao'shu 诏书
'zhao'shu 赵曙
'zhao'shu'mi 赵枢密
'zhao'si'lang 赵四郎
'zhao'tan 赵谭
'zhao'wa'guo 爪洼国
'zhao'wen'dai 招文袋
'zhao'xu 赵煦
'zhao'xu 赵顼
'zhao'ye'yu'shi'zi 照夜玉狮子
'zhao'ye'yu'shi'zi'ma 照夜玉狮子马
'zhao'yi 赵毅
'zhao'yu 赵俣
'zhao'yuan'wai 赵员外
'zhao'yun'rang 赵允让
'zhao'zhe 赵哲
'zhao'zhen 赵祯
'zhao'zhong'ming 赵仲铭
'zhe'chen'nuan'mao 遮尘暖帽
'zhe'huang'pao 赭黄袍
'zhe'jian'pai 遮箭牌
'zhe'jiang'si'long 浙江四龙
'zhe'lan'bu'zhu 遮拦不住
'zhe'shan'men 赭山门
'zhe'si 这厮
'zhe'zong 哲宗
'zhen'bian'ling 枕边灵
'zhen'cheng 甄诚
'zhen'ge 真个
'zhen'ge'shi 真个是
'zhen'guan'xi 镇关西
'zhen'guo'da'jiang'jun 镇国大将军
'zhen'jiang 镇江
'zhen'ren 真人
'zhen'san'shan 镇三山
'zhen'shui'yin 轸水蚓
'zhen'tian'qi 镇天旗
'zhen'xing 镇星
'zhen'ze'long'jun 震泽龙君
'zheng'biao 郑彪
'zheng'bing'ma'zong'guan 正兵马总管
'zheng'chen'ying'li 征尘影里
'zheng'jie 郑捷
'zheng'ju'zhong 郑居忠
'zheng'mo'jun 郑魔君
'zheng'pai'jun 正排军
'zheng'pai'jun 正牌军
'zheng'pian'jiang 正偏将
'zheng'pian'jiang'zuo 正偏将佐
'zheng'tian'shou 郑天寿
'zheng'tu 郑屠
'zheng'xi 征西
'zheng'xi'fu'xian'feng 征西副先锋
'zheng'xi'zheng'xian'feng 征西正先锋
'zheng'xian'feng 正先锋
'zheng'yang'men 正阳门
'zheng'yuan'guai'yan 睁圆怪眼
'zheng'zhi'rui 郑之瑞
'zheng'zhi'shi 正制使
'zheng'zhou 郑州
'zhi'ban'de 只办得
'zhi'bian 执鞭
'zhi'bo'qu 智伯渠
'zhi'dian'jiang'jun 值殿将军
'zhi'duo 直裰
'zhi'duo'xing 智多星
'zhi'er'fu'lang 只儿拂郎
'zhi'feng'kuan'shan 直缝宽衫
'zhi'hui'shi 指挥使
'zhi'ke 知客
'zhi'ke'liao 知客寮
'zhi'niang'zei 直娘贼
'zhi'qi'er 纸旗儿
'zhi'qing 智清
'zhi'qing'chan'shi 智清禅师
'zhi'shen 智深
'zhi'sheng'zhi'ming 至圣至明
'zhi'shi 制使
'zhi'shi 直使
'zhi'shi 职事
'zhi'si 直司
'zhi'ting 直厅
'zhi'wei 雉尾
'zhi'xian 知县
'zhi'xie'liu'he'tang 止泻六和汤
'zhi'zai'ci'jian 只在此间
'zhi'zhai 知寨
'zhi'zhen'zhang'lao 智真长老
'zhi'zhi'shi 制置使
'zhong'e 种谔
'zhong'jian'hu 中箭虎
'zhong'jun 中军
'zhong'jun'yu'yi 中军羽翼
'zhong'jun'zhang 中军帐
'zhong'li'lao'ren 钟离老人
'zhong'liang 仲良
'zhong'ling 中陵
'zhong'shan 中山
'zhong'shan'fu 中山府
'zhong'shi'dao 种师道
'zhong'wu'lang 忠武郎
'zhong'xing 中兴
'zhong'yang'zhen'xing'tu'xing'shang'jiang 中央镇星土星上将
'zhong'yi 忠义
'zhong'yi'tang 忠义堂
'zhou'ang 周昂
'zhou'bao 周豹
'zhou'bing'ma'dou'jian 州兵马都监
'zhou'bing'ma'ti'xia 州兵马提辖
'zhou'jin 周谨
'zhou'tong 周通
'zhou'xin 周信
'zhu'ba'mie 竹笆篾
'zhu'biao 祝彪
'zhu'chao'feng 祝朝奉
'zhu'chi 住持
'zhu'chi'zhen'ren 住持真人
'zhu'dou'tou 朱都头
'zhu'fan'zao'gai 朱幡皂盖
'zhu'fu 朱富
'zhu'gao 竹篙
'zhu'gui 朱贵
'zhu'hong'jia 朱红甲
'zhu'hong'ling'xing'men 朱红棂星门
'zhu'hu 祝虎
'zhu'ji 诸暨
'zhu'jia'cun 祝家村
'zhu'jia'zhuang 祝家庄
'zhu'jie 竹节
'zhu'jie'bian 竹节鞭
'zhu'jing 竺敬
'zhu'long 祝龙
'zhu'mian 朱勔
'zhu'neng 诸能
'zhu'que'xuan'wu'qi 朱雀玄武旗
'zhu'shan'xian 竹山县
'zhu'shi'san'jie 祝氏三杰
'zhu'tong 朱仝
'zhu'wei 麈尾
'zhu'wo'er 朱窝儿
'zhu'wu 朱武
'zhuan'yun'shi 转运使
'zhuang'chou 撞筹
'zhuang'tian'qu 撞天屈
'zhuang'xia'ma 撞下马
'zhuang'yuan'qiao 状元桥
'zhui'gan'zhi'ji 追赶之计
'zhuo'dui'er 捉对儿
'zhuo'mao 卓茂
'zhuo'wan'li 卓万里
'zhuo'zhou 涿州
'zi'chen'dian 紫宸殿
'zi'hao'xiang'guan 紫毫象管
'zi'jin'guan 紫金冠
'zi'jin'shan 紫金山
'zi'luo'luan'dai 紫罗鸾带
'zi'mu'chui'bing 子母炊饼
'zi'mu'pao 子母炮
'zi'pai 子牌
'zi'qi'xing 紫炁星
'zi'ran 紫髯
'zi'ran'bo 紫髯伯
'zi'shi'jie 紫石街
'zi'tang'se 紫棠色
'zi'wei'da'di 紫微大帝
'zi'wei'dian 紫微殿
'zi'xiu'long'pao 紫绣龙袍
'zi'xu'guan 紫虚观
'zong'bing'da'jiang 总兵大将
'zong'guan 总管
'zong'ma 纵马
'zou'run 邹润
'zou'wen 奏闻
'zou'yuan 邹渊
'zu'dang 阻当
'zu'shi'yuan 祖士远
'zu'xing 祖兴
'zuan'feng'qiang 钻风枪
'zui'hui'hui 醉回回
'zui'huo'hou 觜火猴
'zui'li'ting 槜李亭
'zuo'cheng'xiang 左丞相
'zuo'chu'shi'lai 做出事来
'zuo'ding 坐定
'zuo'fu'xing'jun 左辅星君
'zuo'gong 做公
'zuo'mei 做媒
'zuo'mou 左谋
'zuo'pan'you'xuan 左盘右旋
'zuo'shen'me 做甚么
'zuo'yi'wei'qin'jun'zhi'hui'shi 左义卫亲军指挥使
'zuo'zhi'jin'yu'shang'jiang'jun 左执金吾上将军
