'an'jiao 岸礁
'san'fen'xiang'di'zhen'yi 三分向地震仪
'san'gong'he 三工河
'san'he'di'zhen'tai'wang 三合地震台网
'san'jiao'ce'liang 三角测量
'san'jiao'zhou 三角洲
'san'wei'bo'su'jie'gou 三维波速结构
'san'wei'di'dai'xing 三维地带性
'san'wei'di'zhen'mo'xing 三维地震模型
'san'wei'tu'cheng'xu 三维图程序
'san'wei'yi'ti'sheng'zhu 三位一体圣柱
'san'zhou'di'zhen'ji 三轴地震计
'sang'gai'guo'jia'gong'yuan 桑盖国家公园
'sang'ji'lan 桑吉兰
'sang'si'su'xi'gong 桑斯苏西宫
'sang'suo'si 桑索斯
'sang'ta'mu'zu 桑塔木组
'se'jiu'jing'tian 色究竟天
'se'lei'si'gu'mu 色雷斯古墓
'se'lei'si'ren'mu 色雷斯人墓
'sen'lin'bao'hu'qu 森林保护区
'sen'lin'cao'yuan 森林草原
'sen'lin'qi'hou 森林气候
'sen'lin'shang'xian 森林上限
'sen'lin'shui'wen'xue 森林水文学
'sen'lin'tu'rang 森林土壤
'sha'bao 沙暴
'sha'che'guo 莎车国
'sha'he'li'su'bo'zi 沙赫利苏伯兹
'sha'long 沙垅
'sha'mo'cheng'zhen 沙漠城镇
'sha'mo'li'shi'di'li 沙漠历史地理
'sha'ni'zhi 砂泥质
'sha'qiu 沙丘
'sha'qiu'kuo'qin 沙丘扩侵
'sha'tu'ye'hua 砂土液化
'sha'xi'miao'zu 沙溪庙组
'sha'xian 沙羡
'sha'xie 砂屑
'sha'xie'hui'yan 砂屑灰岩
'sha'yan 砂岩
'sha'zhen'xi'zu 沙镇溪组
'sha'zhi'hui'yan 砂质灰岩
'sha'zhi'ni'yan 砂质泥岩
'sha'zhi'nian'rang'tu 砂质黏壤土
'shan'beng 山崩
'shan'di 山地
'shan'di'zhao'ze 山地沼泽
'shan'ding'mian 山顶面
'shan'feng 山峰
'shan'ge'shu'ju'jie'gou 栅格数据结构
'shan'hu 山弧
'shan'hu'jiao 珊瑚礁
'shan'jian'pen'di 山间盆地
'shan'lu 山麓
'shan'lu'dui'ji 山麓堆积
'shan'lu'ping'yuan 山麓平原
'shan'lu'qin'shi'mian 山麓侵蚀面
'shan'lu'qin'shi'ping'yuan 山麓侵蚀平原
'shan'mai 山脉
'shan'ti'xiao'ying 山体效应
'shan'xi'yun'gang'shi'ku 山西云岗石窟
'shan'xian 剡县
'shan'xing'lun 扇形论
'shan'xing'san'jiao'zhou 扇形三角洲
'shan'yue'bing'chuan 山岳冰川
'shan'zhong'xiao'hu 山中小湖
'shang'di'man 上地幔
'shang'di'man'ji'hua 上地幔计划
'shang'pin'xing'nong'ye 商品性农业
'shang'tong 上统
'shang'xin'shi 上新世
'shang'ye'di'li'xue 商业地理学
'shang'ye'wang'bu'ju 商业网布局
'she'ji'biao'zhun'pu 设计标准谱
'she'jing'di'wei 社经地位
'she'qi'ce'liang 射气测量
'she'qi'xi'shu 射气系数
'she'qi'zuo'yong 射气作用
'she'shi'wen'du'biao 摄氏温度表
'shen'bu'gou'zao 深部构造
'shen'bu'lun 申布伦
'shen'ceng'di'xia'shui 深层地下水
'shen'da'duan'lie 深大断裂
'shen'duan'lie 深断裂
'shen'hai'qu 深海区
'shen'jing'di'zhen'yi 深井地震仪
'shen'qie'qu'liu 深切曲流
'shen'tou'chang 渗透场
'shen'yuan'di'zhen'mian 深源地震面
'shen'zhan'gou'zao 伸展构造
'sheng'chan'di'li'xue 生产地理学
'sheng'chan'zhuan'ye'hua 生产专业化
'sheng'huo'xing'pu 生活型谱
'sheng'ming'ceng 生命层
'sheng'ming'xian'xi'tong 生命线系统
'sheng'na'yao'gan 声纳遥感
'sheng'si'bi'lv 生死比率
'sheng'tai'bian'yi 生态变异
'sheng'tai'di'duan 生态地段
'sheng'tai'di'li'xue 生态地理学
'sheng'tai'ping'heng 生态平衡
'sheng'tai'ta 生态塔
'sheng'tai'xiao'yi 生态效益
'sheng'wang'jia'zhi 声望价值
'sheng'wu'di'li'qun'luo 生物地理群落
'sheng'wu'fen'bu 生物分布
'sheng'wu'fen'bu'xue 生物分布学
'sheng'wu'feng'hua'zuo'yong 生物风化作用
'sheng'wu'jiao 生物礁
'sheng'wu'jing'hua 生物净化
'sheng'wu'qian'yi 生物迁移
'sheng'wu'quan 生物圈
'sheng'wu'qun 生物群
'sheng'wu'yi'chang'guan'ce 生物异常观测
'sheng'wu'zi'yuan'bao'hu 生物资源保护
'sheng'xie'hui'yan 生屑灰岩
'sheng'yu'ci'xing 剩余磁性
'sheng'yuan'jing'guan 生源景观
'sheng'zhang'duan'ceng 生长断层
'shi'chang'dao'xiang'gong'ye 市场导向工业
'shi'cheng'fen'xi'fa 时程分析法
'shi'dian'zu'lv 视电阻率
'shi'hai 湿害
'shi'he'zi'zu 石盒子组
'shi'hui'yan 石灰岩
'shi'ji'zheng'san 实际蒸散
'shi'jian'yin'shan 石见银山
'shi'jie'di'tu'ji 世界地图集
'shi'kong'qian'yi 时空迁移
'shi'kong'shu'ju'ku 时空数据库
'shi'ku'an 石窟庵
'shi'leng'shui'zu 石冷水组
'shi'li'fo'shi 室利佛逝
'shi'liang'shu'ju'jie'gou 矢量数据结构
'shi'min'ta 市民塔
'shi'mu'qun 石墓群
'shi'pei'ye'er 施佩耶尔
'shi'pin'fen'lei 视频分类
'shi'qian'di'zhen 史前地震
'shi'qing'jiao 视倾角
'shi'qu'fu'su 市区复苏
'shi'run'qi'hou 湿润气候
'shi'sui'shi 石燧石
'shi'tan'ji 石炭纪
'shi'tan'xi 石炭系
'shi'xin'shi 始新世
'shi'yan'di'zhen'xue 实验地震学
'shi'yan'di'zhi'xue 实验地质学
'shi'ying 石英
'shi'ying'yan 石英岩
'shi'yong'di'zhen'xue 实用地震学
'shi'you'hua'gong'ye 石油化工业
'shi'zao'cheng'bao 石造城堡
'shi'zhen'jing'guan 市镇景观
'shou'kong'zhen'yuan 受控震源
'shou'suo'shuo 收缩说
'shou'zhen 首震
'shu'ju'jing'du 数据精度
'shu'ju'mo'xing 数据模型
'shu'le'guo 疏勒国
'shu'liang'di'li'xue 数量地理学
'shu'liang'di'se'fa 数量底色法
'shu'lin'di'ceng'zhi'wu 树林底层植物
'shu'niu'duan'ceng 枢纽断层
'shu'sha'neng'li 输沙能力
'shu'shan'he'zu 舒善河组
'shu'xiang'di'zhen'he'zai 竖向地震荷载
'shu'zi'di'zhen'tu 数字地震图
'shu'zi'lv'bo 数字滤波
'shu'zi'tu'xiang'chu'li 数字图象处理
'shu'zi'tu'xiang'xiang'qian 数字图象镶嵌
'shu'zi'xiang'guan'fa 数字相关法
'shuai'luo'qu 衰落区
'shuang'bai'di'zhen'yi 双摆地震仪
'shuang'cheng'wen'hua'tong'yi 双城文化统一
'shuang'ci'zu'di'zhen'yi 双磁阻地震仪
'shui'ban'qiu 水半球
'shui'cheng'jing'guan 水成景观
'shui'dao'ti'tian 水稻梯田
'shui'dao'wang 水道网
'shui'dong'yi'chang 水氡异常
'shui'hua'xue 水化学
'shui'huo'shan 睡火山
'shui'ku'di'zhen 水库地震
'shui'li'jing'ji'xue 水利经济学
'shui'li'zhi'lie'fa 水力致裂法
'shui'li'zuo'yong 水力作用
'shui'liang'jiao'huan 水量交换
'shui'neng 水能
'shui'ping'di'dai 水平地带
'shui'ping'di'zhen'yi 水平地震仪
'shui'ping'duan'ju 水平断距
'shui'ping'jiang'shui 水平降水
'shui'ping'yun'dong 水平运动
'shui'qian'yi 水迁移
'shui'quan 水圈
'shui'shang'jing'guan 水上景观
'shui'tu'bao'chi 水土保持
'shui'tu'liu'shi 水土流失
'shui'wei 水位
'shui'wei'di'zhen'bo 水位地震波
'shui'wen'di'li'xue 水文地理学
'shui'wen'di'qiu'hua'xue 水文地球化学
'shui'wen'di'zhi'xue 水文地质学
'shui'wen'guo'cheng 水文过程
'shui'wen'shi'yan 水文试验
'shui'wen'wu'li'xue 水文物理学
'shui'wu'ran 水污染
'shui'xia'jing'guan 水下景观
'shui'xun'huan 水循环
'shui'yang 水样
'shui'zhi 水质
'shui'zhi'ping'jia 水质评价
'shui'zi'yuan 水资源
'shun'ceng'bian'po 顺层边坡
'shun'hua'gu'ji'qun 顺化古迹群
'shun'niu 顺扭
'si'huo'shan 死火山
'su'du'di'zhen'yi 速度地震仪
'su'du'fan'yan 速度反演
'su'du'ge'xiang'yi'xing 速度各向异性
'su'du'jie'mian 速度界面
'su'li'shan 俗离山
'su'xing'tu 酥性土
'su'yuan'dui'ji 溯源堆积
'su'yuan'qin'shi 溯源侵蚀
'suan'xing'fu'zhi 酸性腐殖
'suan'yu 酸雨
'sui'lie'yan 碎裂岩
'sui'ning'zu 遂宁组
'sui'xie'chen'ji 碎屑沉积
'sui'xie'xing'feng'hua'qiao 碎屑型风化壳
'sui'xie'yan 碎屑岩
'ta'xian'po'huo'shan'kou 塌陷破火山口
'tai'cao'zhao'ze 苔草沼泽
'tai'gu'zhou 太古宙
'tai'yang'fu'she 太阳辐射
'tai'yuan'qi'hou 苔原气候
'tan'cao 探槽
'tan'di'zhao'ze 滩地沼泽
'tan'ji 滩脊
'tan'ji'xing'chao'tan 滩脊型潮滩
'tan'jing 探井
'tan'suan'yan 碳酸盐
'tan'zhi 炭质
'tan'zhi'ni'yan 炭质泥岩
'tang'dian'shan 汤殿山
'tao'shi 掏蚀
'te'da'di'zhen 特大地震
'ti'bo'zhen'ji 体波震级
'ti'shui'shi'yan 提水试验
'ti'tang 提塘
'tian'qi'dong'xue 天启洞穴
'tian'ran'ci'kuang 天然磁矿
'tian'ran'di 天然堤
'tian'ran'xiu'zhi'jiao 天然休止角
'tian'ti'ci'chang 天体磁场
'tian'zhu'tu 填筑土
'tiao'zhi 条植
'tie'la'deng'te'luo 铁拉登特罗
'tie'zhi'tu 铁质土
'ting'ba'ke'tu 廷巴克图
'tong'ai 通艾
'tong'ceng 统层
'tong'hua'dai 同化带
'tong'ji'di'zhen'xue 统计地震学
'tong'li'shan 桐里山
'tong'qin'dai 通勤带
'tong'xiang'bo 同相波
'tong'xin'yuan'di'dai'lun 同心圆地带论
'tong'yi'zhen'ji 统一震级
'tong'zhen'qu 同震区
'tong'zhen'xian 同震线
'tou'jing'ti 透镜体
'tou'shui'ceng 透水层
'tou'shui'yan 透水岩
'tou'ying'zhuan'huan 投影转换
'tou'zi'shan 投子山
'tu'an'ba 凸岸坝
'tu'ba'ta'ha 图巴塔哈
'tu'biao'chan'xi 图表阐析
'tu'bo'te 图伯特
'tu'di'dan'yuan 土地单元
'tu'di'dian 土地电
'tu'di'gong'neng 土地功能
'tu'di'ke'mian 土地刻面
'tu'di'lei'xing 土地类型
'tu'di'li'yong 土地利用
'tu'di'li'yong'zhi'du 土地利用制度
'tu'di'neng'li 土地能力
'tu'di'shu'xing 土地属性
'tu'di'te'xing 土地特性
'tu'di'xian'zhi'xing 土地限制性
'tu'dong 土氡
'tu'fu'chi'cun 图幅尺寸
'tu'gen'ha'te 图根哈特
'tu'li'xue 土力学
'tu'mian'zi'dong'zhu'ji 图面自动注记
'tu'rang'fa'sheng 土壤发生
'tu'rang'fu'qu 土壤复区
'tu'rang'hao'jie 土壤耗竭
'tu'rang'jiao'ti 土壤胶体
'tu'rang'qin'shi 土壤侵蚀
'tu'rang'shui 土壤水
'tu'rang'shui'fen'bu'chong 土壤水分补充
'tu'rang'shui'wen'xue 土壤水文学
'tu'rang'tui'hua 土壤退化
'tu'rang'wu'ran 土壤污染
'tu'rang'yin'su 土壤因素
'tu'rang'zi'yuan 土壤资源
'tu'rang'zu'he 土壤组合
'tu'ru 土蠕
'tu'ti'ru'dong 土体蠕动
'tu'xiang'chong'die 图象重叠
'tu'xiang'fu'he 图象复合
'tu'xiang'ji'he'ce'ding 图象几何测定
'tu'xiang'mo'ni 图象模拟
'tu'xiang'shi'bie 图象识别
'tu'xiang'shu'ju'ci'dai 图象数据磁带
'tu'xiang'shu'zi'hua 图象数字化
'tu'xiang'tou'ying'bian'huan 图象投影变换
'tui'fu'ti 推覆体
'tui'shui'qu'xian 退水曲线
'tuo'er'qi 托尔期
'tuo'guan'di'qu 托管地区
'tuo'gui'zuo'yong 脱硅作用
'tuo'kao'yi 托考伊
'tuo'liu'suan'zuo'yong 脱硫酸作用
'tuo'luo'di'zhen'ji 陀螺地震计
'tuo'qi'zuo'yong 脱气作用
'wa'di 洼地
'wai'di'he 外地核
'wai'huang 外黄
'wai'lai'ming 外来名
'wai'yu'guan'yong'di'ming 外语惯用地名
'wan'jin'di'ke'yun'dong 挽近地壳运动
'wan'quan'bu'ge'gai'zheng 完全布格改正
'wan'quan'hun'he'hu 完全混合湖
'wan'quan'ye'hua 完全液化
'wan'zuan 完钻
'wei'di'mao 微地貌
'wei'er'ji'na 韦尔吉纳
'wei'er'la 韦尔拉
'wei'fang'wei'tou'ying 伪方位投影
'wei'feng'hua 微风化
'wei'guan'di'zhen'xiao'ying 微观地震效应
'wei'guan'ye'hua 微观液化
'wei'guan'zhen'zhong 微观震中
'wei'jian'shui'sheng'jing 微碱水生境
'wei'liang'jin'shu 微量金属
'wei'ma'he'de'shao 魏玛和德绍
'wei'nei'lei'gang 韦内雷港
'wei'ren'tong'zhi'di 委任统治地
'wei'sheng'tian'tu'fa 卫生填土法
'wei'xian'hu 微咸湖
'wei'xian'kua'du 纬线跨度
'wei'xiang 尾相
'wei'xiang'gou'zao'ti'xi 纬向构造体系
'wei'xie'er'di'zhen'yi 维歇尔地震仪
'wei'xing'ding'wei'xi'tong 卫星定位系统
'wei'xing'shi'zhen 卫星市镇
'wei'xing'tu'xiang'pan'du 卫星图像判读
'wei'xing'xiang'pian 卫星象片
'wei'xing'ying'xiang 卫星影象
'wei'yan 围岩
'wei'yi'di'zhen'yi 位移地震仪
'wei'yuan'zhu'tou'ying 伪圆柱投影
'wei'yuan'zhui'tou'ying 伪圆锥投影
'wei'ze'er 韦泽尔
'wei'zhen'guan'ce 微震观测
'wei'zhen'tai'zhen 微震台阵
'wei'zhen'yi 微震仪
'wei'zi'lai 韦兹莱
'wen'dai 温带
'wen'dai'da'lu'qi'hou 温带大陆气候
'wen'dai'luo'ye'lin 温带落叶林
'wen'di'ya 温迪亚
'wen'hua'bian'jie 文化边界
'wen'hua'hui'he 文化汇合
'wen'ni 纹泥
'wen'shi'xiao'ying 温室效应
'wo'da'zheng'qi'beng'zhan 沃达蒸汽泵站
'wu'chao'hai 无潮海
'wu'cheng'huang'tu 午城黄土
'wu'dao'xiang'gong'ye 无导向工业
'wu'de'bu'fa'luo 伍德布法罗
'wu'ding'xiang'ci'li'yi 无定向磁力仪
'wu'feng'zu 五峰组
'wu'gan'di'zhen 无感地震
'wu'jia'ping'zu 吴家坪组
'wu'li'di'zhen'xue 物理地震学
'wu'li'feng'hua'zuo'yong 物理风化作用
'wu'ran'yuan 污染源
'wu'shui 污水
'wu'sui 武遂
'wu'suo'you'chu'tian 无所有处天
'wu'xian'di'zhen'tai'wang 无线地震台网
'wu'yuan'di'zhen 无源地震
'wu'zhen'di'xing'bian 无震地形变
'wu'zhen'xing'bian 无震形变
'wu'zhou 武州
'xi'fu'zhi'zhi 细腐殖质
'xi'ka'yan 矽卡岩
'xi'li'sha'yan 细粒砂岩
'xi'li'sha'zhuang 细粒砂状
'xi'li'yan 细砾岩
'xi'shi'wen'du'biao 悉氏温度表
'xi'tong'shi'bie 系统识别
'xi'zhi'di'tu'rang 细质地土壤
'xia'bu'di'qiao 下部地壳
'xia'chen'hai'an 下沉海岸
'xia'di'man 下地幔
'xia'gou'zu 下沟组
'xia'gu'dong'xue'qun 峡谷洞穴群
'xia'jiang'lou'dou 下降漏斗
'xia'li'ma'er'gong'yuan 夏利玛尔公园
'xia'luo'ci'wei'er 夏洛茨维尔
'xia'lv'guo'cheng 下滤过程
'xia'po'feng 下坡风
'xia'qie'qin'shi 下切侵蚀
'xia'qie'zuo'yong 下切作用
'xia'suo 夏琐
'xia'tong 下统
'xia'zuan 下钻
'xian'cheng'shui'xi 先成水系
'xian'dai'di'qiao'yun'dong 现代地壳运动
'xian'lei'zhao'ze 藓类沼泽
'xian'luo'cheng 酰罗城
'xian'luo'shan 酰罗山
'xian'nv'mu'shi'jian 仙女木时间
'xian'sheng'zhou 显生宙
'xian'shui'he'di'zhen'dai 鲜水河地震带
'xian'shui'hu 咸水湖
'xian'wei'bao'pian 显微薄片
'xian'wei'gou'zao 显微构造
'xian'xia'di'li 闲暇地理
'xian'xie'yun'dong 掀斜运动
'xian'xing'gou'zao 线性构造
'xian'xing'xian'xiang 线性现象
'xiang'bian'shuo 相变说
'xiang'cun'di'li'xue 乡村地理学
'xiang'dao 象岛
'xiang'dui'nian'dai'ce'ding 相对年代测定
'xiang'dui'zhong'li'zhi 相对重力值
'xiang'guan'chen'ji 相关沉积
'xiang'guan'yan'mo 相关掩模
'xiang'guo 襄国
'xiang'liang'di'tu 向量地图
'xiang'pian'pan'du 相片判读
'xiang'xian 项县
'xiang'xian'si'fen'shu 象限四分树
'xiang'xie 向斜
'xiang'xing'tu 象形图
'xiang'ying'di'zhen'tu 响应地震图
'xiang'zui'shan 香醉山
'xiao'di'zhen 小地震
'xiao'fei'di'li'xue 消费地理学
'xiao'hong 消洪
'xiao'hua'zuo'yong 硝化作用
'xiao'jian'ban'kuai 消减板块
'xiao'jian'dai 消减带
'xiao'rong'qu 消融区
'xiao'shi'cai'shi'chang 硝石采石场
'xiao'tiao'qu 萧条区
'xiao'wang'ban'kuai 消亡板块
'xie'duan'kou 斜断口
'xie'tiao'shui'xi 协调水系
'xin'bei'jie 新北界
'xin'bing'qi 新冰期
'xin'chang'jie 新厂阶
'xin'du'guo 信度国
'xin'du'he 信度河
'xin'gai'ti 欣盖提
'xin'gou'zao 新构造
'xin'gou'zao'qi 新构造期
'xin'gou'zao'yun'dong 新构造运动
'xin'ha'la'jia 辛哈拉加
'xin'hua'xia'shi 新华夏式
'xin'jin'ji 新近纪
'xin'la'na'ke 新拉纳克
'xin'nie'miu'er 辛涅谬尔
'xin'quan'qiu'gou'zao 新全球构造
'xin're'dai'jie 新热带界
'xin'sheng'nv'xiu'dao'yuan 新圣女修道院
'xin'te'la 辛特拉
'xin'tian'gou'zu 新田沟组
'xin'xi'de'er'hu 新锡德尔湖
'xin'xi'jing'ji 信息经济
'xin'xi'ya'suo 信息压缩
'xin'xian'mian 新鲜面
'xin'xian'nv'mu'shi'jian 新仙女木事件
'xin'yue'xing'sha'qiu 新月形沙丘
'xin'zhe'qu'shan'mai 新褶曲山脉
'xing'bian'di'zhen'yi 形变地震仪
'xing'cui 性脆
'xing'gu 形谷
'xing'wei'di'li'xue 行为地理学
'xing'wei'ju'zhen 行为矩阵
'xing'xing'di'zhen'xue 行星地震学
'xing'xing'feng'xi 行星风系
'xing'zheng'di'li 行政地理
'xiu'mian'huo'shan 休眠火山
'xiu'xian'qi'geng'zuo 休闲期耕作
'xiu'zheng'bu'ge'yi'chang 修正布格异常
'xu'bo'zhen'mian 虚波阵面
'xu'chang 须昌
'xu'fa'di'zhen 续发地震
'xu'jia'he'zu 须家河组
'xu'jia'she 虚假设
'xu'li'zhi'sha'luo'na 叙利至沙洛呐
'xu'zhi'bo 续至波
'xu'zhi'dao'shi 续至到时
'xuan'bing'chuan 悬冰川
'xuan'fu'li'zi 悬浮粒子
'xuan'ju'di'li 选举地理
'xuan'wu'yan 玄武岩
'xuan'ya'po 悬崖坡
'xuan'zhuan'bo 旋转波
'xuan'zhuan'duan'ceng 旋转断层
'xuan'zhuan'duan'kuai 旋转断块
'xuan'zhuan'ping'mian'bo 旋转平面波
'xue'shi 雪蚀
'xue'xian 雪线
'xun'huan'zuan'jing'ye 循环钻井液
'xun'xiang'zhi'lu 熏香之路
'xun'yang 寻阳
'ya'dian'shi'di'zhen'ji 压电式地震计
'ya're'dai 亚热带
'ya'suo'kong'qi'zhen'yuan 压缩空气震源
'ya'suo'zhen'xiang 压缩震相
'ya'xian'pen'di 压陷盆地
'ya'xing'jie'gou'mian 压性结构面
'ya'xue'dai 亚雪带
'yan'beng 岩崩
'yan'beng'di'zhen 岩崩地震
'yan'bin'ni'sha'liu 沿滨泥沙流
'yan'ceng'beng'luo 岩层崩落
'yan'cheng'tu 岩成土
'yan'cheng'tu 盐成土
'yan'chuang 岩床
'yan'dong'jiao'tang 岩洞教堂
'yan'gai 岩盖
'yan'guan'jie 岩关阶
'yan'hang'shi'duan'lie 雁行式断裂
'yan'hu 盐湖
'yan'hua'yi'zhi 岩画遗址
'yan'ji 岩基
'yan'jiang 岩浆
'yan'jiang'chong'ji'shuo 岩浆冲击说
'yan'jiang'huo'dong 岩浆活动
'yan'jiang'ku 岩浆库
'yan'jiang'shui 岩浆水
'yan'ke'hua 岩刻画
'yan'lie'gou'zao 雁列构造
'yan'mai 岩脉
'yan'mo 岩漠
'yan'mou'na'he 阎牟那河
'yan'qi 岩漆
'yan'rong'jing'guan 岩溶景观
'yan'rong'shui 岩溶水
'yan'rui'li'bo 赝瑞利波
'yan'shan'yun'dong 燕山运动
'yan'shi 岩石
'yan'shi'duan'lie'li'xue 岩石断裂力学
'yan'shi'jing'ya'li 岩石静压力
'yan'shi'li'xue'xing'zhi 岩石力学性质
'yan'shi'qi 岩石漆
'yan'shi'quan 岩石圈
'yan'shi'quan'ban'kuai 岩石圈板块
'yan'shi'quan'di'zhen 岩石圈地震
'yan'shi'quan'duan'lie 岩石圈断裂
'yan'shi'shui'li'xing'zhi 岩石水理性质
'yan'shi'xun'huan 岩石循环
'yan'shi'yi'shu'qu 岩石艺术区
'yan'shi'zhi'liang'zhi'biao 岩石质量指标
'yan'ti'jing'ya'li 岩体静压力
'yan'ti'qiang'du 岩体强度
'yan'tu'jie'xian 岩土界线
'yan'wu'xing'hang'ye 厌恶性行业
'yan'xie 岩屑
'yan'xie'dui 岩屑堆
'yan'xie'zhui 岩屑锥
'yan'xing 岩性
'yan'xing'jie'xian 岩性界线
'yan'zhao 盐沼
'yan'zhong'li 赝重力
'yan'zhu 岩株
'yang'bei'shi 羊背石
'yang'can'ye 养蚕业
'yang'chong'ban'kuai 仰冲板块
'yang'fen'fu'ji 养分富集
'yang'hua'tu 氧化土
'yang'jue'duo'luo'guo 鸯掘多罗国
'yang'pen 洋盆
'yang'xia 阳夏
'yang'xiang 阳象
'yang'zhai 阳翟
'yao'ce'di'zhen'tai'wang 遥测地震台网
'yao'ce'di'zhen'yi 遥测地震仪
'yao'chong'cheng'shi 要冲城市
'ye'mo'tian 夜摩天
'ye'ya'zuo'yong 液压作用
'ye'zhuang'bo'luo 页状剥落
'yi'bei'he'gu 易北河谷
'yi'fu'zuo'wu 易腐作物
'yi'ji'qun 遗迹群
'yi'jing'di'tu 意境地图
'yi'liu'wu 移流雾
'yi'ping'mian 夷平面
'yi'ping'zuo'yong 夷平作用
'yi'qi'zhen'zhong 仪器震中
'yi'shi 猗氏
'yi'shu'wen'hua'jing'guan 艺术文化景观
'yi'sun'xing'fen'xi 易损性分析
'yi'suo'lai 伊索莱
'yi'te'lu'li'ya 伊特鲁立亚
'yi'tong'huo'shan'qun 伊通火山群
'yi'wei'sa'dao'jing'guan 伊维萨岛景观
'yi'xian'jie 义县阶
'yi'xue'de'li'xue 医学地理学
'yin'fu'duan'ceng 隐伏断层
'yin'gan'zu 印干组
'yin'li'ding'lv 引力定律
'yin'sheng'zhou 隐生宙
'yin'xiang 阴象
'yin'yu'tu 隐域土
'ying'bian 应变
'ying'bian'chang 应变场
'ying'bian'di'zhen'tu 应变地震图
'ying'bian'di'zhen'yi 应变地震仪
'ying'bian'fen'bu'tu 应变分布图
'ying'bian'ji'lei 应变积累
'ying'bian'shi'fang 应变释放
'ying'li'chang 应力场
'ying'li'ji'lei 应力积累
'ying'mai'li'zu 英买力组
'ying'pan 硬磐
'ying'qu 影区
'ying'shan'zu 鹰山组
'ying'xiang'ban'jing 影响半径
'ying'xiang'di'tu 影象地图
'ying'xiang'fen'bian'lv 影象分辨率
'ying'xiang'hui'du 影象灰度
'ying'xiang'pan'du 影象判读
'ying'xiang'zhi'liang 影象质量
'ying'xiong'gang'zhong'xin'qu 英雄港中心区
'ying'ye'lin 硬叶林
'ying'yong'di'li'xue 应用地理学
'ying'yong'di'tu'xue 应用地图学
'ying'yong'di'zhen'xue 应用地震学
'ying'zhen'min'gan'jing 映震敏感井
'yong'bu'la'gang 雍布拉岗
'yong'jiu'dong'tu 永久冻土
'yong'jiu'xing'bian 永久形变
'yong'jiu'xue'xian 永久雪线
'yong'ling 雍陵
'yong'qiu 雍丘
'yong'xian 雍县
'you'chao'he'kou 有潮河口
'you'fang'ting'si 有方廷斯
'you'gan'di'zhen 有感地震
'you'gan'di'zhen'qu 有感地震区
'you'nian'tu'rang 幼年土壤
'you'qi'di'li 游憩地理
'you'qi'shui'xian'shi 油气水显示
'you'quan 由拳
'you'tai'ren'ju'zhu'qu 犹太人居住区
'you'ye'yan 油页岩
'you'yi'hu 游移湖
'you'zheng'di'li'xue 邮政地理学
'yu'bao'di'tu 预报地图
'yu'di'qin'shi 雨滴侵蚀
'yu'fu 鱼复
'yu'hei'shan 羽黑山
'yu'na'shi'jie'guo 臾那世界国
'yu'xian'ren'kou 阈限人口
'yu'xian'ying'li 阈限应力
'yu'yan'di'li'xue 语言地理学
'yu'zhen 预震
'yu'zhi 宇治
'yu'zhou 宇宙
'yu'zhou'chen 宇宙尘
'yu'zhou'di'xue 宇宙地学
'yu'zhou'di'zhi'xue 宇宙地质学
'yu'zhou'ke'xue 宇宙科学
'yuan'ban'tu 圆瓣图
'yuan'chang'ti'bo 远场体波
'yuan'di'tu'xue 元地图学
'yuan'ding'shi'wu 圆顶石屋
'yuan'gu'zhou 元古宙
'yuan'ju 冤句
'yuan'mo'jia'duo'er 原摩加多尔
'yuan'shi'da'qi'quan 原始大气圈
'yuan'shi'huo'qiu'jia'shuo 原始火球假说
'yuan'shi'zi 圆石子
'yuan'wei'ce'shi 原位测试
'yuan'xing'gong'ye'hua 原型工业化
'yuan'zhen'tai'wang 远震台网
'yuan'zhen'yi 远震仪
'yuan'zhu'tou'ying 圆柱投影
'yue'liang'gang 月亮港
'yue'qiu'chao'xi 月球潮汐
'yue'qiu'zhang'dong 月球章动
'yue'sai'mi'di 约塞米蒂
'yue'zhen 月震
'yue'zhen'yi 月震仪
'yun'dong'xian'fa 运动线法
'yun'gang'shi'ku 云岗石窟
'yun'mu 云母
'yun'shu'di'li'xue 运输地理学
'yun'shu'lian'xi 运输联系
'yun'shu'qu'hua 运输区划
'yun'shu'shu'niu 运输枢纽
'yun'shu'wang'bu'ju 运输网布局
'yun'shu'wang'luo 运输网络
'yun'weng'fa 晕滃法
'yun'xuan'fa 晕渲法
'yun'zhen'gou'zao 孕震构造
'yun'zhen'gou'zao'ti'xi 孕震构造体系
'zai'bi'de 宰比德
'zai'bian'lun 灾变论
'zai'hai'di'li'xue 灾害地理学
'zai'hai'xing'di'zhen 灾害性地震
'zao'lei'guo'liang'fan'zhi 藻类过量繁殖
'zao'lin'xue 造林学
'zao'lu'yun'dong 造陆运动
'zao'qi'ren'lei'yi'zhi 早期人类遗址
'zao'shan'dai 造山带
'zao'shan'mu 造山幕
'zao'shan'yun'dong 造山运动
'zao'shan'zuo'yong 造山作用
'ze'lie 泽列
'zeng'zhang'ji'lun 增长极论
'zha'mo'xi'qi'gu'cheng 扎莫希奇古城
'zhan'bo'guo 瞻波国
'zhang'bi'ba 障壁坝
'zhang'de'le'yun'dong 张德勒运动
'zhang'de'le'zhou'qi 张德勒周期
'zhang'jie'li 张节理
'zhang'lin 杖林
'zhang'suo'bo 胀缩波
'zhang'xing'duan'lie 张性断裂
'zhang'xing'jie'gou'mian 张性结构面
