'ai'shang'ceng'lou 爱上层楼
'ci'shi'ning'di 此时凝睇
'ci'shui'ji'shi'xiu 此水几时休
'ci'wai'bu'kan'xing 此外不堪行
'ci'xin'an'chu'shi'wu'xiang 此心安处是吾乡
'ci'xin'dao'chu'you'ran 此心到处悠然
'ci'xing'ping'sheng'nan'e 此兴平生难遏
'ci'xing'you'zai 此兴悠哉
'ci'yi'you'you 此意悠悠
'cong'bie'hou 从别后
'cong'ci'ge'yin'chen 从此隔音尘
'cong'cong'chun'you'gui'qu 匆匆春又归去
'cong'jin'ri'ri'zai'nan'lou 从今日日在南楼
'cong'jin'you'tian 从今又添
'cong'ta'xi'zhu'po'hua'wen 从它犀箸破花纹
'cong'wu'xiu'ge'ba 从舞休歌罢
'cu'ba'qiu'qian 蹴罢秋千
'cu'dai'zheng'ji'chu 簇带争济楚
'cu'le'hong'zhuang'yao'hua'fang 簇乐红妆摇画舫
'cui'cu'hua'bian'yan'zhao'fa 催促花边烟棹发
'cui'feng'ru'cu 翠峰如簇
'cui'fu'xing'ren'shou 翠拂行人首
'cui'hua'yi'qu'ji'wu'zong 翠华一去寂无踪
'cui'jing'ying'lai 翠径莺来
'cui'le'kai'shi'cui'xie'shi 催了开时催谢时
'cui'long'xun'xiu'yi 翠笼熏绣衣
'cui'qin'zhi'shang'xiao'hun 翠禽枝上消魂
'cui'ren'qu 催人去
'cui'se'he'yan'lao 翠色和烟老
'cui'tie'lian'peng'xiao 翠贴莲蓬小
'cui'wei'fen'kai'hong'ying 翠尾分开红影
'cui'xiao'feng'lei 翠绡封泪
'cui'xiao'xiang'jian 翠绡香减
'cui'ye'cang'ying 翠叶藏莺
'cui'ye'chui'liang 翠叶吹凉
'cui'yu'lou'qian 翠玉楼前
'cui'zun'yi'qi 翠尊易泣
'cun'bei'cun'nan 村北村南
'cun'cun'rou'chang 寸寸柔肠
'cun'mei'liang'ye 寸眉两叶
'cun'nan'cun'bei'xiang'sao'che 村南村北响缫车
'cuo'de'e'er'huang'yu'jiu 搓得鹅儿黄欲就
'da'er'chu'dou'xi'dong 大儿锄豆溪东
'da'jia'qi'chang'da'feng'ge 大家齐唱大风歌
'da'jiang'dong'qu 大江东去
'da'jiang'liu 大江流
'dai'cong'tou 待从头
'dai'dao'huang'hun'yue'shang'shi 待到黄昏月上时
'dai'de'tuan'yuan'shi'ji'shi 待得团圆是几时
'dai'de'yue'hua'sheng 待得月华生
'dai'fan'hong'luan'chu 待繁红乱处
'dai'fu'gu'liu'shao'qing'xiu'jian'fei'yin 戴复古柳梢青袖剑飞吟
'dai'hen'di'ya 黛痕低压
'dai'ran'xi'xia'kan 待燃犀下看
'dai'shu'lun'tiao'xiao'ling'bian'cao 戴叔伦调笑令边草
'dai'tian'shu 殆天数
'dai'yun'yuan'dan 黛云远淡
'dai'zhao'lai 待招来
'dan'an'yi'jiang'nan'jiang'bei 但暗忆江南江北
'dan'cai'chuan'hua 淡彩穿花
'dan'chou'qiao'gui'zhao 但愁敲桂棹
'dan'dan'chun'shan 淡淡春山
'dan'diao'tou'xiao'zhi'mei'hua'rui 但掉头笑指梅花蕊
'dan'feng'wan'ye'bi'yun'bian 丹枫万叶碧云边
'dan'guai'de'zhu'wai'shu'hua 但怪得竹外疏花
'dan'han'yan'shuai'cao'ning'lv 但寒烟衰草凝绿
'dan'jian'yan'chen'bian 但箭雁沉边
'dan'mao'bian'bin'gai 但帽边鬓改
'dan'mei'feng 淡眉峰
'dan'mo'guan'chun'han 但莫管春寒
'dan'mu'song 但目送
'dan'qi'ran'man'shu'you'xiang 但凄然满树幽香
'dan'qu'zhi'xi'feng'ji'shi'lai 但屈指西风几时来
'dan'ru'san'gu 紞如三鼓
'dan'tian'yi'pian'liu'li 淡天一片琉璃
'dan'wang'ji'lou'gao 但望极楼高
'dan'yan'liu'shui'hua'ping'you 淡烟流水画屏幽
'dan'yan'xi'yu 淡烟细雨
'dan'yi'lou'ji'mu 但倚楼极目
'dan'you'jiu'huan'xin'yuan 但有旧欢新怨
'dan'yuan'ren'chang'jiu 但愿人长久
'dan'yun'ge'yu 淡云阁雨
'dan'yun'gu'yan'yuan 淡云孤雁远
'dan'zhe'yan'zhi'yun'zhu 淡着燕脂匀注
'dang'chang'zhi'shou 当场只手
'dang'chu'man'liu'hua'biao'yu 当初谩留华表语
'dang'chu'shui'liao'jin 当初谁料今
'dang'feng'qing'jie'li 当风轻借力
'dang'nian'bu'ken'jia'chun'feng 当年不肯嫁春风
'dang'nian'mu'shi'yun'xiao 当年目视云宵
'dang'nian'pan'que'zui'yan'hong 当年拚却醉颜红
'dang'nian'wan'li'mi'feng'hou 当年万里觅封侯
'dang'nian'zhang'shang'cheng'en 当年掌上承恩
'dang'shi'ming'yue'zai 当时明月在
'dang'shi'xiang'hou'chi'lan'qiao 当时相候赤栏桥
'dang'yun'xue 荡云雪
'dao'ci'fan'cheng'qing'wu 到此翻成轻误
'dao'ci'yin'nian 到此因念
'dao'er'jin'chun'hua'luo'jin 到而今春华落尽
'dao'er'jin'wei'you 到而今唯有
'dao'hua'xiang'li'shuo'feng'nian 稻花香里说丰年
'dao'huang'hun'dian'dian'di'di 到黄昏点点滴滴
'dao'jin'lai 到今来
'dao'jiu'zheng'yi'lei'mo'ti 捣就征衣泪墨题
'dao'qing'ming'shi'hou 到清明时候
'dao'qu'cheng'jin'ye 道去程今夜
'dao'shi'tian'gong'bu'xi'hua 道是天公不惜花
'dao'shi'tian'gong'guo'xi'hua 道是天公果惜花
'dao'yu'zheng'qing'qiu 岛屿正清秋
'de'si'yang'yang'he'shui 得似洋洋河水
'deng'gao'xie 登高榭
'deng'hua'jie 灯花结
'deng'huo'lan'shan'chu 灯火阑珊处
'deng'huo'shi 灯火市
'deng'huo'yi'huang'hun 灯火已黄昏
'deng'lin'song'mu 登临送目
'deng'lin'wang'gu'guo 登临望故国
'deng'lin'yi 登临意
'deng'lou'zuo'fu 登楼作赋
'deng'nen'shi'zhong'mi'you'xiang 等恁时重觅幽香
'deng'qian'xie'le'shu'wu'shu 灯前写了书无数
'deng'shan'tang'duo'ling'yu'guo'shui'ming'xia 邓剡唐多令雨过水明霞
'deng'xian'gu'fu 等闲孤负
'deng'xian'li'bie'yi'xiao'hun 等闲离别易销魂
'deng'ye'chu'guo'zao'gong'yue 灯夜初过早共约
'deng'zhao'li'xi 灯照离席
'di'bei'shan'jin 地卑山近
'di'li'fan'qiang 笛里番腔
'di'peng'san'shan 低篷三扇
'di'qi'hu 低绮户
'di'sheng'chui 笛声吹
'di'sheng'wen 低声问
'di'sheng'yi'yue'lu'hua'li 笛声依约芦花里
'di'shi'kun'lun'qing'di'zhu 底事昆仑倾砥柱
'di'si'qiao'bian 第四桥边
'di'si'yang'guan'yun'bu'du 第四阳关云不度
'di'yi'shi'zao'zao'gui'lai 第一是早早归来
'dian'che'bu'dao'du'ling'lu 钿车不到杜陵路
'dian'che'luo'pa 钿车罗帕
'dian'dian'shi'li'ren'lei 点点是离人泪
'dian'dian'xing'hong'shao 点点猩红少
'dian'dian'xing'xing 点点行行
'dian'dian'xing'xing'lei'hen'man 点点行行泪痕满
'dian'shi'chai'meng'he'chu'xun 钿誓钗盟何处寻
'diao'an'chi'she 雕鞍驰射
'diao'lan'yu'qi'ying'you'zai 雕栏玉砌应犹在
'diao'lun'bao'ma'ru'yun 雕轮宝马如云
'die'er'mang 蝶儿忙
'die'zi'xiang'ying 蝶子相迎
'ding'bu'fu'xiang'si'yi 定不负相思意
'ding'chao'yan'zi 定巢燕子
'ding'ning'hua'fang'chi 丁宁花放迟
'ding'qi'lu 定齐鲁
'ding'xiang'kong'jie'yu'zhong'chou 丁香空结雨中愁
'ding'xiang'zhi'shang 丁香枝上
'dong'cheng'jian'jue'feng'guang'hao 东城渐觉风光好
'dong'cheng'xian'bu 东城闲步
'dong'fang'wei'bai'ning'can'yue 东方未白凝残月
'dong'feng'an'huan'nian'hua 东风暗换年华
'dong'feng'chui'wo'guo'hu'chuan 东风吹我过湖船
'dong'feng'du'hua'e 东风妒花恶
'dong'feng'e 东风恶
'dong'feng'hou'wan'hu 东风侯万户
'dong'feng'jing'xi'liu'chui'jin'lv 东风静细柳垂金缕
'dong'feng'lin'ye'leng'yu'qiu 东风临夜冷于秋
'dong'feng'wu'li 东风无力
'dong'feng'xiao'jin'long'sha'xue 东风销尽龙沙雪
'dong'feng'xiao'yi'tian'ya'kuo 东风笑倚天涯阔
'dong'feng'ye'fang'hua'qian'shu 东风夜放花千树
'dong'feng'yi'jiu 东风依旧
'dong'gao'jia'yu'xin'hen'zhang 东皋嘉雨新痕涨
'dong'gui'yan'cong'hai'shang'qu 东归燕从海上去
'dong'li'ba'jiu'huang'hun'hou 东篱把酒黄昏后
'dong'li'you 动离忧
'dong'nan'xing'sheng 东南形胜
'dong'shan'lao 东山老
'dong'ting'qing'cao 洞庭青草
'dong'xiang'yue 东厢月
'dong'yang'ye 东阳也
'dong'yun'an'dan'tian'qi 冻云黯淡天气
'dou'cao'ju'shuang'shuang'you'nv 斗草聚双双游女
'dou'chui'tian'fu'bo'wan'qing 斗垂天浮波万顷
'dou'dao'wan'liang'tian'qi'hao 都道晚凉天气好
'dou'dao'wu'ren'chou'si'wo 都道无人愁似我
'dou'fu'yu'huang'hun 都付与黄昏
'dou'fu'yu'ying'he'yan 都付与莺和燕
'dou'jian'xin 斗尖新
'dou'kou'shao'tou 豆蔻梢头
'dou'lai'ji'xu 都来几许
'dou'niu'guang'yan 斗牛光焰
'dou'shi'ceng'ting'yi'chu 都是曾听伊处
'dou'shi'xing'shi'fan'nao 都是醒时烦恼
'dou'wang'que'chun'feng'ci'bi 都忘却春风词笔
'dou'wu'ren'guan 都无人管
'dou'ya'lan'gan'bian'yi 斗鸭阑干遍倚
'dou'yuan'zi'you'li'hen 都缘自有离恨
'dou'zai'kong'cheng 都在空城
'dou'zhuan'cheng'huang 斗转城荒
'du'an'shi'liang'tong'xin'wei'wei'jian'wai 杜安世两同心巍巍剑外
'du'bao'nong'chou'wu'hao'meng 独抱浓愁无好梦
'du'bo'yi'sui'shen 赌薄艺随身
'du'diao'xing'xing 独钓醒醒
'du'dui'xie'hui 独对斜晖
'du'jiang'lai'bai'nian'ge'wu 渡江来百年歌舞
'du'juan'sheng'li'chang'men'mu 杜鹃声里长门暮
'du'juan'sheng'li'xie'yang'mu 杜鹃声里斜阳暮
'du'juan'sheng'qie 杜鹃声切
'du'juan'zhi'shang'can'yue 杜鹃枝上残月
'du'lang'jun'shang 杜郎俊赏
'du'li'chang'tian'mu 独立长天暮
'du'li'xiao'qiao'feng'man'xiu 独立小桥风满袖
'du'lian'mu'zhong'jian 度帘幕中间
'du'liu'chuan'hua'mi'xin'yin 度柳穿花觅信音
'du'men'zhang'yin'wu'xu 都门帐饮无绪
'du'qiang'ti'niao'sheng'luan 度墙啼鸟声乱
'du'qu'zuo'jiang'bian'yu'fu 独去作江边渔父
'du'ruo'hai'sheng 杜若还生
'du'shang'gao'lou 独上高楼
'du'shang'lan'zhou 独上兰舟
'du'shui'chuan'yun'xin'yi'xu 渡水穿云心已许
'du'ting'huan'zheng 独听桓筝
'du'tou'yang'liu'qing'qing 渡头杨柳青青
'du'wan'he'qian'yan 度万壑千岩
'du'xiang'xiao'lou'dong'pan'yi'lan'kan 独向小楼东畔倚阑看
'du'yi'wang'jiang'lou 独倚望江楼
'du'you'yu'lang'nian'zui'shao 独有庾郎年最少
'du'yu'sheng'sheng'bu'ren'wen 杜宇声声不忍闻
'du'yu'xie'lan 独语斜阑
'du'yu'yi'sheng'chun'xiao 杜宇一声春晓
'du'yuan'lin'wan'hua'ru'xiu 睹园林万花如绣
'du'zi'mo'ping'lan 独自莫凭栏
'du'zi'shang'ceng'lou 独自上层楼
'du'zi'xia'ceng'lou 独自下层楼
'du'zi'zen'sheng'de'hei 独自怎生得黑
'duan'chang'fang'cao'yuan 断肠芳草远
'duan'chang'pian'pian'fei'hong 断肠片片飞红
'duan'chang'yuan'luo 断肠院落
'duan'fa'xiao'sao'jin'xiu'leng 短发萧骚襟袖冷
'duan'hong'bei 断鸿悲
'duan'hong'ji'yu 断虹霁雨
'duan'hong'sheng'li 断鸿声里
'duan'hong'sheng'yuan'chang'tian'mu 断鸿声远长天暮
'duan'hun'fen'fu'chao'hui'qu 断魂分付潮回去
'duan'hun'su'yue 断魂素月
'duan'hun'zai'fou 断魂在否
'duan'li'can'ju'yi'zhi'huang 短篱残菊一枝黄
'duan'meng'yi'ran'jiang'biao 短梦依然江表
'duan'peng'nan'pu'yu 短篷南浦雨
'duan'qiang'yin'yi'xian'ning'zhu 短樯吟倚闲凝伫
'duan'qiao'gu'yi 断桥孤驿
'duan'qiao'heng'lu'mei'zhi'ya 断桥横路梅枝桠
'duan'qiao'xie'yue 断桥斜月
'duan'song'cai'fan'he'chu 断送彩帆何处
'duan'song'gang 短松冈
'duan'song'yi'sheng'qiao'cui 断送一生憔悴
'duan'wu'feng'die'mu'you'xiang 断无蜂蝶慕幽香
'duan'xu'han'zhen'duan'xu'feng 断续寒砧断续风
'duan'ya'shu 断崖树
'duan'yan'jiao'xi'feng 断雁叫西风
'duan'yan'jin'ye 断烟禁夜
'duan'you'lan'bu'fang'chen 端忧懒步芳尘
'duan'yu'can'yun'wu'yi'xu 断雨残云无意绪
'duan'yun'wei'du 断云微度
'dui'chang'ting'wan 对长亭晚
'dui'ci'ying'jie'xiang'si 对此应解相思
'dui'dong'feng 对东风
'dui'dong'feng'jin'cheng'xiao'shou 对东风尽成消瘦
'dui'jing'hu'jing 对景忽惊
'dui'jiu'dang'ge 对酒当歌
'dui'ren'rong'yi 对人容易
'dui'shan'he'bai'er 对山河百二
'dui'shui'xing 对谁醒
'dui'xian'ying 对闲影
'dui'xiao'xiao'mu'yu'sa'jiang'tian 对潇潇暮雨洒江天
'dun'cheng'qing'bie 顿成轻别
'duo'qing'que'bei'wu'qing'nao 多情却被无情恼
'duo'qing'shui'si'nan'shan'yue 多情谁似南山月
'duo'qing'ying'xiao'wo 多情应笑我
'duo'qing'zi'gu'shang'li'bie 多情自古伤离别
'duo'shao'hen 多少恨
'duo'shao'lei'zhu'wu'xian'hen 多少泪珠无限恨
'duo'shao'liu'chao'xing'fei'shi 多少六朝兴废事
'duo'shao'peng'lai'jiu'shi 多少蓬莱旧事
'duo'shao'shi 多少事
'duo'shao'shi'yu'shuo'huan'xiu 多少事欲说还休
'duo'shao'xin'ting'hui'lei'ke 多少新亭挥泪客
'e'er'xue'liu'huang'jin'lv 蛾儿雪柳黄金缕
'e'mei'ceng'you'ren'du 蛾眉曾有人妒
'e'qing'hu'ran'fei'qu 俄倾忽然飞去
'er'fen'chen'tu 二分尘土
'er'jin'le'shi'ta'nian'lei 而今乐事他年泪
'er'jin'leng'luo'chang'men 而今冷落长门
'er'jin'shi'jin'chou'zi'wei 而今识尽愁滋味
'er'jin'ting'yu'seng'lu'xia 而今听雨僧庐下
'er'jin'wang'shi'nan'zhong'sheng 而今往事难重省
'er'jin'wu'wo'qin'lou'yue 而今误我秦楼约
'er'san'zi 二三子
'er'shi'nian'chong'guo'nan'lou 二十年重过南楼
'er'shi'si'qiao'reng'zai 二十四桥仍在
'er'shi'ying'gong 二石硬弓
'er'shi'yu'nian'ru'yi'meng 二十余年如一梦
'er'yuan'qie'shen'chang'jian 二愿妾身长健
'fan'cheng'da'die'lian'hua'chun'zhang'yi'gao'tian'shui'mian 范成大蝶恋花春涨一篙添水面
'fan'cheng'da'yan'er'mei'han'han'ri'jiao'zi'yan'fu 范成大眼儿媚酣酣日脚紫烟浮
'fan'cheng'da'yi'qin'e'lou'yin'que 范成大忆秦娥楼阴缺
'fan'cheng'da'zui'luo'po'qi'niao'fei'jue 范成大醉落魄栖鸟飞绝
'fan'hua'jing'zhu 繁华竞逐
'fan'hua'xie 繁华歇
'fan'hua'yi 泛画鹢
'fan'zhao'ying'chao 返照迎潮
'fan'zhong'yan'su'mu'zhe'bi'yun'tian 范仲淹苏幕遮碧云天
'fan'zhong'yan'yu'jia'ao'sai'xia'qiu'lai'feng'jing'yi 范仲淹渔家傲塞下秋来风景异
'fan'zuo'shang'xin'tiao 翻作伤心调
'fang'cao'bi'se 芳草碧色
'fang'cao'e'er 芳草鹅儿
'fang'cao'nian'nian'yu'hen'chang 芳草年年与恨长
'fang'cao'qin'jie'ying'hong'yao 芳草侵阶映红药
'fang'cao'wu'qing 芳草无情
'fang'cao'you'qing 芳草有情
'fang'chen'qu 芳尘去
'fang'chuan'qian'li'ling'bo'qu 放船千里凌波去
'fang'fei'xie 芳菲歇
'fang'fei'yi'lao 芳菲易老
'fang'fu'meng'hun'gui'di'suo 仿佛梦魂归帝所
'fang'jiao'lv'bian 芳郊绿遍
'fang'jing 芳径
'fang'jing'you'zi'ru'gu 芳景犹自如故
'fang'lai'hai'you'ying'jie 方来还有英杰
'fang'lin'xun'li 访邻寻里
'fang'qi'lin'lin'xi'lang 放起鳞鳞细浪
'fang'rong'bie'hou 芳容别后
'fang'shun'qing'yi'qin'e'yu'jun'bie 房舜卿忆秦娥与君别
'fang'si'jiao'jia 芳思交加
'fang'xiao'qing'chi'yuan 放晓晴池院
'fang'xin'hai'dong'liang'yuan 芳心还动梁苑
'fang'xin'shi'shi'ke'ke 芳心是事可可
'fang'xin'yi'dian 芳心一点
'fei'chen'dao 飞尘到
'fei'chi'qiao'mu 废池乔木
'fei'chu'shen'shen'yang'liu'zhu 飞出深深杨柳渚
'fei'dao'hua'tang'qian 飞到画堂前
'fei'fei'yu'guan'chun'jia 霏霏玉管春葭
'fei'gai'fang'hua 飞盖妨花
'fei'gai'gui'lai 飞盖归来
'fei'gan'bing'jiu 非干病酒
'fei'hong'guo'ye 飞鸿过也
'fei'hong'wan'dian'chou'ru'hai 飞红万点愁如海
'fei'jin'e'lv 飞近蛾绿
'fei'jin'ying'er'yu 费尽莺儿语
'fei'jing'you'chong'mo 飞镜又重磨
'fei'lang'hai'ben'jing 沸浪骇奔鲸
'fei'mei'nong'wan 飞梅弄晚
'fei'qi'sha'ou'yi'pian 飞起沙鸥一片
'fei'qu'bu'zhi'he'chu 飞去不知何处
'fei'ren'lan'gan 飞认阑干
'fei'ren'li 非人力
'fei'shui'qiao'bian'shuai'cao 肥水桥边衰草
'fei'xing'chuan'hen 飞星传恨
'fei'xu'luo'hua'shi'jie'yi'deng'lou 飞絮落花时节一登楼
'fei'xu'you'si'wu'ding 飞絮游丝无定
'fei'xue'guo'jiang'lai 飞雪过江来
'fei'yan'you'jiang'gui'xin'wu 飞燕又将归信误
'fei'yun'ran'ran'heng'gao'mu 飞云冉冉蘅皋暮
'fen'chi'wu 纷驰骛
'fen'fu'dong'liu 分付东流
'fen'fu'yang'hua 分付杨花
'fen'ji'yun 粉肌匀
'fen'li'qu 分离去
'fen'ming'hua'chu'qiu'se 分明画出秋色
'fen'ming'you'xiang'hua'xu'jian 分明又向华胥见
'fen'xiang'chui'xia 粉香吹下
'fen'xiang'rong 粉香融
'feng'bin'san'wu 风鬓三五
'feng'bu'ding 风不定
'feng'chui'ping'ye 风吹平野
'feng'ding'lao'hong'you'luo 风定老红犹落
'feng'ding'you'wu 风定犹舞
'feng'gao'lang'kuai 风高浪快
'feng'ge'long'lou'lian'xiao'han 凤阁龙楼连霄汉
'feng'guang'man'mu 风光满目
'feng'hao'dang 风浩荡
'feng'hou'wan'li 封侯万里
'feng'hu'yun'long 风虎云龙
'feng'huan'shuang'bin 风鬟霜鬓
'feng'huang'cheng'que'zhi'he'chu 凤凰城阙知何处
'feng'hui'xiao'yuan'ting'wu'lv 风回小院庭芜绿
'feng'huo'yang'zhou'lu 烽火扬州路
'feng'huo'zhao'gao'tai 烽火照高台
'feng'jing'jiu'ceng'an 风景旧曾谙
'feng'juan'di 风卷地
'feng'lang'ju'xu 封狼居胥
'feng'lao'ying'chu 风老莺雏
'feng'lei'nu 风雷怒
'feng'li'luo'hua'shui'shi'zhu 风里落花谁是主
'feng'lian'cui'mu 风帘翠幕
'feng'liu'shi 风流事
'feng'liu'yun'san 风流云散
'feng'liu'zong'bei'yu'da'feng'chui'qu 风流总被雨打风吹去
'feng'lou'yuan'hui'tou'man'ning'di 凤楼远回头谩凝睇
'feng'mi'gui 凤迷归
'feng'nuan'ying'jiao 风暖莺娇
'feng'pai'xiao'lian'deng'yun'wu 风拍小帘灯晕舞
'feng'qi 风起
'feng'qian'heng'di'xie'chui'yu 风前横笛斜吹雨
'feng'qiang'yao'du'tian'ji 风樯遥度天际
'feng'ri'bo 风日薄
'feng'ting'yue'xie'gu'huan'ju 风亭月榭孤欢聚
'feng'wu'geng'qing'you 风物更清幽
'feng'wu'xiang'qiu'xiao'sa 风物向秋潇洒
'feng'xi'xi 风细细
'feng'xian'chang'xia 凤弦常下
'feng'xiao'sheng'dong 凤箫声动
'feng'xiao'yan'la 风销焰蜡
'feng'xiu'zhu 风休住
'feng'yan'si'chang'ming'nv'chun'ri'yan 冯延巳长命女春日宴
'feng'yan'si'nan'xiang'zi'xi'yu'shi'liu'guang 冯延巳南乡子细雨湿流光
'feng'yan'si'qing'ping'le'yu'qing'yan'wan 冯延巳清平乐雨晴烟晚
'feng'yan'si'que'ta'zhi'ji'ri'xing'yun'he'chu'qu 冯延巳鹊踏枝几日行云何处去
'feng'yan'si'que'ta'zhi'shui'dao'xian'qing'pao'zhi'jiu 冯延巳鹊踏枝谁道闲情抛掷久
'feng'yan'si'ye'jin'men'feng'zha'qi 冯延巳谒金门风乍起
'feng'you'piao'piao 风又飘飘
'feng'yu'lao'chou'wu'zhuo'chu 风雨牢愁无着处
'feng'yu'wan'lai'fang'ding 风雨晚来方定
'feng'yue'chu'yun'liu 风约楚云留
'feng'yue'ren'zhao'hu 风月任招呼
'feng'yue'xian'xun'qiu'hao'chu 风月闲寻秋好处
'feng'yun'mie 风云灭
'feng'zha'qi 风乍起
'feng'zhu'chen'xiang'hua'yi'jin 风住尘香花已尽
'fo'li'ci'xia 佛狸祠下
'fu'chun'qiu 富春秋
'fu'fu'dai'qing'yan 拂拂带轻烟
'fu'jin'hui 拂金徽
'fu'kan'ji'qi'meng'meng 俯看积气蒙蒙
'fu'le'yi'shen'hai'man 拂了一身还满
'fu'ni'can'chun'lei'ji'hang 负你残春泪几行
'fu'ping'sheng'shu'ce 负平生书册
'fu'qing'xi 俯清溪
'fu'rong'luo'jin'tian'han'shui 芙蓉落尽天涵水
'fu'sheng'chang'hen'huan'yu'shao 浮生长恨欢娱少
'fu'sheng'chang'hen'piao'peng 浮生长恨飘蓬
'fu'sheng'zhi'he'zun'qian'lao 浮生只合尊前老
'fu'shui'piao'mian'song'xing'se 拂水飘绵送行色
'fu'yan'wei'qi 傅岩未起
'fu'yu'shi'ren'leng'yan'kan 付与时人冷眼看
'gan'dan'dong 肝胆洞
'gan'dan'jie'bing'xue 肝胆皆冰雪
'gan'yu'fang'huai'yuan 干羽方怀远
'gang'duan'chang 刚断肠
'gao'cheng'hui'shou 高城回首
'gao'cheng'wang'duan 高城望断
'gao'chu'bu'sheng'han 高处不胜寒
'gao'deng'hao'shi'jin'yin'xing'zheng'lan'shan 高登好事近饮兴正阑珊
'gao'liu'chui'yin 高柳垂阴
'gao'lou'ba'jiu'liu'jun'zhu 高楼把酒留君住
'gao'lou'shei'yu'shang 高楼谁与上
'gao'tai'shu'se'yin'yin'jian 高台树色阴阴见
'gao'yang'ren'san 高阳人散
'ge'ba'you'xu'zhe'jiu'jiao 歌罢犹须着酒浇
'ge'ji'yun'heng 戈戟云横
'ge'jin'tao'hua'shan'di'feng 歌尽桃花扇底风
'ge'qiang'song'guo'qiu'qian'ying 隔墙送过秋千影
'ge'sheng'zhong'dian'jiang'chun'qiu'wan'han'zhai 葛胜仲点绛唇秋晚寒斋
'ge'sheng'zhong'jiang'shen'zi'hun'hun'xue'yi'can'yun'rong 葛胜仲江神子昏昏雪意惨云容
'ge'shui'zhan'xiang 隔水毡乡
'ge'xiao'mi'zhu 歌笑迷著
'ge'yan'cui'lou'jin'qiu'yan 隔烟催漏金虬咽
'ge'yan'pan 歌筵畔
'ge'yi'qu 歌一曲
'ge'yi'ting'xiu'zhu 隔一庭修竹
'ge'zhong'zui'dao'shui'neng'hen 歌中醉倒谁能恨
'geng'bo'jiu'san'bei'liang'zhan 更薄酒三杯两盏
'geng'bu'fu'xin'ting'duo'lei 更不复新亭堕泪
'geng'bu'pa 更不怕
'geng'chang'men'cui'nian'ci'jin'que 更长门翠辇辞金阙
'geng'chong'chong'yuan'shui'gu'yun 更重重远水孤云
'geng'chui'luo 更吹落
'geng'chui'wo 更吹我
'geng'dong'mo'fei'xu'meng'meng 更东陌飞絮蒙蒙
'geng'duo'shao'wu'qing'feng'yu 更多少无情风雨
'geng'feng'he'wu'ke'wang'you 更逢何物可忘忧
'geng'feng'liu'duo'chu 更风流多处
'geng'geng'su'e'yu'xia 耿耿素娥欲下
'geng'lian'qing'ye 更怜清夜
'geng'lou'jiang'lan 更漏将阑
'geng'na'kan'fang'cao'lian'tian 更那堪芳草连天
'geng'na'kan'leng'luo'qing'qiu'jie 更那堪冷落清秋节
'geng'na'kan'xie'feng'xi'yu 更那堪斜风细雨
'geng'na'kan'zhe'gu'sheng'zhu 更那堪鹧鸪声住
'geng'nan'pu 更南浦
'geng'neng'xiao'ji'fan'feng'yu 更能消几番风雨
'geng'sa'gu'pu'yu 更洒菰蒲雨
'geng'shui'quan'ti'ying'sheng'zhu 更谁劝啼莺声住
'geng'tuo'hong'qun'guo'ya'er 更脱红裙裹鸭儿
'geng'wen'shang'lv'xiang'hu 更闻商旅相呼
'geng'wu'yan'yu'kong'xiang'qu 更无言语空相觑
'geng'wu'yi'dian'feng'se 更无一点风色
'geng'xiao'ta'ji'du'dong'feng 更消他几度东风
'geng'xie'he'shu'xing'dan'yue 耿斜河疏星淡月
'geng'xing'geng'yuan'hai'sheng 更行更远还生
'geng'ye'meng'zhong'yu 哽咽梦中语
'geng'yi'fen'feng'yu 更一分风雨
'geng'you'shui'pan'xi'wei'yu 更有谁磻溪未遇
'geng'yu'he'ren'shuo 更与何人说
'geng'yu'hua'cong'pen 更玉花骢喷
'geng'zai'xie'yang'wai 更在斜阳外
'geng'zhu'feng'he'yu 更著风和雨
'gong'che'xiao'zhan'guan'shan'yue 宫车晓辗关山月
'gong'cu'yong 供粗用
'gong'dao'jin'he'jia'wan'li 共倒金荷家万里
'gong'dao'qian'qi'cheng'he'shi 弓刀千骑成何事
'gong'duan'you'qing'chou 供断有情愁
'gong'li'wu'wang'chen'zui 宫里吴王沉醉
'gong'ming'lang'yu 功名浪语
'gong'ming'lei 功名泪
'gong'ming'meng'duan 功名梦断
'gong'ning'lian'ru'jin'bie'hou 共凝恋如今别后
'gong'ru'pi'li'xian'jing 弓如霹雳弦惊
'gong'xie'shang'feng'cheng'han'shi 共携赏凤城寒食
'gong'ye'yu 共夜语
'gong'yin'chang'jiang'shui 共饮长江水
'gong'you'ji'xu'qing'chou 共有几许清愁
'gou'cheng'chu'chu'tong 沟塍处处通
'gu'cheng'hua'jiao 孤城画角
'gu'du'mi'an'cao 故都迷岸草
'gu'fang'yi'shi 孤芳一世
'gu'gong'li'shu 故宫离黍
'gu'guan'jing 孤馆静
'gu'guang'zi'zhao 孤光自照
'gu'guo'bu'kan'hui'shou'yue'ming'zhong 故国不堪回首月明中
'gu'guo'meng'chong'gui 故国梦重归
'gu'guo'shen'you 故国神游
'gu'hua'zuo'yuan'shan'chang 故画作远山长
'gu'ji'chun'lei 鼓击春雷
'gu'jin'duo'shao'shi 古今多少事
'gu'jin'ru'meng 古今如梦
'gu'jin'zhang'zai 古今长在
'gu'lei'xi'bian 故垒西边
'gu'miao'yi'qing'zhang 古庙依青嶂
