'a'zi'fu'chuang'qi 阿姊扶床泣
'yu'e'fan'xue'nuan'feng'qian 玉蛾翻雪暖风前
'yu'geng'jin'shu'yao 畬耕尽属徭
'yu'guan'ren'lao'diao'qiu'bi 玉关人老貂裘敝
'yu'guang'you'zhao'ji'jia'peng 馀光犹照几家棚
'yu'guo'bu'zhi'long'qu'chu 雨过不知龙去处
'yu'hu'jun'shan'lao'fu 欲呼君山老父
'yu'jie'zhu'guang'xuan'ren'mu 玉洁珠光眩人目
'yu'jue'san'ti'wang'bu'yu 玉玦三提王不语
'yu'kai'jiang'shang'chuan 欲开江上船
'yu'lin'di'chi'xue'ban'ban 鱼鳞滴池雪斑斑
'yu'mi'chong'lai'zhe 欲觅重来者
'yu'ming'tang'kai'chun'cui'ping 玉茗堂开春翠屏
'yu'pan'qin'peng'zao'he'gua 玉盘亲捧枣和瓜
'yu'po'ju'lang'cheng'chang'feng 欲破巨浪乘长风
'yu'qian'chu'chu'ban'yan'xiang 雨前初出半岩香
'yu'qian'cun'she'tao'hua 于谦村舍桃花
'yu'qian'mu'chun'ke'tu'ji'jing 于谦暮春客途即景
'yu'qian'shang'tai'hang 于谦上太行
'yu'qian'shi'hui'yin 于谦石灰吟
'yu'shi'ming'qing'en'zhong'chu 欲识命轻恩重处
'yu'shi'yi'jiang'xing 鱼市一江腥
'yu'shu'ge'can'you'wei'qu 玉树歌残犹为曲
'yu'shu'qian'li'zu 欲舒千里足
'yu'wan'chang'tiao'yi'bu'kan 欲挽长条已不堪
'yu'wang'cong'zhi'dao'lu'nan 欲往从之道路难
'yu'weng'kan'po'xing'wang'shi 渔翁看破兴亡事
'yu'xi'fen'lai'zong'zhi'chou 玉玺分来总织愁
'yu'xiao'xi'neng'tong 语笑喜能同
'yu'yang'feng'huo'an'xi'shan 渔阳烽火暗西山
'yu'yi'tiao'tiao'xiang'shui'xin 予亦迢迢湘水心
'yu'you'duo'yan'ju 余有多言惧
'yu'zhang'xi'wang'cai'yun'jian 豫章西望彩云间
'yu'zhang'zhen'ge'ren'wan'li 玉帐枕戈人万里
'yu'zhen'mu'yu'cang'shan'jing'she 俞贞木寓仓山精舍
'yu'zhi'chu'diao'wei'he'sheng 玉指初调未合笙
'yu'zhi'xuan'jing'qi'wei'shen 欲知悬径欹危甚
'yu'zhi'yan'se'dan 愈知颜色丹
'yu'zhong'hong'zhan'tao'qian'shu 雨中红绽桃千树
'yu'zhu'jin'pan'gan'wang'chuan 玉箸金盘敢望传
'yu'zi'jie'chan'mian 与子结缠绵
'yu'zi'qi'gui'lu 与子齐归路
'yu'zi'xiang'feng'ju'shao'nian 与子相逢俱少年
'yu'zi'zhou'ren'ge'hui'shou 渔子舟人各回首
'yuan'de'le'tu'gong'bu'mi 愿得乐土共哺糜
'yuan'er'rou'jue'fen'yi'xing 愿尔肉攫分遗腥
'yuan'hong'dao'ca'er'yan 袁宏道擦耳岩
'yuan'hong'dao'deng'huang'he'lou 袁宏道登黄鹤楼
'yuan'hong'dao'jiao'wai'shui'ting'xiao'ji'xuan'yi'shou 袁宏道郊外水亭小集选一首
'yuan'hong'dao'qian'chi'zhi'bai'chi'xia 袁宏道千尺至百尺峡
'yuan'hong'dao'wang'song'shao 袁宏道望嵩少
'yuan'hong'dao'xian'ju'za'ti'xuan'yi'shou 袁宏道闲居杂题选一首
'yuan'jing'wen'shu'yu 院静闻疏雨
'yuan'jiu'xiang'xin'zhuan'ke'deng 园韭香新馔可登
'yuan'kai'bai'yan 袁凯白燕
'yuan'kai'jing'shi'de'jia'shu 袁凯京师得家书
'yuan'kai'ke'zhong'chu'ye 袁凯客中除夜
'yuan'kai'ke'zhong'ye'zuo 袁凯客中夜坐
'yuan'kai'yang'zhou'feng'li'shi'er'yan'xuan'yi'shou 袁凯扬州逢李十二衍选一首
'yuan'ke'gui'xin'zheng'miao'mang 远客归心正渺茫
'yuan'ke'nan'gui'wei'you'qi 远客南归未有期
'yuan'ke'qi'yao'nian 远客起遥念
'yuan'niao'jing'xiang'yi 猿鸟静相依
'yuan'pei'zhao'zhan'zhu'yun'pei 远旆招沾竹酝醅
'yuan'shen'hua'gu'yan 愿身化孤燕
'yuan'shu'fan'ji'yan'lai'qiu 远书翻寄雁来秋
'yuan'shui'di'lu'yan 远水荻芦烟
'yuan'xiao'jie'ling'shi 元宵节令时
'yuan'xue'jian'liu'quan 怨血溅流泉
'yuan'xun'shan'zhong'qiao 远寻山中樵
'yuan'ya'qu'lu'wei 缘涯曲路微
'yuan'yan'jin'shi'jian 愿言金石坚
'yuan'zhong'dao'wu'ri'sha'shi'kan'long'zhou 袁中道午日沙市看龙舟
'yuan'zi'huang'yan'luo'ri'zhi'zhong'lai 远自荒烟落日之中来
'yue'bai'shuang'qing'xiang'shang'han 月白霜清响尚寒
'yue'chu'chan'lin'you 月出禅林幽
'yue'gui'yue'gui'chou'sui'mu 曰归曰归愁岁暮
'yue'hei'wen'ren'yu 月黑闻人语
'yue'jun'dong'ming'kuo 越郡东溟阔
'yue'ming'fei'xi'xia'tian'feng 月明飞锡下天风
'yue'ming'han'shui'chu'wu'ying 月明汉水初无影
'yue'ming'lin'xia'mei'ren'lai 月明林下美人来
'yue'ming'sha'zhu'wan'feng'jing 月明沙渚晚风静
'yue'ming'xiang'dong'shui'yun'zhou 月明香动水云舟
'yue'ming'xing'xi'dou'lan'gan 月明星稀斗阑干
'yue'se'zhong'tian'zhao'you'du 月色中天照幽独
'yue'yu'li'bai'an'neng'zhi 月与李白安能知
'yue'zai'qing'tian'ji'yuan'que 月在青天几圆缺
'yue'zhao'wan'jia'shuang 月照万家霜
'yue'zhong'hong'yan'song'qiu'sheng 月中鸿雁送秋声
'yue'zhong'sheng'fu'zuo'xian'lai 月中生缚左贤来
'yun'bian'lu'rao'ba'shan'se 云边路绕巴山色
'yun'bo'qiu'kong'niao'du'hai 云薄秋空鸟独还
'yun'chu'san'bian'wai 云出三边外
'yun'dong'yu'xue'wei'xue 云冻欲雪未雪
'yun'du'tong'piao'hu 云度同飘忽
'yun'hu'jing'shi'shi 云胡竟失势
'yun'jian'pu'bu'san'qian'chi 云间瀑布三千尺
'yun'kai'jian'shan'gao 云开见山高
'yun'qi'yi'cong'yue'li'kan 晕气疑从月里看
'yun'ti'gua'qing'bi 云梯挂青壁
'yun'ya'qing'lei'yin'di'sheng 云压轻雷殷地声
'yun'yan'gui'guai'peng'yao'meng 云烟鬼怪芃杳濛
'yun'yi'ci'wu'bai 云已辞吴白
'yun'yong'chun'liu'ru'yuan'jiang 云拥春流入远江
'yun'zhong'hai'shu'ru'kong'meng 云中海树入空濛
'zai'ba'tian'tou'tuo'li'suo 栽罢田头脱笠蓑
'zai'jiang'chun'se'guo'jiang'nan 载将春色过江南
'zao'hua'wan'wu'nan'yin'qing 造化万物难隐情
'zao'sui'ming'yue'yin'gui'zhou 早随明月引归舟
'zao'xiang'ren'jian'zhao'jiu'zhou 早向人间照九州
'ze'zhong'he'you'duo'hong'lan 泽中何有多红兰
'zhai'ting'hui'long'men'shan'se 翟廷蕙龙门山色
'zhan'ba'kong'shan'chi'le'ying 战罢空山敕勒营
'zhan'gu'zong'heng'man'lu'pang 战骨纵横满路旁
'zhan'ku'nan'chou'guo 战苦难酬国
'zhan'xiang'bian'zuo'ban'nian'xi 占祥便作半年喜
'zhan'zu'qian'nian'tu'hua'bi 战镞千年土花碧
'zhang'gang'sun'zhuo'zhou'cheng 张纲孙涿州城
'zhang'guan'jiao'hao'li'chi'tu 长官叫号吏驰突
'zhang'he'ming'you'hu'shi'jue'xuan'yi'shou 张鹤鸣游湖十绝选一首
'zhang'huang'yan'jia'chen'ba'yue'ci'gu'li 张煌言甲辰八月辞故里
'zhang'huang'yan'qi'xi'wei'yu 张煌言七夕微雨
'zhang'jia'yin'deng'han'guan'cheng'lou 张佳胤登函关城楼
'zhang'jia'yin'su'huang'niu'xia 张佳胤宿黄牛峡
'zhang'jiang'ban'tou'shi'ming'xian 瘴江班头试鸣弦
'zhang'ling'dui'jiu 张灵对酒
'zhang'yu'jin'chuan'men 张羽金川门
'zhang'yuan'bian'guo'xue'tang'deng'zhu'lou 张元汴过雪堂登竹楼
'zhao'chuan'ping'zao'bo'jian'xue 棹穿萍藻波间雪
'zhao'ge'ting'zi'duan 棹歌听自短
'zhao'hui'kai'zhong'shan 朝晖开众山
'zhao'jia'zi'mei'duo'xiang'ji 赵家姊妹多相忌
'zhao'li'chang'gan'ting'yi'qu 棹里长干听一曲
'zhao'ru'gu'pu'shui'pai'po 棹入菰蒲水拍坡
'zhao'yao'shu'guo'zhu'hou'men 招邀数过诸侯门
'zhe'jin'bian'cheng'lu'bang'liu 折尽边城路傍柳
'zhe'liu'bei'heng'di 折柳悲横笛
'zhe'mo'ji'sheng'xia'wu'geng 遮莫鸡声下五更
'zhen'di'tao'sheng'zhen'shang'shan 枕底涛声枕上山
'zhen'long'yi'shu'hu'yi'shu 真龙亦鼠虎亦鼠
'zhen'ru'xie'tiao'xuan'cheng'lu 真如谢朓宣城路
'zhen'xiang'shi'tou'cheng 砧响石头城
'zhen'yi'jiang'wang'cong 振衣将往从
'zhen'zhong'ping'sheng'qing'jie'zai 珍重平生清节在
'zheng'chang'tian'jia'ta'ta'ge 争唱田家踏踏歌
'zheng'chen'he'ri'jing 征尘何日静
'zheng'hong'xiang'he'xu 征鸿向何许
'zheng'jian'min'jiang'fa'yuan'chu 正见岷江发源处
'zheng'jiao'rong'na'hao'shan'chuan 争教容纳好山川
'zheng'lian'huo'shu'qian'chun'yan 正怜火树千春妍
'zheng'qian'bai'zhang'shang'ya'gu 争牵百丈上崖谷
'zheng'qiu'ji'gua'qi 徵求及寡妻
'zheng'rong'ju'lang'gao'bi'shan 峥嵘巨浪高比山
'zheng'zai'yun'feng'que 正在云峰缺
'zhi'dao'hua'shen'ye'chu'you 只道花神夜出游
'zhi'dao'zao'huan'xiang 只道早还乡
'zhi'guo'zhen'zhou'geng'dong'xia 直过真州更东下
'zhi'jian'qin'yun'bu'jian'jun 只见秦云不见君
'zhi'jiang'shuang'lei'yan 只将双泪眼
'zhi'jiang'zhong'chi'bao'tian'jia 只将忠赤报天家
'zhi'jin'ci'di'duo'chou'yun 至今此地多愁云
'zhi'jin'ci'fu'qie'yan'guan 只今词赋且燕关
'zhi'jin'gao'yun'ren'you'chuan 至今高韵人犹传
'zhi'jin'shui'shi'guo'fen'yang 只今谁是郭汾阳
'zhi'jue'qin'ren'hai'qi'han 只觉侵人海气寒
'zhi'kan'tao'fu'ji'sui'hua 只看桃符纪岁华
'zhi'shang'hua'kai'neng'ji'ri 枝上花开能几日
'zhi'shi'ren'sheng'di'ji'hui 知是人生第几回
'zhi'song'fei'hua'guo'wei'qiao 只送飞花过渭桥
'zhi'xia'qian'chi'jiao'long'gong 直下千尺蛟龙宫
'zhi'xu'liao'li'dong'men'gua 只须料理东门瓜
'zhi'xuan'niao'duo'feng 枝喧鸟堕风
'zhi'yi'yu'yong'gu 直以愚慵故
'zhi'you'dao'ren'xin'si'shui 只有道人心似水
'zhi'yu'xiao'tian'xia 志欲小天下
'zhi'zai'bu'yi'zhong 只在布衣中
'zhi'zhu'kong'xiang'lei'ru'yu 踯躅空巷泪如雨
'zhong'dao'fan'wei'dian'hai'qiu 重到翻为滇海囚
'zhong'liu'sa'sa'kai'feng'fan 中流飒飒开风帆
'zhong'ming'you'ke'xun 钟鸣有客寻
'zhong'niao'jing'xiang'gu 众鸟惊相顾
'zhong'nv'jing'zhong'gui 众女竞中闺
'zhong'ri'wu'yi'yan 终日无一言
'zhong'shan'ru'long'du'xi'shang 钟山如龙独西上
'zhong'xing'jiang'xing'pai'ti'xuan'yi'shou 钟惺江行俳体选一首
'zhong'yi'sang'zi'nian 重以桑梓念
'zhong'you'jiao'long'pan 中有蛟龙蟠
'zhong'you'zhu'ren'dang'si'ru 中有主人当饲汝
'zhou'chen'dao'mei'wu'suo'tao 州沉岛没无所逃
'zhou'gong'yi'wei'zhou 周公以为周
'zhou'qing'an'ce'bo'ling'xian 洲倾岸侧波岭衔
'zhou'ri'yin'yun'zi'dian'xiang 昼日氤氲紫殿香
'zhou'wo'meng'gui'xing'jian'shui 舟卧梦归醒见水
'zhou'zai'gui'yuan 周在闺怨
'zhou'zhi'yao'xi'jin'ye'bo 周致尧西津夜泊
'zhou'zi'kuai'jie'ru'yuan'nao 舟子快捷如猿猱
'zhu'chen'di'xia'feng 诸臣地下逢
'zhu'di'heng'gen'chang'ru'hong 筑堤横亘长如虹
'zhu'feng'ri'cui'tui 朱凤日摧颓
'zhu'hua'bu'ai'kong'zhong'ying 烛花不碍空中影
'zhu'li'mao'she'ren'jia 竹篱茅舍人家
'zhu'li'song'gui'liang 伫立松桂凉
'zhu'lian'ban'juan'jiang'yuan'yue 珠帘半卷将圆月
'zhu'quan'ri'shi 朱权日蚀
'zhu'ren'chui'shu'meng'chu'xing 主人炊熟梦初醒
'zhu'ren'zhang'deng'ye'kai'yan 主人张镫夜开宴
'zhu'sheng'rao'xi'ti 诸甥绕膝啼
'zhu'shi'chang'ku'ji 竹实长苦饥
'zhu'tian'sheng'mu'chou 诸天生暮愁
'zhu'xiao'shen'ye'jiu 烛销深夜酒
'zhu'ye'wei'feng'xiao 竹叶微风笑
'zhu'yu'huang'ju'ju'kan'pei 茱萸黄菊俱堪佩
'zhu'yuan'zhang'zhong'shan'yun'yu 朱元璋钟山云雨
'zhu'yun'ming'guang'zhou'xi'ti 祝允明广州戏题
'zhu'yun'ming'mu'chun'shan'xing 祝允明暮春山行
'zhu'yun'ming'shan'chuang'zhou'mian 祝允明山窗昼眠
'zhu'zhang'mang'xie'yi'jing'shen 竹杖芒鞋一径深
'zhu'zhao'yun'qiu'ri'jiang'xing 朱肇煇秋日江行
'zhu'zhen'yu'chun'ri'tian'jia 朱真淤春日田家
'zhu'zhi'qiu'jiang 朱植秋江
'zhuan'shen'tuo'ma'yan'de'zhi 转身唾骂阉得知
'zhuan'tou'hong'ri'zai'qing'song 转头红日在青松
'zhuang'ruo'tu'chang'jing 壮若屠长鲸
'zhui'ma'jiao'bu'shi 骓马骄不逝
'zhui'song'gu'shi'ren 追诵古时人
'zhuo'di'ai'ge'xing'wei'lan 斫地哀歌兴未阑
'zhuo'jiu'sui'tao'ran 酌酒遂陶然
'zhuo'lao'xin'ku'wei'pian'duo 浊醪辛苦味偏多
'zhuo'liu'han'man'shi'gu'dao 浊流汗漫失故道
'zhuo'po'tai'hua'bi 啄破苔花碧
'zhuo'yuan'qi 斫元气
'zhuo'zu'qing'jian'bin 濯足清涧滨
'zhuo'zu'yue'zai'jian 濯足月在涧
'zi'bao'wu'wang'you 子抱无妄忧
'zi'chu'jin'shi'xiang'hong'keng 自出金石相轰铿
'zi'dian'chun'yin'ge'an'sha 紫殿春阴阁岸沙
'zi'gong'qu'hou'wu'bai'zai 自公去后五百载
'zi'gu'nan'geng'nv'zhuan'zhi 自古男耕女专织
'zi'ming'wei'feng'huang 自名为凤凰
'zi'qu'he'lang'wu'hao'yong 自去何郎无好咏
'zi'ran'wu'yi'ai'wu'jia 自然吾亦爱吾家
'zi'tao'tan'hen'jiao'xiao'ling 自搯檀痕教小伶
'zi'yin'zi'chou'geng 自吟自酬赓
'zi'zun'nu'pu'hou'yu'gong 自尊奴仆侯与公
'zong'jiao'yu'hei'tian'yin'ye 纵教雨黑天阴夜
'zong'wei'ren'jian'shi'jian'ping 总为人间事渐平
'zong'you'wu'xian'zhao'bu'de 总有巫咸招不得
'zong'you'xi'chen'qian'jian'shui 纵有洗尘千涧水
'zui'hao'shi'nong'sang 最好是农桑
'zui'lai'ba'jian'kan'shan'hu 醉来拔剑砍珊瑚
'zui'shi'duo'qing'bian'di'liu 最是多情汴堤柳
'zui'shi'zhao'wang'yi'hen'chu 最是昭王遗恨处
'zui'yi'heng'men'ning'wang'chu 最忆衡门凝望处
'zui'yi'shi'lan'shi'ji'mu 醉倚石栏时极目
'zui'yu'zhuo'zu'ying'gui'lu 醉馀濯足盈归路
'zui'zhi'yu'he'yan 罪至欲何言
'zuo'chao'hua'sheng'jin'zhao'hao 昨朝花胜今朝好
'zuo'de'fu'sheng'li 坐得浮生理
'zuo'jian'bai'xue'yu'qin'yi 坐间白雪欲侵衣
'zuo'jian'huan'sha'ren 坐见浣纱人
'zuo'jue'cang'mang'wan'gu'yi 坐觉苍茫万古意
'zuo'kan'chi'shang'ying 坐看池上萤
'zuo'lai'cheng'mi'zhao 昨来承密诏
'zuo'ling'wu'xiang'zuo'you'sheng 坐令无象作有声
'zuo'xiao'nan'lou'ye 坐啸南楼夜
'zuo'zhong'fang'cao'mo'ci'xun 坐中芳草莫辞薰
