'ai'ai'duan'hang'yan 哀哀断行雁
'tao'xie'wen'zhang'zao'hua'mou 陶谢文章造化侔
'tao'zhou'jun'ma'jin'luo'tou 洮州骏马金络头
'te'di'mu'yun'kai 特地暮云开
'ti'bi'si'gu'tian'di'zhai 提笔四顾天地窄
'ti'dao'du'li'gu'ba'huang 提刀独立顾八荒
'ti'hai'shou'zuo'xia'ke'xiang 题海首座侠客像
'ti'qi'xiao'zang'huo 涕泣效臧获
'ti'shao'ling'hua'xiang 题少陵画像
'ti'shi'feng'yue'ju'xin 题诗风月俱新
'ti'ting'cao 薙庭草
'ti'zui'zhong'suo'zuo'cao'shu'juan'hou 题醉中所作草书卷后
'tian'bao'hu'bing'xian'liang'jing 天宝胡兵陷两京
'tian'bu'sheng'si'ren 天不生斯人
'tian'dao'he'shi'ding 天道何时定
'tian'dao'yuan'mo'ce 天道远莫测
'tian'di'gu'jiang'rong'xiao'chou 天地固将容小丑
'tian'di'he'xin'qiong'zhuang'shi 天地何心穷壮士
'tian'di'shen'ling'fu'miao'she 天地神灵扶庙社
'tian'gong'fu'yu'wu'hu'qiu 天公赋与五湖秋
'tian'gong'wu'you'wen 天公无由问
'tian'han'lai'ci'ting'jiang'sheng 天寒来此听江声
'tian'hua'si'xi'ting'zi'heng 天华寺西艇子横
'tian'ji'yun'jin'yong'zai'wo 天机云锦用在我
'tian'ming'ji'jia'ru'qiu'ling 天明积甲如丘陵
'tian'ruo'you'qing'zhong'yu'wen 天若有情终欲问
'tian'shang'zhan'qiang'duan'ke'luo 天上欃枪端可落
'tian'wei'bi'luo'mu 天为碧罗幕
'tian'xia'cang'sheng'wei'su'xi 天下苍生未苏息
'tian'xia'qi'yi'tu 天下岂易图
'tian'xia'wu'ci'cuo 天下无此错
'tian'xiang'ping'wu'jin'chu'di 天向平芜尽处低
'tian'ya'wan'li'you 天涯万里游
'tian'ya'zai'xiang'jian 天涯再相见
'tian'yi'tian'she'shi 天意殄蛇豕
'tian'yi'wu'si'cao'mu'qiu 天意无私草木秋
'tian'you'huo'ci'weng 天犹活此翁
'tian'yu'shui'cong'han'man'you 天宇谁从汗漫游
'tiao'tiao'tian'han'xi'nan'luo 迢迢天汉西南落
'tie'cao'jiao'ying'xian'tu'ku 帖草角鹰掀兔窟
'tie'ma'bing'he'ru'meng'lai 铁马冰河入梦来
'tie'ma'qiu'feng'da'san'guan 铁马秋风大散关
'tie'qi'she'ri'guang 铁骑射日光
'tie'yi'du'qi'yu'sa'sa 铁衣度碛雨飒飒
'ting'jin'ti'ying'chun'yu'qu 听尽啼莺春欲去
'ting'zhang'yu'jiang'mu 亭鄣郁将暮
'tong'lu'chu'chu'shi'xin'shi 桐庐处处是新诗
'tong'lu'xiang'run'fu'chun'yi 铜炉香润覆春衣
'tong'ye'chen'piao'qiong'ye'yu 桐叶晨飘蛩夜语
'tou'bai'gui'fu'li 头白归扶犁
'tou'lao'shen'si'kan'tai'ping 投老深思看太平
'tou'lao'wei'chu'you'xia'qi 投老未除游侠气
'tou'liang'can'zheng 投梁参政
'tou'lu'zi'chuai'yi'ke'zhi 头颅自揣已可知
'tou'wei'tong 头未童
'tu'chu'wei'chang'hong 吐出为长虹
'tu'dang'zheng'xiang'zhu'yu'cha 土铛争饷茱萸茶
'tu'guo'zhong'cheng'yu'wan'liu 突过重城玉腕骝
'tu'qi'cheng'hong'ni 吐气成虹霓
'tu'xiang'qi'lin 图像麒麟
'tui'cang'wu'di'zhu'chai'jing 退藏无地著柴荆
'tui'gui'yi'yi'wan 退归亦已晚
'tui'he'shi'lao'ku 推核实劳苦
'tui'kai'chuang'hu'ji'jiang'tian 推开窗户即江天
'tui'zhen'yu'qi'xian'tan'xi 推枕欲起先叹息
'tui'zhen'zhong'xi'qi 推枕中夕起
'tuo'hu'zhu'wei'shi'er'xi 唾壶麈尾事儿嬉
'tuo'mao'xiang'ren'shi'da'jiao 脱帽向人时大叫
'wa'die'fu'tu'pen'zuo'chi 瓦叠浮屠盆作池
'wai'hen'zhong'yi'she 外很中已慑
'wan'bang'jin'chen'qie 万邦尽臣妾
'wan'bo'shi'feng'ying'di'chuan 晚泊时逢迎荻船
'wan'deng'zi'cheng 晚登子城
'wan'dian'ying'feng'yu'qi'jue 万点萦风愈奇绝
'wan'jin'xuan'sheng'ying'hua'hai 万金选胜莺花海
'wan'lai'ri'chu'duan'suo'qian 晚来日出短蓑乾
'wan'li'geng'sang'ba'shu'bian 万里耕桑罢戍边
'wan'li'guan'he'gu'zhen'meng 万里关河孤枕梦
'wan'li'ji'chou'tian'bai'fa 万里羁愁添白发
'wan'li'jing'qi'wu'zuo'meng 万里旌旗无昨梦
'wan'li'qiao'jiang'shang'xi'she 万里桥江上习射
'wan'li'sao'chen'yan 万里扫尘烟
'wan'qi'chui'jia'xing'xue'ye 万骑吹笳行雪野
'wan'qiao'zheng'hao'xie'bei'nu 万窍争号泄悲怒
'wan'qing'cang'chi'shi'yi'kong 万顷苍池事已空
'wan'qiu'nong'jia'ba'shou'xuan'yi'shou 晚秋农家八首选一首
'wan'shi'bu'ru'gong'lun'jiu 万事不如公论久
'wan'shi'zhi'you'you 万事祗悠悠
'wan'shou'ding'ding'gong'zhuo'mu 万手丁丁供斲木
'wan'song'zao'jiu'qia'dang'shi 晚菘早韭恰当时
'wan'sui'bing'huan'jia 晚岁病还家
'wan'tu'you'qi'shi 晚途有奇事
'wan'you'mu'fu'kui'wu'gong 晚游幕府媿无功
'wang'hou'lou'yi 王侯蝼蚁
'wang'ji'feng'shi'cai'nian'ri 王畿奉使才廿日
'wang'qi'fu'xi'ai 王气浮夕霭
'wang'qu'xu'ming'you'can'se 妄取虚名有惭色
'wang'shi'chu'cheng'nan 王师出城南
'wang'shi'de'ju'chen 往事得具陈
'wang'shi'ru'qin'zhu'yi'yue 王师入秦驻一月
'wang'sui'huai'bian'lu'wei'gui 往岁淮边虏未归
'wang'wang'bei'ge'du'liu'ti 往往悲歌独流涕
'wang'wei'qiu'ke'bei 妄谓秋可悲
'wang'xi'wu'ling'xia 往檄五陵侠
'wang'yi'you'yuan'yuan 妄意忧元元
'wang'yun'jiu'jing'bu'ke'du 望云九井不可渡
'wang'zhe'xing'sheng'lin'qin'zhong 往者行省临秦中
'wei'ai'ming'hua'di'si'kuang 为爱名花抵死狂
'wei'bei'wei'gan'wang'you'guo 位卑未敢忘忧国
'wei'chuan'diao'ban'dai'duo'shi 渭川钓伴待多时
'wei'di'xu'yan'xie'yu'sheng 未抵虚檐泻雨声
'wei'gan'sui'ren'shuo'mi'bing 未敢随人说弭兵
'wei'guo'ping'hu'qiang 为国平胡羌
'wei'guo'shi'piao'jie 为国恃剽劫
'wei'guo'shu'yu'guan 为国戍玉关
'wei'guo'you'min'kong'ji'lie 为国忧民空激烈
'wei'ji'wei'ju'chou'chang'ri 微饥未遽愁长日
'wei'jun'wang'qu'jiu'shan'he 为君王取旧山河
'wei'liang'yao'zuo'an'mian'di 微凉要作安眠地
'wei'lou'wang'yuan'ti'ju'liu 危楼望远涕俱流
'wei'ming'chou'chou'shi'ke'zhi 委命仇雠事可知
'wei'ren'bian'wan'li 未忍便万里
'wei'ren'hai'wo'chuo 畏人还龌龊
'wei'sheng'kui'qiang'fan 未省窥墙藩
'wei'wen'han'tao'jian'zong'miao 未闻含桃荐宗庙
'wei'wen'mo'qing'hui 未稳莫轻回
'wei'wo'wu'ren'yong'yue'fei 帷幄无人用岳飞
'wei'yang'gong'zhong'hua'yue'xi 未央宫中花月夕
'wei'you'diao'yu'ji 惟有钓鱼矶
'wei'you'luo'hua'chui'bu'qu 惟有落花吹不去
'wei'you'mo'he'chun'shui'sheng 惟有摩诃春水生
'wei'you'yi'pian'xin 惟有一片心
'wei'yu'gui'huo'hun 微雨鬼火昏
'wei'yu'shu'juan'can'shu'zai 惟余数卷残书在
'wei'zui'jiang'lou'jiu 未醉江楼酒
'wen'dao'mei'hua'che'xiao'feng 闻道梅花坼晓风
'wen'fu'ming'he'si'shen'qin 问浮名何似身亲
'wen'ge'gan'jiu 闻歌感旧
'wen'jun'hu'wei'can'bu'le 问君胡为惨不乐
'wen'lu'luan'you'gan 闻虏乱有感
'wen'shu'chu'yong'chun'xi'nian 文书初用淳熙年
'wen'yan 闻雁
'wen'yu 闻雨
'wen'zhang'chui'shi'zi'yi'shi 文章垂世自一事
'wo'bing'qi'yong'se 卧病气壅塞
'wo'dei'yuan'guai'ge 我得怨乖隔
'wo'deng'shao'cheng'men 我登少城门
'wo'du'tao'shi'wei'zhong'juan 卧读陶诗未终卷
'wo'fa'ri'yi'bai 我发日益白
'wo'hang'jiang'jiao'mu'you'jin 我行江郊暮犹进
'wo'hang'ke'shan'mian'jiu'jia 我行柯山眠酒家
'wo'hang'shan'nan'yi'san'ri 我行山南已三日
'wo'hou'si'bai'nian 我後四百年
'wo'kan'chuang'qian'zhu'hua'tu 卧看床前烛花吐
'wo'lai'jie'qi'lun'ri'mai 我来解旗论日买
'wo'lao'zheng'xu'xian'chu'zhu 我老正须闲处著
'wo'long'wang'yi'kong'yi'ci 卧龙往矣空遗祠
'wo'nian'jin'qi'shi 我年近七十
'wo'nian'liu'shi'si 我年六十四
'wo'qi'chu'zhu'chen 我岂楚逐臣
'wo'qiong'si'yuan'zheng 我穷思远征
'wo'shi'mu'yuan'ming 我诗慕渊明
'wo'shi'zai'mu'fu 我时在幕府
'wo'shou'geng'ca'lei 握手更擦泪
'wo'shou'yi'xiao'xin 握手一笑新
'wo'si'gu'ji'xiu 我死骨即朽
'wo'ting'sun'zi'song'lang'lang 卧听孙子诵琅琅
'wo'wen'tou'mei'qi 我闻投袂起
'wo'wen'xin'yan'luo'han'ting 卧闻新雁落寒汀
'wo'wo'lin'ji'yi'zai'ming 喔喔邻鸡一再鸣
'wo'xi'xue'shi'wei'you'de 我昔学诗未有得
'wo'xi'you'liang'zhou 我昔游梁州
'wo'xiao'yu'shi'weng 我笑语是翁
'wo'yi'ji'fu'dao'cong'rong 我亦急服叨从戎
'wo'yi'qing'yu'zi 我亦轻余子
'wo'yi'san'nian'fei'dong'zuo 我已三年废东作
'wo'yin'jiang'lou'shang 我饮江楼上
'wo'you'gu'ci'jiu'dun'shou 我游故祠九顿首
'wo'you'si'fang'bu'de'yi 我游四方不得意
'wo'yu'bei'lin'huang'he'guan'yu'gong 我欲北临黄河观禹功
'wo'yu'fa'ju'shi 我欲伐巨石
'wo'yu'li'nu'bu'chu'men 我与狸奴不出门
'wo'yu'ping'ling'wan'li'feng 我欲凭陵万里风
'wo'zuo'peng'chuang'xia 我坐蓬窗下
'wu'bai'nian'jian'zhi'bu'wen 五百年间置不问
'wu'bei'ke'bu'xiu 吾辈可不朽
'wu'bei'kong'huai'quan'mu'you 吾辈空怀畎亩忧
'wu'cao'yao'ke'cao'tang'ling 吾曹要可草堂灵
'wu'chang'bai'di'zai'yan'zhong 武昌白帝在眼中
'wu'chang'gan'shi 武昌感事
'wu'chu'wu'yi'hen 无处无遗恨
'wu'chu'zhu'ci'weng 无处著此翁
'wu'chuang'wu'yi'shi 午窗无一事
'wu'di'jing'hu'chen 无地静胡尘
'wu'fu'wei'wu'fu 五福惟无富
'wu'ge'jian'qing'zun 舞歌荐清尊
'wu'geng'feng'yu'si'shan'qiu 五更风雨四山秋
'wu'geng'hua'jiao'zhi'sheng'chou 五更画角只生愁
'wu'geng'lan'pei'shan'lu'chang 五更揽辔山路长
'wu'gong'yu'zi'guang 无功与子光
'wu'he'hen 吾何恨
'wu'hu 呜呼
'wu'hu'qin'shou'xin'hao'jie 呜呼秦守信豪杰
'wu'huai'shi'zhi'min 无怀氏之民
'wu'huang'ying'wu'tong'shi'zu 吾皇英武同世祖
'wu'jia'qi'nian'gui 无家岂念归
'wu'jian'shu'su'bu'kuai'ren 吴牋蜀素不快人
'wu'jian'zhu'ju'xie'qing'chou 吴笺著句写清愁
'wu'jiang'shei'yu'gui 吾将谁与归
'wu'jiu'niang'jin'yin'he'liu 吾酒酿尽银河流
'wu'jun'zhan'ma'ru'cuo'xiu 五军战马如错绣
'wu'lao'shi'wen'duo'wa'sheng 屋老时闻堕瓦声
'wu'nai'gong'zhong'xu'jie'gu 无奈宫中须羯鼓
'wu'nai'he'rong'bai'mian'lang 无奈和戎白面郎
'wu'nai'qian'fu'hun 无乃遣妇魂
'wu'nai'tai'ji'mo 无乃太寂寞
'wu'qian'ren'yue'shang'mo'tian 五千仞岳上摩天
'wu'qing'zui'hen'han'sha'yan 无情最恨寒沙雁
'wu'shi'san'ri'que'kan'you 无诗三日却堪忧
'wu'shi'yi'nian'chou'wei'bao 五十一年雠未报
'wu'shi'you'qu'ru 五十犹癯儒
'wu'wei'fei'yuan'nian'shao'you 勿为飞鸢念少游
'wu'wei'wu'wu'ren 勿谓吴无人
'wu'xie'qin'su'bu'rong'she 吴蟹秦酥不容设
'wu'yi'ku'zheng'chun 无意苦争春
'wu'yue'qu'tang'shui'gan'chu 五月瞿唐谁敢触
'wu'zhou'shi'zhang'ru'qing'jiao 吾舟十丈如青蛟
'wu'zuo'xun'chang'zui 勿作寻常醉
'xi'cao'ping'jiao'zi'chi'zhu 细草平郊恣驰逐
'xi'chai'huo'ruan'man'zhan'nuan 溪柴火软蛮毡暖
'xi'feng'chui'duan'he 溪风吹短褐
'xi'jian'she'wo'shi 系箭射我诗
'xi'kong'jiao'xue'yin'tou'gu 洗空狡穴银头鹘
'xi'kong'yi'shang'shi'nian'chen 洗空衣上十年尘
'xi'ma'zhu'qiao'shang'jiu'lou 系马朱桥上酒楼
'xi'mu'yi'feng'sui'qiao'ke 徙木遗风虽峭刻
'xi'ren'ju'ju'bu'wu'qi 昔人句句不吾欺
'xi'shan'luo'yue'zhao'chai'fei 西山落月照柴扉
'xi'shang'tang'zhu'lian'bai'zhang 西上汤猪联百丈
'xi'si'ru'yi'chu 细思如意处
'xi'tan'de'cheng'gui 喜谭德称归
'xi'wen'ren'zi'cai'zhou'lai 喜闻人自蔡州来
'xi'xi'shuai'shuai'neng'cu'zhi 蟋蟋蟀蟀能促织
'xi'xing 溪行
'xi'yang'bu'jue'ping'lan'jiu 夕阳不觉凭阑久
'xi'yao'gong'pan'guo'chong'yang 细腰宫畔过重阳
'xi'yi'chai'jing'zhi'zi'bei 徙倚柴荆只自悲
'xi'you'chu'chu'kan'liu'ti 西游处处堪流涕
'xi'you'wei'lin 溪友为邻
'xi'yu'qi'lv'ru'jian'men 细雨骑驴入剑门
'xi'zai'qian'wan'bu'yi'shi 惜哉千万不一施
'xi'zhao'xi'sai'shan'qian'yue 戏招西塞山前月
'xi'zhe'wang'qin'chu'san'hu 昔者亡秦楚三户
'xia'chi'cheng'luo'hun 下斥乘骡昏
'xia'chuang'tou'ji'ming 下床头鸡鸣
'xia'ling'yi'bian'jing'qi'se 下令一变旌旗色
'xia'ma'cao'jun'shu 下马草军书
'xia'ma'guan'bei'chi'ma'qu 下马观碑驰马去
'xia'ren'zhu'duo'chu'ren'shao 峡人住多楚人少
'xia'yu'ma'gu'xi'xuan'zhou 下与麻姑戏玄洲
'xian'chi'ge 闲池阁
'xian'chou'ran'ran'bin'cheng'si 闲愁冉冉鬓成丝
'xian'chou'ru'fei'xue 闲愁如飞雪
'xian'chou'wan'hu'jiu'bu'di 闲愁万斛酒不敌
'xian'dang'ying'qi'miao 先当营七庙
'xian'fu'ji'ji'bu'rong'chui 县符急急不容炊
'xian'jing'yue'xia'bai'pin'zhou 闲经月下白蘋洲
'xian'ni'you'de'dai'can'hong 衔泥犹得带残红
'xian'qu'guan'zhong'ci'he'bei 先取关中次河北
'xian'ru'you'yu'yi 羡汝有羽翼
'xian'sheng'jie'wu'lv'yan'bian 先生结屋绿岩边
'xian'ta'min'xia'zu'dun'chi 羡他岷下足蹲鸱
'xian'ting'he'yu 闲听荷雨
'xian'wei'jiang'bian'xi'zhu'fang 衔尾江边系朱舫
'xian'yang'bu'lao'san'ri'dao 咸阳不劳三日到
'xian'yu'jing'shui'de 贤愚竟谁得
'xiang'chi'mo'mo'fei'di'qing 相持默默非敌情
'xiang'chuan'ke'xiu'mei'hua'zai 香穿客袖梅花在
'xiang'guo'mo'yan'pin 相过莫厌频
'xiang'jian'fang'zhou'chu'xi'lan 想见芳洲初系缆
'xiang'ke'qi'dai'yu 相可岂待语
'xiang'lai'bing'xue'ning'yan'di 向来冰雪凝严地
'xiang'lai'ku'li'heng 向来酷吏横
'xiang'ling'tian'kai'tai'zong'ye 向令天开太宗业
'xiang'nuo'xi'xiao'sui 乡傩喜笑随
'xiang'xiang'deng'pan'yi'duo'xian 想像登盘已堕涎
'xiang'yu'bu'zhi'wu 项羽不支梧
'xiao'an'mo'fu'du'pang'yang 小庵摩腹独彷徉
'xiao'can'zhuang'zhi 消残壮志
'xiao'cao'qing'shi'qu'ci'cheng 小草清诗取次成
'xiao'er'neng'xu'di'lu'hong 小儿能续地炉红
'xiao'ge'lin'hong'qu 小阁临红蕖
'xiao'gu'hua'de'cheng'zhong'mei 小姑画得城中眉
'xiao'gu'zhui'sui'chun'she'jin 箫鼓追随春社近
'xiao'hu'ning'yuan'lue 小胡宁远略
'xiao'hu'tong'zi'huan'lu'xiang 笑呼童子换炉香
'xiao'ji'he'fang'du'e'nian 小疾何妨度厄年
'xiao'jing'men'ke'kuan 小径门可款
'xiao'lou'yi'ye'ting'chun'yu 小楼一夜听春雨
'xiao'lu'chu'qian'ri'zheng'yan 晓露初乾日正妍
'xiao'qiao'zhi'zai'jin'li'dong 小桥只在槿篱东
'xiao'ren'bai'shou'peng'chuang'deng 笑人白首篷窗灯
'xiao'ri'tong'long'xue'wei'can 晓日曈昽雪未残
'xiao'ru'da'xi'kou 晓入大溪口
'xiao'shi'ren'xi'wu'yu'hun 小市人稀雾雨昏
'xiao'shu'can'fa'shu'jing'si 萧疏残发数茎丝
'xiao'tan 晓叹
'xiao'xiao'bai'fa'wo'pian'zhou 萧萧白发卧扁舟
'xiao'xiao'mu'ye'shi'cheng'qiu 萧萧木叶石城秋
'xiao'yin'zhong'fei'yin 小隐终非隐
'xiao'yu'cui'han'zhu'ke'pao 小雨催寒著客袍
'xiao'yu'ji'liang'zhou'zhong'shu'shui'zhi'xi 小雨极凉舟中熟睡至夕
'xiao'yuan'si'shou'xuan'er'shou 小园四首选二首
'xiao'yuan'yan'cao'jie'lin'jia 小园烟草接邻家
'xiao'zhi'shen'shang'yi 笑指身上衣
'xiao'zui'xian'mian'wo'zi'qi 小醉闲眠我自奇
'xie'feng'wu'lai'ke'tian'yi 斜风无赖客添衣
'xie'hou'ru'ge'chen 邂逅如隔辰
'xie'ke'nu'li'cong'chi'yi 谢客努力从鸱夷
'xie'yang 斜阳
'xin'an'ji'shu'ben 心安疾竖奔
'xin'han'yong'he'yi'shuai'weng 新寒拥褐一衰翁
'xin'jing'you'zhi'ri'yue'chang 心静尤知日月长
'xin'ku'wei'dou'mi 辛苦为斗米
'xin'ran'yu'zhi'jie 欣然与之接
'xin'shi'ke'zhu'jing'ci'ke 新诗刻烛惊词客
'xin'shou'xiao'lu'he'cheng'cai 信手枭卢喝成采
'xin'shuang'chai'li'xia 新霜拆栗罅
'xin'yi'wang'si'shi 心已忘斯世
'xin'zai'tian'shan 心在天山
'xin'zhi'si'you'yu 心知死有馀
'xin'zhu'qin'you'man 新竹侵幽幔
'xing'bian'shan'nan'shan'bei'lu 行遍山南山北路
'xing'bian'tian'ya'qian'wan'li 行遍天涯千万里
'xing'lan'sao'ta'chan'fang'wo 兴阑扫榻襌房卧
'xing'ren'kun'ku'ni'mei'kua 行人困苦泥没胯
'xing'sao'ku'xue'yi'xi'kong 腥臊窟穴一洗空
'xing'yan'ming'shen'jian 幸眼明身健
'xing'yi'tong'jiang'lei'ke'xing 行矣桐江酹客星
'xing'zi'yi'ke'zhai 杏子已可摘
'xiong'ci'xian'shou'yi'hua'shan 胸次先收一华山
'xiong'pi'bai'wan'cong'luan'jia 熊罴百万从銮驾
'xiong'zhong'lei'luo'cang'wu'bing 胸中磊落藏五兵
'xiu'guan'shang'shi'guan 休官尚是官
'xiu'li'kong'yu'san'fu'cao 袖里空余三赋草
'xiu'ming'wei'li'hua'fa'sheng 修名未立华发生
'xiu'shi'kou'dong'fu 袖诗叩东府
'xiu'wei'lao'ji'fu'li'bei 羞为老骥伏枥悲
'xu'chou'yi'dang'you'xu'jiu 许愁亦当有许酒
'xu'chuang'shu'shui'shui'jing'jue 虚窗熟睡谁惊觉
'xu'duo'shi'fu'gui 许多时富贵
'xu'fu'ming'shan'cai'yao'qi 虚负名山采药期
'xu'guo'sui'jian'bin'yi'ban 许国虽坚鬓已斑
'xu'ru'wei'mao'zhe 须如猬毛磔
'xu'tang'chen'bu'sao 虚堂尘不扫
'xu'tang'feng'ci'zi'du'zi 虚堂奉祠子杜子
'xu'tang'yu'guo'sheng'liang'si 虚堂雨过生凉颸
'xu'yu'shou'juan'fu'ba'jiu 须臾收卷复把酒
'xuan'gai'chuan'hu'zhen'yi'hong 轩盖传呼真一哄
'xuan'hua'wu'shu'zhu'ti'ying 宣华无树著啼莺
'xuan'shang'de'shi 轩裳得失
'xuan'wen'hu'ma'ji'gua'zhou 旋闻胡马集瓜州
'xuan'xiong'cang'si'ji'ru'fu 玄熊苍兕积如阜
'xuan'zhi'long'jun'wei'shui'jia 悬知龙君未税驾
'xue'dui'bian'man'si'shan'zhong 雪堆遍满四山中
'xue'gu'xin'you'zhuang 学古心犹壮
'xue'hou'ku'han'xing'rao'fu'dao'zhong'you'gan 雪后苦寒行饶抚道中有感
'xue'nue'feng'tao'yu'lin'ran 雪虐风饕愈凛然
'xue'ya'meng'zhan'ye'xia'cheng 雪压蒙毡夜下程
'xue'ya'qing'zhan 雪压青毡
'xue'zhong'tong'yin'bai'ke'kong 雪中痛饮百榼空
'xun'hua'xiang'mo 寻花巷陌
'xun'long'xiang'leng'huan'chun'yi 熏笼香冷换春衣
'xun'sao'ying'huang'yu 汛扫迎皇舆
'yan'chen'mo'mo'an'liang'jing 烟尘漠漠暗两京
'yan'he'zhi'xin'shang 岩壑知心赏
'yan'kan'yan'zhi'chui'zuo'xue 眼看燕脂吹作雪
'yan'qian'lu'lu'shui'zhi'ci 眼前碌碌谁知此
'yan'ru'yan'dian'bu'kan'ren 眼如岩电不看人
'yan'shu'cen'ci'ren'wu'chang 烟树参差认武昌
'yan'shu'zu'jian'qi 言疏卒见弃
'yan'tou'mai'shuang'tu 檐头买双兔
'yan'yu'fu'bo'zhen'yi'ma 艳澦浮波真一马
'yan'yu'kong'meng'zui'kan'le 烟雨空蒙最堪乐
'yan'yu'ming'ming'kai'ju'hua 烟雨冥冥开橘花
'yan'yu'qi'mi'yun'meng'ze 烟雨凄迷云梦泽
'yan'yu'yi'zhong'liu 灩澦屹中流
'yan'zhao'wo'jiu'jiang 燕赵我旧疆
'yan'zheng'mo'jun'bu 眼正魔军怖
'yan'zhu'chao'dian'yi 研朱朝点易
'yan'zi'zheng'ni'zhu'kan'wai 燕子争泥朱槛外
'yang'cheng'han'bi'ying'lian'yi 养成寒碧映涟漪
'yang'kuang'shi'yao'cheng'du'shi 阳狂施药成都市
'yang'liu'jia'dao'che'sheng'gao 杨柳夹道车声高
'yang'si'qing'zhen'shui'man'shi 秧似青鍼水满时
'yao'guan'wu'ze'kong'fu'lu 要官无责空赋禄
'yao'jian'yu'jian'jiu'diao'ling 腰间羽箭久凋零
'yao'lu'dan'zao'shang'ru'xin 药炉丹灶尚如新
'yao'qian'tian'shan'jian'er'chang 要遣天山健儿唱
'yao'shi'fu'liang'jing 要是复两京
'yao'shi'jiang'nan'you'ci'ren 要是江南有此人
'yao'shi'shi'jian'nan'zi'shi 要是世间男子事
'yao'shi'xiong'zhong'bu'fu'tian 要是胸中不负天
'yao'shun'shang'bu'you'bai'man 尧舜尚不有百蛮
'yao'wan'tian'he'xi'luo'song 要挽天河洗洛嵩
'yao'yao'qi'qian'jing 摇摇跂前旌
'yao'zhe'bai'liao'di 腰折百僚底
'yao'zu'ping'sheng'wu'che'du 要足平生五车读
'ye'ban'qi'fan'niu 夜半起饭牛
'ye'ban'tiao'deng'geng'xi'kan 夜半挑灯更细看
'ye'bo'shui'cun 夜泊水村
'ye'chu'chi'lie'chang'ban'han 夜出驰猎常半酣
'ye'chuan'chuang'fei'chu'guang'mang 夜穿窗扉出光芒
'ye'du'bing'shu 夜读兵书
'ye'du'cen'jia'zhou'shi'ji 夜读岑嘉州诗集
'ye'du'dong'jing'ji 夜读东京记
'ye'du'shi'cang'shu 夜读世藏书
'ye'du'yong'ma'lie 夜渡拥马鬣
'ye'dui'wu'ren'ye'zi'chong 野碓无人夜自舂
'ye'guan'qin'shu'di'tu 夜观秦蜀地图
'ye'gui'ji'xue'man'diao'qiu 夜归急雪满貂裘
'ye'gui'ou'huai'gu'ren'du'gu'jing'lue 夜归偶怀故人独孤景略
'ye'gui'sha'tou'yu'ru'zhu 夜归沙头雨如注
'ye'jiong'yao'wen'yu'jian'sheng 野迥遥闻羽箭声
'ye'lan'wen'ji'yu 夜阑闻急雨
'ye'lan'wo'ting'feng'chui'yu 夜阑卧听风吹雨
'ye'shui'e'qun'ming 野水鹅群鸣
'ye'su'mian'yang'yi 夜宿沔阳驿
'ye'ting'su'su'chuang'zhi'ming 夜听簌簌窗纸鸣
'ye'tuo'diao'qiu'fu'xiang'jiang 夜脱貂裘抚降将
'ye'wen'xi'shuai 夜闻蟋蟀
'ye'wen'yan'sheng'qi'tai'xi 夜闻雁声起太息
'ye'ye'hu'zhong'kan'yue'sheng 夜夜湖中看月生
'ye'yu'shen'jun'le'fei'meng 夜遇神君了非梦
'ye'zhang'niu'jiu'zheng'lin'li 野帐牛酒争淋漓
'ye'zuo'peng'chuang'wan'he'feng 夜坐蓬窗万壑风
'yi'bao'de'yi'han 一饱得亦罕
'yi'bei'ji'shen'di'qiong'mi 一杯荠糁敌琼糜
'yi'chuang'kuan'you'yu 一床宽有余
'yi'chun'shao'yu'you'han'han 一春少雨忧旱暵
'yi'dai'wen'zhang'shui'ru'shu 一代文章谁汝数
'yi'dian'feng'chuan'san'guan'xin 一点烽传散关信
'yi'fan'han'ri'guo'huang'zhou 一帆寒日过黄州
'yi'fang'wu'mu'deng'gao'cheng 一放吾目登高城
'yi'fen'gong'ming'fei'li'zhi 已分功名非力致
'yi'feng'han'jie'jie'zhan'yi 亦逢汉节解沾衣
'yi'gan'ta'nian'xia'bai'cheng 一笴他年下百城
'yi'guan'jian'pu'gu'feng'cun 衣冠简朴古风存
'yi'hu'ying'gu'lei 忆呼鹰古垒
'yi'huai'chou'xu 一怀愁绪
'yi'ji'zhuan'zuo'gou'zhong'ji 一饥转作沟中瘠
'yi'jia'bai'mu'chang'wu'chou 一家百亩长无愁
'yi'jia'zhi'yu'dong'guan'zhu 移家只欲东关住
'yi'ju'chu'chu'man 遗句处处满
'yi'ju'ding'ning'jun'ji'qu 一句丁宁君记取
'yi'juan'bing'shu 一卷兵书
'yi'kuang'zhi'yu'shan'chun'feng 倚狂直欲擅春风
'yi'lan'o'wu'zi 倚阑哦五字
'yi'lao'bu'ying'zhi'ci'hen 遗老不应知此恨
'yi'lou'nv'er'xiao'ying'ke 倚楼女儿笑迎客
'yi'lu'chan'chan'ning'yuan'lue 遗虏孱孱宁远略
'yi'mei'shi'lei'hen 衣袂湿泪痕
'yi'men'han'fa'dao'sun'zi 一门酣法到孙子
'yi'men'shang'ma'qian'feng'xue 驿门上马千峰雪
'yi'men'yi'lu'bi'huai'gen 驿门移路避槐根
'yi'min'gao'xue'bao'chai'lang 遗民膏血饱豺狼
'yi'min'lei'jin'hu'chen'li 遗民泪尽胡尘里
'yi'min'lun'zuo'ren 遗民沦左衽
