'ai'chen 爱臣
'xiang'zhu'dong'lai'zuo'shi'bo'yi 详注东莱左氏博议
'xiang'zu'bi'ji 香祖笔记
'xiao'an'xin'fa 晓庵新法
'xiao'bi 小毖
'xiao'bian 小弁
'xiao'bian'zhai'ou'cun 小辨斋偶存
'xiao'bing 萧秉
'xiao'bu 校补
'xiao'chu 小畜
'xiao'ci'tang 孝慈堂
'xiao'ci'tang'shu'mu 孝慈堂书目
'xiao'dai'li 小戴礼
'xiao'er'wei'sheng'zong'wei'lun'fang 小儿卫生总微论方
'xiao'fen 萧奋
'xiao'gai 萧该
'xiao'guo 小过
'xiao'heng'ji 小亨集
'xiao'ji 校记
'xiao'ji'shi'ben 校辑世本
'xiao'jing'cuo'wei 孝经错纬
'xiao'jing'da'yi 孝经大义
'xiao'jing'ding'ben 孝经定本
'xiao'jing'he'tu 孝经河图
'xiao'jing'huang'yi 孝经皇义
'xiao'jing'ji'chuan 孝经集传
'xiao'jing'jie'zan 孝经解赞
'xiao'jing'kan'wu 孝经刊误
'xiao'jing'lei 孝经类
'xiao'jing'nei'ji 孝经内记
'xiao'jing'nei'shi 孝经内事
'xiao'jing'shu 孝经疏
'xiao'jing'shu'zhu 孝经述注
'xiao'jing'wei 孝经纬
'xiao'jing'wen 孝经问
'xiao'jing'yan'yi 孝经衍义
'xiao'jing'yi'shu'bu 孝经义疏补
'xiao'jing'zhang'ju 孝经章句
'xiao'jing'zheng'wen 孝经徵文
'xiao'jing'zheng'yi 孝经正义
'xiao'jing'zhi'jie 孝经指解
'xiao'jing'zhu'shu 孝经注疏
'xiao'ke 校刻
'xiao'min 小旻
'xiao'ming 小明
'xiao'ming'gao 小鸣稿
'xiao'ming'lu 小名录
'xiao'qu 小取
'xiao'rong 小戎
'xiao'shan'ci 小山词
'xiao'shan'hua'pu 小山画谱
'xiao'shan'lei'gao 小山类稿
'xiao'shi 孝诗
'xiao'shi'fei 校是非
'xiao'shi'xu'hou'han'shu 萧氏续后汉书
'xiao'shuo'jia'lei 小说家类
'xiao'tang'ji'gu'lu 啸堂集古录
'xiao'te'sheng 效特牲
'xiao'ti 小题
'xiao'wan 小宛
'xiao'wang'zhi 萧望之
'xiao'xia'hou 小夏侯
'xiao'xia'hou'shang'shu 小夏侯尚书
'xiao'xing 小星
'xiao'xing'lan 孝行览
'xiao'xu 小序
'xiao'xue'da'wen 小学答问
'xiao'xue'gan'zhu 小学绀珠
'xiao'xue'gou'chen 小学钩沉
'xiao'xue'kao 小学考
'xiao'xue'lei 小学类
'xiao'ya 小雅
'xiao'yao'you 逍遥游
'xiao'yi'tong 校异同
'xiao'yun'cong 萧云从
'xiao'zheng 校证
'xiao'zi'lu 小字录
'xiao'zong'hui'yao 孝宗会要
'xie'ao 谢翱
'xie'ben 写本
'xie'fang'de 谢枋得
'xie'fei 谢朏
'xie'gai 谢该
'xie'ji'bian'fang'shu 协纪辨方书
'xie'ke 写刻
'xie'lue 蟹略
'xie'man'qing 谢曼卿
'xie'pu 蟹谱
'xie'qi'kun 谢启昆
'xie'sheng'biao 谐声表
'xie'sheng'pian'pang 谐声偏旁
'xie'wei'xin 谢维新
'xie'xi'shen 谢希深
'xie'xuan'cheng'ji 谢宣城集
'xie'yan'nian 谢延年
'xie'yun 协韵
'xie'yun 叶韵
'xie'zhai'jia'shu'shu'chao 絜斋家塾书钞
'xie'zhen 谢桢
'xin'an'wen'xian'zhi 新安文献志
'xin'an'zhi 新安志
'xin'bu 新簿
'xin'chu'san'ti'shi'jing'kao 新出三体石经考
'xin'du 心度
'xin'fa'suan'shu 新法算书
'xin'fang'yan 新方言
'xin'jia'jiu'jing'zi'yang 新加九经字样
'xin'jing'zheng'jing 心经政经
'xin'jiu'tang'shu'he'chao 新旧唐书合钞
'xin'jiu'tang'shu'hu'zheng 新旧唐书互证
'xin'kan'ping'shui'li'bu'yun'lue 新刊平水礼部韵略
'xin'lun 新论
'xin'nan'shan 信南山
'xin'quan'xue'shi'gao 心泉学诗稿
'xin'shu 新书
'xin'tai 新台
'xin'tang'shu 新唐书
'xin'tang'shu'jiu'miu 新唐书纠谬
'xin'wei 信伪
'xin'wu'dai'shi 新五代史
'xin'xu 新序
'xin'xue'wei'jing'kao 新学伪经考
'xin'yi'fa'wei 心易发微
'xin'yi'xiang'fa'yao 新仪象法要
'xin'yu 新语
'xing'bing 邢昺
'xing'de'fang 刑德放
'xing'e 性恶
'xing'fa 刑法
'xing'fa 形法
'xing'fa'lue 刑法略
'xing'fa'zhi 刑法志
'xing'gu 性故
'xing'jin'er'wu 形近而误
'xing'jun 行均
'xing'li'da'quan'shu 性理大全书
'xing'li'jing'yi 性理精义
'xing'li'kao'yuan 星历考原
'xing'li'qun'shu'ju'jie 性理群书句解
'xing'lu 行露
'xing'lu'sheng'dian 幸鲁盛典
'xing'ming 刑名
'xing'ming'su'yuan 星命溯源
'xing'ming'zong'kuo 星命总括
'xing'qian'ji 省愆集
'xing'qing'ji 性情集
'xing'shan'tang'gao 性善堂稿
'xing'shi'ji'jiu'pian 姓氏急就篇
'xing'shu 邢澍
'xing'suan 星算
'xing'ting'zhai'gao 杏庭摘稿
'xing'wei 行苇
'xing'wen'shu 兴文署
'xing'wen'shu'ben 兴文署本
'xing'xue'da'cheng 星学大成
'xing'xun 形训
'xing'yang'wai'shi'ji 荥阳外史集
'xing'zhuang 行状
'xiong'an'sheng 熊安生
'xiong'feng'ji 熊峰集
'xiong'zhi 雄雉
'xiong'zhong 熊忠
'xiu'ci'jian'heng 修辞鉴衡
'xiu'gong'ting'xun'xi'lu 绣公亭熏习录
'xiu'shen 修身
'xiu'shi 修史
'xiu'shu 修书
'xiu'wu'xun 修务训
'xiu'zhen'ben 袖珍本
'xu'ao 徐敖
'xu'bian 续编
'xu'bing'yi 徐秉义
'xu'bo'wu'zhi 续博物志
'xu'cha'jing 续茶经
'xu'chong 许沖
'xu'chuan 序传
'xu'ding 徐鼎
'xu'fang'yan 续方言
'xu'gong 徐公
'xu'gu'jin'kao 续古今考
'xu'gu'wen'yuan 续古文苑
'xu'guang 徐广
'xu'gui'lin 许桂林
'xu'han'jian 续汗简
'xu'hou'han'shu 续后汉书
'xu'hua'pin 续画品
'xu'ji 续集
'xu'jian 徐坚
'xu'kai 徐锴
'xu'li 序例
'xu'liang 徐良
'xu'lu 叙录
'xu'lu 续录
'xu'lv'shi'jia'shu'du'shi'ji 续吕氏家塾读诗记
'xu'meng'zi 续孟子
'xu'miao 徐邈
'xu'ming'yi'lei'an 续名医类案
'xu'qi'xie'ji 续齐谐记
'xu'qian 许谦
'xu'qian'xue 徐乾学
'xu'shan 徐善
'xu'shang 许商
'xu'shen 许慎
'xu'sheng 徐生
'xu'sheng 许生
'xu'shi'bi'jing 徐氏笔精
'xu'shi'chuan'niao'ming 续诗传鸟名
'xu'shi'chuan'niao'ming'juan 续诗传鸟名卷
'xu'shi'hua 续诗话
'xu'shu'pu 续书谱
'xu'song 徐松
'xu'song'bian'nian'zi'zhi'tong'jian 续宋编年资治通鉴
'xu'tian'lin 徐天麟
'xu'tong'dian 续通典
'xu'tong'zhi 续通志
'xu'wei'shi'li'ji'ji'shuo 续卫氏礼记集说
'xu'wen'jing 徐文靖
'xu'wen'xian'tong'kao 续文献通考
'xu'wen'zhang'zheng'zong 续文章正宗
'xu'wu'dang 徐无党
'xu'wu'gui 徐无鬼
'xu'xi'si'jing'shi'ji 须溪四景诗集
'xu'xia'ke'you'ji 徐霞客游记
'xu'xian'zhuan 续仙传
'xu'xiang 徐襄
'xu'xiao'mu'ji'jian'zhu 徐孝穆集笺注
'xu'xuan 徐铉
'xu'xuan'qu'ji 续轩渠集
'xu'xun 徐巡
'xu'yan 徐偃
'xu'yan 徐延
'xu'yan 徐彦
'xu'yan 许晏
'xu'yuan 徐爰
'xu'yuan'gao 徐元诰
'xu'zhai'ji 虚斋集
'xu'zheng 许郑
'xu'zhou'ji 虚舟集
'xu'zi'zhi'tong'jian'chang'bian 续资治通鉴长编
'xu'zun'ming 徐遵明
'xuan'de'ding'yi'pu 宣德鼎彝谱
'xuan'feng'zhuang 旋风装
'xuan'gong 宣公
'xuan'he'bei'yuan'gong'cha'lu 宣和北苑贡茶录
'xuan'he'bo'gu'tu 宣和博古图
'xuan'he'feng'shi'gao'li'tu'jing 宣和奉使高丽图经
'xuan'he'hua'pu 宣和画谱
'xuan'he'shu'pu 宣和书谱
'xuan'ji'qian 璇玑钤
'xuan'ji'shu 璇玑枢
'xuan'ji'tu'shi'du'fa 璇玑图诗读法
'xuan'ju'lue 选举略
'xuan'ming'fang'lun 宣明方论
'xuan'niao 玄鸟
'xuan'shi'ju'tu 选诗句图
'xuan'shi'zhi 宣室志
'xuan'zhen'zi 玄真子
'xue'an 学案
'xue'chuang'ji 雪窗集
'xue'er 学而
'xue'fu'cheng 薛福成
'xue'gu'bian 学古编
'xue'gu'xu'yan 学古绪言
'xue'guang'de 薛广德
'xue'han 薛汉
'xue'ji 学记
'xue'ji'cong'gao 雪矶丛稿
'xue'li'zhi'yi 学礼质疑
'xue'lin 学林
'xue'lou'ji 雪楼集
'xue'lv'zhai'bi'ji 雪履斋笔记
'xue'po'ji 雪坡集
'xue'shang'gong 薛尚功
'xue'shi 学史
'xue'shi'yi'an 薛氏医案
'xue'tang 雪堂
'xue'tao'li'ye'shi'ji 薛涛李冶诗集
'xue'yan'gao 学言稿
'xue'yi'chu'jin 学易初津
'xue'yi'ji 学易记
'xue'yong'zheng'shuo 学庸正说
'xue'yu'tang'wen'ji 学馀堂文集
'xue'zhai'zhan'bi 学斋佔毕
'xue'zhai'zhan'bi 学斋占毕
'xun'gu 训诂
'xun'jie 训解
'xun'jing'juan 蟫精隽
'xun'kuang 荀况
'xun'xu 荀勖
'xun'yin'ji 巽隐集
'xun'yue 荀悦
'xun'zhi'zhai'ji 逊志斋集
'xun'zi 荀子
'xun'zi'ji'jie 荀子集解
'xun'zi'kao'yi 荀子考异
'xun'zi'zhu 荀子注
'xun'zuan 训纂
'ya'song'zheng'yin 雅颂正音
'yan'an'le 颜安乐
'yan'bei'za'zhi 研北杂志
'yan'can 严粲
'yan'du 延笃
'yan'fan'lu 演繁录
'yan'fan'lu 演繁露
'yan'ji 衍极
'yan'jian 砚笺
'yan'jiao'ji'wen 炎徼纪闻
'yan'ke'jun 严可均
'yan'kong'tu 演孔图
'yan'li 燕礼
'yan'ling'ji 严陵集
'yan'men'ji 雁门集
'yan'peng'zu 严彭祖
'yan'ping'da'wen 延平答问
'yan'pu 砚谱
'yan'qin'kao 燕寝考
'yan'qin'tong'zuan 演禽通纂
'yan'ruo'qu 阎若璩
'yan'shan'ji 俨山集
'yan'shan'tang'bie'ji 弇山堂别集
'yan'shan'wai'ji 俨山外集
'yan'shan'za'ji 颜山杂记
'yan'shan'zhai'za'ji 砚山斋杂记
'yan'shi 砚史
'yan'shi'ji 燕石集
'yan'shi'jia'xun 颜氏家训
'yan'shi'jia'xun'kao'zheng 颜氏家训考证
'yan'ti 颜体
'yan'tie'lun 盐铁论
'yan'wen 衍文
'yan'xia'fang'yan 岩下放言
'yan'xing'gui'jian 言行龟鉴
'yan'yan 燕燕
'yan'yi 燕义
'yan'yi'yi'mou'lu 燕翼诒谋录
'yan'ying'zhai'du'shu'ji 雁影斋读书记
'yan'you'si'ming'zhi 延佑四明志
'yan'yuan 颜渊
'yan'yuan'sun 颜元孙
'yan'zhai'kao'gong'ji'jie 鬳斋考工记解
'yan'zhen 颜贞
'yan'zhong 淹中
'yan'zhou'shi'hua 彦周诗话
'yan'zhou'si'bu'gao 弇州四部稿
'yan'zi 衍字
'yan'zi'chun'qiu 晏子春秋
'yan'zi'chun'qiu'yin'yi 晏子春秋音义
'yang'bi 羊弼
'yang'bo'yan 杨伯嵓
'yang'ci 杨赐
'yang'fu 杨复
'yang'fu'ji 杨复吉
'yang'gong'bi'lu 杨公笔录
'yang'he 杨何
'yang'huo 阳货
'yang'jian 杨简
'yang'jie'tang'ji 仰节堂集
'yang'jing 杨倞
'yang'lun 杨伦
'yang'meng'wen'ji 养蒙文集
'yang'mo 杨墨
'yang'ping 阳平
'yang'qiu 阳秋
'yang'quan 扬权
'yang'rong 杨荣
'yang'ru 阳入
'yang'shao'he 杨绍和
'yang'shen 杨慎
'yang'sheng'zhu 养生主
'yang'shi'xun 杨士勋
'yang'shi'yi'zhuan 杨氏易传
'yang'shou'jing 杨守敬
'yang'wen'zhong'san'lu 杨文忠三录
'yang'wu'zhai'ji 养吾斋集
'yang'xin'lu 养新录
'yang'xiu 阳休
'yang'xuan'zhi 杨衒之
'yang'yi 杨亿
'yang'zhi'shui 扬之水
'yang'zhong'hong'ji 杨仲弘集
'yang'zhong'jie'ji 杨忠介集
'yang'zhong'min'ji 杨忠愍集
'yang'zhou'shao'yao'pu 扬州芍药谱
'yang'zhu 杨朱
'yang'zi'fa'yan 扬子法言
'yang'zi'fa'yan'yin'yi 扬子法言音义
'yang'zi'yun'ji 扬子云集
'yao'ci 爻辞
'yao'di'pao'zhuang 药地炮庄
'yao'dian 尧典
'yao'fang'qiao'chang 药房樵唱
'yao'feng'wen'chao 尧峰文钞
'yao'ji'heng 姚际恒
'yao'kuan 姚宽
'yao'lue 要略
'yao'nai 姚鼐
'yao'ping 姚平
'yao'shi'shan'ren'gao 瑶石山人稿
'yao'wen 尧问
'yao'wen'tian 姚文田
'yao'xuan 姚铉
'yao'yi 要义
'yao'yong'za'zi 要用杂字
'yao'yong'zi'yuan 要用字苑
'yao'yue 尧曰
'yao'zi'yuan 要字苑
'ye'ba'bai'yi'zhuan 叶八白易传
'ye'cai'bo'lu 野菜博录
'ye'chu'ji 野处集
'ye'chu'lei'gao 野处类稿
'ye'chu'lei'gao 野处类藁
'ye'da'qing 叶大庆
'ye'de'hui 叶德辉
'ye'gu'ji 野古集
'ye'gu'shi'gao 野谷诗稿
'ye'ke'cong'shu 野客丛书
'ye'meng'de 叶梦得
'ye'qu'you'sheng'hua 野趣有声画
'ye'shi 叶时
'ye'shi 叶适
'ye'shi'chun'qiu'chuan 叶氏春秋传
'ye'shi'yuan 也是园
'ye'shi'yuan'shu'mu 也是园书目
'ye'tu'zheng 叶图徵
'ye'yan'gui 叶延珪
'ye'yi'bao 叶弈苞
'ye'you'man'cao 野有蔓草
'ye'you'si'qun 野有死麕
'ye'yun 叶韵
'ye'yun'hui'ji 叶韵汇辑
'ye'zhong'ji 邺中记
'yi'an'ju'shi'ji 颐庵居士集
'yi'an'wen'ji 抑庵文集
'yi'an'wen'xuan 颐庵文选
'yi'bai'zhai'gao 夷白斋稿
'yi'bang 依傍
'yi'ben'ci'xiong'tu 异本雌雄图
'yi'bi'chuan 易裨传
'yi'bian 疑辨
'yi'bian'ti'yi 易变体义
'yi'bin'ji 伊滨集
'yi'bing 议兵
'yi'bu'fang'wu'lue'ji 益部方物略记
'yi'bu'tan'zi 益部谈资
'yi'chen'shuo'jing 以谶说经
'yi'chuan 伊川
'yi'chuan'deng 易传灯
'yi'chuan'fu'jing 以传附经
'yi'chuan'yi'zhuan 伊川易传
'yi'ci'hai'ming 以词害命
'yi'feng'wen'ji 一峰文集
'yi'fu 义府
'yi'fu'lu'zuan'zhu 易附录纂注
'yi'fu'shi 易服饰
'yi'gou 艺彀
'yi'gu 疑古
'yi'gu'tang'ti'ba 仪顾堂题跋
'yi'gu'yan'duan 益古演段
'yi'gua'tu'shuo 易卦图说
'yi'guan'wen'da 一贯问答
'yi'han'xue 易汉学
'yi'ji 义记
'yi'ji 佚籍
'yi'ji 益稷
'yi'ji 遗籍
'yi'jia'lei 医家类
'yi'jian 易笺
'yi'jian'shuo 易简说
'yi'jian'zhi 夷坚志
'yi'jian'zhi'zhi 夷坚支志
'yi'jie 猗嗟
'yi'jing 医经
'yi'jing'cun'yi 易经存疑
'yi'jing'meng'yin 易经蒙引
'yi'jing'su'hui'ji 医经溯洄集
'yi'jing'tong'zhu 易经通注
'yi'jing'yun'da'yi 易精蕴大义
'yi'jing'zheng'chen 以经证谶
'yi'jing'zhong'lun 易经衷论
'yi'jue'liao'za'ji 猗觉寮杂记
'yi'lei 易类
'yi'lei'yuan'rong 医垒元戎
'yi'li 义例
'yi'li 易例
'yi'li 逸礼
'yi'li'gu'jin'wen'shu'yi 仪礼古今文疏义
'yi'li'han'du'kao 仪礼汉读考
'yi'li'ji'bian 仪礼集编
'yi'li'ji'shi 仪礼集释
'yi'li'ji'shuo 仪礼集说
'yi'li'jing'zhuan'tong'jie 仪礼经传通解
'yi'li'jing'zhuan'tong'jie'xu 仪礼经传通解续
'yi'li'pang'tong'tu 仪礼旁通图
'yi'li'shang 仪礼商
'yi'li'shi'gong 仪礼释宫
'yi'li'shi'gong'zeng'zhu 仪礼释宫增注
'yi'li'shi'jing'jiao'kan'ji 仪礼石经校勘记
'yi'li'shi'wu 仪礼识误
'yi'li'shi'yi 仪礼释义
'yi'li'shi'zhu 仪礼释注
'yi'li'shu 仪礼疏
'yi'li'shu'zhu 仪礼述注
'yi'li'si'jian 仪礼私笺
'yi'li'tu 仪礼图
'yi'li'xi'yi 仪礼析疑
'yi'li'xiao'shu 仪礼小疏
'yi'li'yao'yi 仪礼要义
'yi'li'yi'jing 仪礼逸经
'yi'li'yin 仪礼音
'yi'li'zhang'ju 仪礼章句
'yi'li'zheng'yi 仪礼正义
'yi'li'zheng'zhu'ju'dou 仪礼郑注句读
'yi'li'zhu'shu 仪礼注疏
'yi'li'zhu'shu'xiang'xiao 仪礼注疏详校
'yi'lin 意林
'yi'lin'hui'kao 艺林汇考
'yi'lin'xue'shan 艺林学山
'yi'luo'yuan'yuan'lu 伊洛渊源录
'yi'lv'ji 医闾集
'yi'men'du'shu'ji 义门读书记
'yi'men'fa'lv 医门法律
'yi'nian'lu 疑年录
'yi'quan 易筌
'yi'rang'tai'chang'bo'shi'shu 移让太常博士书
'yi'shan'ji 遗山集
'yi'shan'shi'hua 颐山诗话
'yi'shan'wen'ji 一山文集
'yi'shi 佚失
'yi'shi 绎史
'yi'shi 逸诗
'yi'shu 义疏
'yi'shu 佚书
'yi'shu 逸书
'yi'shu'gou'yin'tu 易数钩隐图
'yi'shu'lei 艺术类
'yi'shuo 医说
'yi'shuo 易说
'yi'shuo 遗说
'yi'si 易俟
'yi'tong 易通
'yi'tong'bian 易通变
'yi'tong'shi 易通释
'yi'tong'zi'wen 易童子问
'yi'tu'lue 易图略
'yi'tu'ming'bian 易图明辨
'yi'tu'shuo 易图说
'yi'tu'tong'bian 易图通变
'yi'tuo'xiang'lei 依托象类
'yi'wai'bie'zhuan 易外别传
'yi'wei 易纬
'yi'wei'bian'zhong'bei 易纬辨终备
'yi'wei'ji'lan'tu 易纬稽览图
'yi'wei'kun'ling'tu 易纬坤灵图
'yi'wei'qian'yuan'xu'zhi'ji 易纬乾元序制记
'yi'wei'shi'lei'mou 易纬是类谋
'yi'wei'tong'gua'yan 易纬通卦验
'yi'wen 佚文
'yi'wen 异文
'yi'wen 异闻
'yi'wen 遗文
'yi'wen'hai'ci 以文害辞
'yi'wen'lei'ju 艺文类聚
'yi'wen'lue 艺文略
'yi'wen'zhi 艺文志
'yi'wu 义乌
'yi'xi 噫嘻
'yi'xiang'chao 易像钞
'yi'xiang'da'yi'cun'jie 易象大意存解
'yi'xiang'gou'jie 易象钩解
'yi'xiang'tu'shuo 易象图说
'yi'xiang'yi 易象义
'yi'xiang'yi'yan 易象意言
'yi'xiang'zheng 易象正
'yi'xiao'tie 易小帖
'yi'xiao'zhuan 易小传
'yi'xuan'ji 易璇玑
'yi'xue 易学
'yi'xue'bian'huo 易学辨惑
'yi'xue'bian'tong 易学变通
'yi'xue'lan'shang 易学滥觞
'yi'xue'qi'meng 易学启蒙
'yi'xue'qi'meng'tong'shi 易学启蒙通释
'yi'xue'qi'meng'xiao'zhuan 易学启蒙小传
'yi'xue'xiang'shu'lun 易学象数论
'yi'xue'yuan'liu'lun 医学源流论
'yi'xun 义训
'yi'xun 伊训
'yi'yan 意言
'yi'yao 疑耀
'yi'yi 易义
'yi'yi 遗逸
'yi'yi'bie'lu 易义别录
'yi'yi'chuan 易翼传
'yi'yi'gu'xiang'tong 易义古象通
'yi'yi'jie 一义解
'yi'yi'ni'zhi 以意逆志
'yi'yi'shu'xin 易翼述信
'yi'yi'shuo 易翼说
'yi'yi'zong 易翼宗
'yi'yin 易音
'yi'yong 易用
'yi'yu 易馀
'yi'yu'ji 疑狱集
'yi'yu'lu 异域录
'yi'yu'tang'gao 亦玉堂稿
'yi'yu'tu'zan 异鱼图赞
'yi'yu'tu'zan'bu 异鱼图赞补
'yi'yu'tu'zan'jian 异鱼图赞笺
'yi'yuan 异苑
'yi'yuan 易原
'yi'yuan'ao'yi 易源奥义
'yi'yuan'jiu'zheng 易原就正
'yi'yun 易韵
'yi'yun'shu'she 艺芸书舍
'yi'yun'shu'she'song'yuan'ben'shu'mu 艺芸书舍宋元本书目
'yi'zhai'ji 易斋集
'yi'zhai'ji 毅斋集
'yi'zhai'wen'bian 彝斋文编
'yi'zhai'wen'ji 异斋文集
'yi'zhang'ju 易章句
'yi'zheng 义证
'yi'zheng'zhu 易郑注
'yi'zhi'xu'yu 医旨绪馀
'yi'zhou'ming'hua'lu 益州名画录
'yi'zhou'shu 逸周书
'yi'zhou'shu'bu'zhu 逸周书补注
'yi'zhu 仪注
'yi'zhuan 易传
'yi'zhuo 易酌
'yi'zuan'yan 易纂言
'yi'zuan'yan'wai'yi 易纂言外翼
'yin'chong 殷崇
'yin'ci 音辞
'yin'ci'pian 音辞篇
'yin'dian 印典
'yin'fan 殷璠
'yin'feng 阴丰
'yin'fu'jing'jiang'yi 阴符经讲义
'yin'fu'jing'jie 阴符经解
'yin'fu'jing'kao'yi 阴符经考异
'yin'geng'shi 尹更始
'yin'gong 隐公
'yin'hai'jing'wei 银海精微
'yin'he'jing'nian'pu 尹和靖年谱
'yin'hua'lu 因话录
'yin'jia 殷佳
'yin'jin'er'wu 音近而误
'yin'ju'tong'yi 隐居通议
'yin'jun 殷钧
'yin'li 音理
'yin'lun 音论
'yin'lv 音律
'yin'ping 阴平
'yin'pu 音谱
'yin'qi'lei 殷其雷
'yin'qiao'ji 蚓窍集
'yin'ru 阴入
'yin'shang'zhen'bu'wen'zi'kao 殷商贞卜文字考
'yin'shi 音式
'yin'shi 音释
'yin'shi'ben 音释本
'yin'shi'fu 阴时夫
'yin'wen'cun 殷文存
'yin'wen'zi 尹文子
'yin'wu 殷武
'yin'xi 音系
'yin'xian 尹咸
'yin'xu'shu'qi 殷墟书契
'yin'xu'shu'qi'hou'bian 殷墟书契后编
'yin'xu'shu'qi'jing'hua 殷墟书契菁华
'yin'xu'shu'qi'kao'shi 殷墟书契考释
'yin'xu'shu'qi'xu'bian 殷墟书契续编
'yin'xue'bian'wei 音学辨微
'yin'yang'wu'xing 阴阳五行
'yin'yi 尹毅
'yin'yi 音义
'yin'yin'qiu'yi 因音求义
'yin'yuan'ji 因园集
'yin'yun'chan'wei 音韵阐微
'yin'yun'shu'wei 音韵述微
'yin'zheng 印证
'yin'zheng 胤征
'yin'zhong 殷忠
'yin'zhong'kan 殷仲堪
'ying'chuan'ji 盈川集
'ying'chuan'yu'xiao 颍川语小
'ying'di'wang 应帝王
'ying'gong 嬴公
'ying'ke 颖客
'ying'kui'lv'sui 瀛奎律髓
'ying'ping'er'zhou'di'ming'ji 营平二州地名记
'ying'rui'tu 应瑞图
'ying'shao 应劭
'ying'shu'yu'lu 楹书隅录
'ying'yin 影印
'ying'yin'ben 影印本
'ying'zao'fa'shi 营造法式
'ying'zhai'za'zhu 应斋杂著
'yong'an'ji 庸庵集
'yong'feng 鄘风
'yong'jia'ba'mian'feng 永嘉八面锋
'yong'lu 雍录
'yong'ren 用人
'yong'shang'qi'jiu'shi 甬上耆旧诗
'yong'sheng 庸生
'yong'wu'shi 咏物诗
'yong'ye 雍也
'yong'yi'xiang'jie 用易详解
'yong'zhai'ji 庸斋集
'you'bi 有駜
'you'cheng'nan'ji 游城南记
'you'du 有度
'you'duo'zhi'du 有杕之杜
'you'gu 有瞽
'you'gu'ci 友古词
'you'gu'tang'shi'hua 优古堂诗话
'you'hu 有狐
'you'huan'ji'wen 游宦纪闻
'you'ji 游记
'you'jian'gu'chui 幽间鼓吹
'you'ke 有客
'you'lin'yi'gao 友林乙稿
'you'mao 尤袤
'you'nv'tong'che 有女同车
'you'shi'lan 有始览
'you'shi'shan'ren'yi'gao 友石山人遗稿
'you'si 有司
'you'wen 右文
'you'wen'shuo 右文说
'you'xuan'shi'zhe'jue'dai'yu'shi'bie'guo'fang'yan 輶轩使者绝代语释别国方言
'you'yang'za'zhong 酉阳杂众
'you'zuo 宥坐
'yu'an'xiao'ji 愚庵小集
'yu'ban 玉版
'yu'chu'ji 玉楮集
'yu'di 舆地
'yu'di'bei'ji'mu 舆地碑记目
'yu'di'guang'ji 舆地广记
'yu'dian 语典
'yu'ding'ci'pu 御定词谱
'yu'ding'dao'de'jing'zhu 御定道德经注
'yu'ding'fen'lei'zi'jin 御定分类字锦
'yu'ding'kang'xi'zi'dian 御定康熙字典
'yu'ding'li'dai'fu'hui 御定历代赋汇
'yu'ding'li'dai'ji'shi'nian'biao 御定历代纪事年表
'yu'ding'li'dai'ti'hua'shi'lei 御定历代题画诗类
'yu'ding'nei'ze'yan'yi 御定内则衍义
'yu'ding'pei'wen'yun'fu 御定佩文韵府
'yu'ding'pei'wen'zhai'guang'qun'fang'pu 御定佩文斋广群芳谱
'yu'ding'pei'wen'zhai'shu'hua'pu 御定佩文斋书画谱
'yu'ding'pei'wen'zhai'yong'wu'shi'xuan 御定佩文斋咏物诗选
'yu'ding'pian'zi'lei'bian 御定骈字类编
'yu'ding'qian'sou'yan'shi 御定千叟宴诗
'yu'ding'qu'pu 御定曲谱
'yu'ding'quan'jin'shi'zeng'bu'zhong'zhou'ji 御订全金诗增补中州集
'yu'ding'quan'tang'shi 御定全唐诗
'yu'ding'quan'tang'shi'lu 御定全唐诗录
'yu'ding'ren'chen'jing'xin'lu 御定人臣儆心录
'yu'ding'xiao'jing'yan'yi 御定孝经衍义
'yu'ding'xiao'jing'zhu 御定孝经注
'yu'ding'xiao'xue'ji'zhu 御定小学集注
'yu'ding'xing'li'kao'yuan 御定星历考原
'yu'ding'yin'yun'chan'wei 御定音韵阐微
'yu'ding'yuan'jian'lei'han 御定渊鉴类函
'yu'ding'yue'ling'ji'yao 御定月令辑要
'yu'ding'zi'shi'jing'hua 御定子史精华
'yu'ding'zi'zheng'yao'lan 御定资政要览
'yu'ding'zi'zhi'tong'jian'gang'mu'san'bian 御定资治通鉴纲目三编
'yu'dong'xue'shi 虞东学诗
'yu'dou'shan'ren'ji 玉斗山人集
'yu'duo 与夺
'yu'fan 虞翻
'yu'fu 渔父
'yu'gong 禹贡
'yu'gong'chang'jian 禹贡长笺
'yu'gong'hou'lun 禹贡后论
'yu'gong'hui'jian 禹贡会笺
'yu'gong'lun 禹贡论
'yu'gong'shuo'duan 禹贡说断
'yu'gong'zheng'zhu'shi 禹贡郑注释
'yu'gong'zhi'nan 禹贡指南
'yu'gong'zhui'zhi 禹贡锥指
'yu'gong'zhui'zhi'kan'wu 禹贡锥指刊误
'yu'gu'ji 愚谷集
'yu'guan'zhao'shen'ju 玉管照神局
'yu'hai 玉海
'yu'han'shan'fang'ji'yi'shu 玉函山房辑佚书
'yu'hang'za'lu 雨航杂录
'yu'hu'bi'lan 玉壶避览
'yu'hu'ci 于湖词
'yu'hu'ye'shi 玉壶野史
'yu'ji'wei'yi 玉机微义
'yu'jia'xi 余嘉锡
'yu'jian 寓简
'yu'jing'qiao'chang 玉井樵唱
'yu'kai'fu'ji'jian'zhu 庾开府集笺注
